artistid,avg_comp-score
1803,0.903066667
1804,0.4939
1805,0.8555
1806,0.9244
1807,0.997
1808,-0.0965
1809,-0.8534
1810,-0.897483333
1811,-0.0314
1812,-0.9136
1813,-0.913
1814,-0.464888889
1815,0.6124
1816,0.266
1817,-0.288788889
1818,-0.90115
1819,0.3555
1820,-0.486266667
1821,0.3410375
1822,-0.766136364
1823,-0.294925
1824,0.369095
1825,0.676984615
1826,0.936
1827,-0.92825
1828,0.9778
1829,-0.160618182
1830,0.20745
1831,-0.2058875
1832,0.4788
1833,0.366136842
1834,-0.44477
1835,0.967
1836,-0.03095
1837,0.6253
1838,0.9893
1839,0.5404375
1840,-0.9894
1841,-0.998
1842,-0.5719
1843,-0.296
1844,0.43659
1845,-0.8566
1846,0.9509
1847,0.3182
1848,0.916
1849,0.7882
1850,0.3188
1851,0.9804
1852,-0.9818
1853,-0.8948
1854,0.067
1855,0.9393
1856,-0.21077
1857,-0.128
1858,-0.588430435
1859,0.373628571
1861,-0.7059
1862,-0.035752941
1863,-0.80075
1864,0.3956
1865,0.9631
1866,0.4025
1867,0.9578
1868,0.109533333
1869,0.9552
1870,-0.2159
1871,-0.204393103
1872,0.218086408
1874,-0.09026
1875,-0.019135714
1876,0.9876
1877,-0.7895
1878,0.000834615
1879,0.99235
1880,-0.765
1881,0.4501
1882,0.9847
1883,0.950066667
1884,0.567528571
1885,0.00865
1886,0.5775
1887,-0.062211111
1888,-0.4645
1889,-0.2588
1890,-0.548060784
1891,0.426659091
1892,0.11456875
1893,-0.1923
1894,-0.45535
1895,0.99
1896,0.304192308
1897,-0.166283333
1898,-0.2578
1899,0.176816667
1900,0.5989
1901,0.9983
1902,0.5106
1903,0.5267
1904,0.128614286
1905,0.057638462
1906,0.245031429
1907,-0.290357143
1908,0.039906667
1909,0.9134
1910,0.211118462
1911,-0.003966667
1912,-0.493568627
1913,-0.847906667
1914,-0.9957
1915,-0.36776
1916,-0.115865789
1918,-0.4767
1919,0.9882
1920,0.3189
1921,0.8402
1922,-0.9591
1923,0.4019
1924,0.448766667
1925,0.209259259
1926,0.323586667
1927,0.647757143
1928,0.3116
1929,0.5973
1930,0.218
1931,0.231162791
1932,0.9986
1933,-0.522975
1934,0.9365
1935,-0.356483333
1936,0.567
1937,-0.8815
1938,-0.5417
1939,0.2732
1940,0.2819
1941,-0.83995
1942,0.358557143
1943,0.9921
1944,-0.5361
1946,0.228444444
1947,-0.9696
1948,0.6238875
1949,0.294775
1950,0.556710526
1951,-0.336385714
1952,-0.9324
1953,-0.8807
1954,-0.9403
1955,-0.5602
1956,0.1582625
1957,0.2493
1958,0.36267
1959,0.25111
1960,0.7968
1961,-0.557383333
1962,0.3561
1963,-0.9485
1964,0.249927746
1965,-0.5239
1966,0.7845
1967,0.1929
1968,-0.9081
1969,-0.231933333
1970,-0.9118
1971,0.316343478
1972,0.9848
1973,0.9334
1974,0.9321
1975,0.087384375
1976,0.081692308
1977,-0.2366125
1978,-0.47096
1979,0.668661538
1980,0.509228571
1981,0.040875
1983,-0.36561087
1984,-0.8765
1985,-0.636
1986,-0.5994
1987,-0.9629
1988,-0.9545
1989,0.58354
1990,-0.394053125
1992,-0.0151
1994,0.7184
1995,0.9764
1997,-0.02542
1999,0.09165
2000,-0.450714286
2002,0.097885714
2003,-0.8379
2004,0.6491
2005,0.7562
2006,0.9461
2007,0.069575
2009,0.020916667
2010,0.8591
2011,0.306773333
2012,-0.038277778
2013,-0.296866667
2014,-0.01915
2015,-0.09588125
2016,0.5574
2017,0.0636625
2018,0.8307
2020,-0.9595
2021,-0.8717125
2022,-0.311928571
2023,-0.418214286
2024,0.6374
2025,-0.9798
2026,0.827009091
2027,0.991033333
2034,0.476107317
2035,0.122240909
2036,0.986
2037,0.9325
2038,0.181771429
2039,-0.03796
2040,0.850066667
2041,0.9372
2042,0.224161905
2043,0.9279
2044,0.462886957
2045,0.9948
2046,0.97005
2047,0.8201
2049,0.02155
2051,0.9738
2052,0.549566667
2053,0.9918
2054,0.9313
2055,-0.8741
2056,-0.8439
2057,-0.524516667
2058,0.060366667
2059,0.8519
2061,0.162458333
2062,-0.1711
2063,-0.23615
2064,-0.1027
2065,0.490669565
2066,-0.9761
2067,0.9924
2068,0.9435
2069,-0.039883333
2070,0.966
2071,0.929954545
2072,-0.5839
2073,-0.9184
2074,-0.191460714
2075,0.52505
2076,0.6549675
2077,0.478495
2078,0.9667
2079,0.821675
2080,-0.029172727
2081,-0.029172727
2082,0.0128875
2083,-0.7448375
2084,-0.845594737
2085,-0.9678
2086,-0.506877273
2087,-0.65278
2088,-0.69965
2089,0.161741379
2090,-0.114663636
2091,-0.337042553
2092,-0.381633333
2093,0.106244
2094,-0.710916667
2095,-0.517582143
2096,-0.066988462
2097,0.049175
2098,0.525385
2099,0.95605
2100,0.47102093
2101,0.4680375
2102,-0.30802
2103,-0.984325
2104,0.146961111
2105,-0.9578
2106,-0.682021429
2107,-0.521528571
2109,0.446172
2110,-0.5994
2111,0.9621
2112,0.6653625
2113,-0.6808
2114,0.9136
2115,0.7965
2116,0.266883333
2117,0.202625
2118,0.382306383
2119,-0.9517
2120,0.9607
2121,0.38130597
2122,0.8672
2123,0.2373
2124,0.277688
2125,0.405083333
2126,0.9328
2127,0.9928
2128,0.4939
2129,-0.4704
2130,-0.151733333
2131,0.9716
2132,-0.5994
2133,0.9144
2134,0.02327551
2135,0.951225
2136,-0.8466
2137,0.9997
2138,0.9755
2139,0.9805
2140,0.7579
2141,-0.5267
2142,0.157105
2143,0.9842
2144,0.096358333
2145,-0.9975
2146,0.4108875
2147,0.11695
2148,-0.205071429
2149,0.182377778
2150,0.9332
2152,-0.9226
2153,0.692144444
2154,-0.117154545
2155,0.32416
2157,0.56486129
2158,0.9496
2159,-0.4601
2160,-0.8439
2161,-0.048
2162,0.3527
2163,0.5919
2164,-0.9134
2165,0.34
2166,-0.05245
2167,-0.3164
2168,-0.632
2169,-0.7901
2170,-0.371803125
2171,0.016485714
2172,0.9965
2173,0.504
2174,-0.8316
2175,0.694533333
2176,0.99
2177,0.340741667
2178,-0.74215
2179,-0.816075
2180,0.692952941
2181,0.8934
2182,0.165184375
2183,0.230576923
2184,-0.9601375
2185,-0.68678125
2186,-0.068802899
2187,-0.146946154
2188,0.2584875
2189,0.508075
2190,-0.76309
2191,-0.7784
2192,-0.60386
2193,-0.7717
2194,0.3499
2195,0.9719
2196,-0.3464
2197,-0.25
2198,-0.4291575
2199,-0.8221
2201,-0.70305
2202,-0.215142857
2203,-0.5313
2204,0.3391
2205,0.9701
2206,-0.2686
2207,0.9244
2208,0.569466667
2209,-0.9828
2210,-0.9582
2211,0.379175
2212,-0.934454545
2213,0.397077778
2214,-0.2023
2215,0.9615
2216,-0.0099
2217,0.519205882
2218,0.334255556
2219,-0.0458
2220,0.030258462
2221,-0.739577778
2222,0.066
2223,-0.6759
2224,0.386672727
2225,0.315624219
2226,0.049322222
2227,-0.38342
2228,-0.36955
2230,-0.054698214
2231,-0.9908
2232,-0.7527
2233,-0.668702857
2234,0.080310714
2235,0.9682
2236,-0.8722
2237,0.104119231
2238,-0.31295
2239,0.9958
2240,0.475821429
2241,0.0918
2242,-0.4919
2243,0.06474
2244,-0.511969231
2245,0.860533333
2246,0.547933333
2247,-0.6124
2248,0.864114286
2249,0.768417647
2250,-0.160126316
2251,0.6369
2252,0.170123077
2253,-0.7003
2254,0.024783333
2255,0.5464
2257,-0.84706
2258,-0.371855556
2259,0.21395
2261,0.8388
2262,0.834416667
2263,0.9773
2264,0.9662
2265,-0.7059
2266,0.9623
2267,-0.9836
2268,0.46289
2269,0.766981818
2270,0.274953846
2271,0.035728571
2272,0.5611
2273,0.281440288
2275,-0.8841
2276,-0.5994
2277,-0.9822
2278,-0.993
2279,-0.9917
2280,0.9325
2281,0.55135
2283,0.261622222
2284,0.05224186
2285,0.9961
2286,0.765
2287,-0.97865
2288,0.5979
2289,0.9514
2290,0.415689286
2291,0.7339
2292,0.8859
2293,-0.514085714
2294,-0.3612
2295,-0.77208
2296,0.085759091
2297,0.114846154
2298,-0.7243
2299,-0.8253
2300,0.9876
2301,0.172711111
2302,0.8225
2303,-0.15769
2304,0.305475
2306,0.101552
2307,-0.3818
2308,-0.3529
2309,0.9284
2310,-0.322331034
2311,0.57215
2312,0.9984
2313,-0.64385
2314,-0.422270588
2315,0.8915
2316,0.496083019
2317,0.48785
2318,0.615338636
2319,0.610090909
2320,0.9491
2321,0.959
2322,-0.2726
2323,-0.5574
2324,0.4389
2325,0.9543
2326,0.294133333
2327,-0.006718182
2329,-0.828733333
2330,-0.9524
2331,-0.0258
2332,0.469433333
2333,-0.9761
2335,-0.296
2336,-0.90868
2338,-0.8825
2339,-0.788053731
2340,-0.5655
2341,-0.9912
2342,-0.891
2343,-0.788483333
2344,-0.8228
2345,-0.7762
2346,-0.8316
2347,-0.199186364
2348,-0.5994
2349,-0.5655
2350,-0.9618
2351,-0.9663
2352,-0.5994
2354,-0.8316
2355,-0.9761
2356,-0.9276
2358,-0.7405
2359,-0.67678
2360,-0.9761
2361,-0.8316
2362,0.9246
2363,-0.955239286
2364,-0.949425
2365,-0.730825
2366,-0.870315686
2367,-0.93915
2368,-0.6545
2369,-0.9708
2370,-0.9932
2371,-0.2593
2372,-0.8672
2373,-0.816
2374,-0.9136
2376,-0.9761
2377,-0.9834
2378,-0.927
2379,-0.965166667
2380,0.765
2381,-0.5994
2382,-0.081866667
2383,-0.309761905
2386,0.296
2387,-0.920633333
2388,-0.9136
2389,-0.913666667
2390,-0.9661
2391,-0.828906897
2392,-0.9485
2393,-0.7312
2394,-0.5994
2395,-0.846466667
2396,-0.9712
2397,-0.9823
2398,-0.9508
2399,-0.7269
2400,-0.8316
2401,-0.939486667
2402,-0.9136
2404,-0.779679487
2405,-0.073561538
2406,0.3365125
2407,-0.9977
2408,-0.729975
2409,-0.80870625
2410,-0.9732
2411,-0.7269
2412,-0.97805
2413,0.87324
2414,0.500629412
2415,0.96545
2416,-0.9941
2417,-0.9615
2418,-0.9668
2419,0.6072
2420,-0.9801
2421,-0.92968
2422,-0.865
2423,0.37179
2424,0.337032609
2425,-0.9538
2426,0.5719
2427,0.82145
2428,0.0516
2429,0.000894118
2430,0.47915
2431,0.311333333
2432,0.8796
2433,0.8484
2434,0.4993
2435,0.175083333
2437,-0.392773333
2438,0.9786
2439,0.1779
2440,0.2023
2441,0.9992
2442,0.8796
2443,0.9384
2444,-0.071961702
2445,0.9683
2446,-0.074404286
2447,0.613714286
2448,0.9074
2449,0.491369048
2450,0.9698
2451,0.9855
2452,0.237278689
2453,-0.8466
2456,0.9976
2457,0.06344
2458,0.52735625
2459,-0.542714286
2460,0.8555
2461,0.25
2462,-0.383655556
2463,-0.167845714
2464,0.155457576
2465,-0.730977778
2466,-0.377017647
2467,-0.717255814
2468,0.9839
2469,0.994
2470,-0.5376
2471,-0.5425
2472,-0.336556522
2473,0.07925
2474,-0.73419
2475,0.93705
2476,0.153198333
2477,0.744177778
2478,0.508405556
2479,0.13376
2480,0.98465
2481,-0.9112
2482,-0.8466
2483,0.5233875
2484,-0.9352
2486,0.5486
2487,0.9199
2488,0.388933333
2490,-0.9652
2491,0.8089
2493,0.396786667
2494,-0.191828571
2495,0.9572
2496,-0.287984615
2497,0.555014286
2498,-0.005807692
2499,-0.2716
2500,0.118409091
2501,0.5256
2502,-0.39874
2503,-0.0698
2504,0.083157143
2505,0.292621053
2506,0.02735
2507,0.8881
2508,-0.39055
2509,-0.50538
2510,0.589328571
2512,-0.636
2513,-0.7243
2514,-0.7605
2515,-0.9575
2516,-0.237116667
2517,0.9743
2518,0.644158
2519,-0.53825
2520,-0.8316
2521,-0.8519
2522,0.944
2523,0.9944
2524,0.4746
2525,0.7406
2526,0.7574
2527,0.123326531
2528,-0.57001
2529,0.521266667
2530,0.8341
2531,0.029775
2532,0.7537
2533,-0.8979
2534,0.8988
2535,0.9866
2536,0.95545
2537,0.564305556
2538,-0.8611
2539,0.6007
2540,-0.8921
2541,0.448704124
2542,-0.6854
2543,0.326236538
2544,-0.489425
2545,-0.9841
2546,-0.67892
2547,0.69795
2548,0.863366667
2549,0.9522
2550,0.289267742
2551,-0.518525
2553,0.9756
2554,0.9877
2555,-0.8316
2556,-0.3151
2557,-0.9485
2558,-0.1941
2559,-0.51405
2560,0.715161538
2561,0.283105
2562,0.4429
2563,0.93935
2564,0.4095
2565,-0.258244444
2566,0.30118
2567,0.9933
2568,-0.886
2569,-0.6447
2570,0.9898
2571,0.2732
2572,0.95385
2573,-0.0593625
2574,0.2075
2575,0.9323
2576,0.0105
2578,-0.681
2580,-0.8126
2581,0.263
2582,0.5777
2583,-0.7719
2584,-0.735
2585,0.9877
2586,0.96195
2587,-0.147427273
2588,-0.9636
2589,-0.9836
2590,-0.8316
2591,-0.336330769
2592,-0.4874
2593,-0.987
2594,0.127028571
2595,0.437229412
2596,-0.9625
2597,-0.78665
2598,0.56834375
2599,0.044679268
2600,-0.0629
2601,-0.4506
2602,-0.8439
2603,-0.358966667
2604,0.8994
2605,0.875
2606,-0.31405
2607,-0.1503
2608,0.38785
2609,0.406145455
2610,0.34
2611,-0.3873
2612,-0.967
2613,0.56631875
2614,0.202906383
2615,-0.7003
2616,-0.9584
2617,-0.7269
2618,-0.940458824
2619,-0.464983333
2621,0.07353
2622,0.9829
2623,0.98995
2624,-0.36093
2625,0.329707407
2626,0.5229
2627,0.12616
2628,0.693075
2630,0.765
2631,0.3612
2634,0.143433333
2635,0.557975
2636,0.5743
2637,0.55415
2638,0.9274
2639,-0.973633333
2640,0.564788889
2641,0.1754
2642,-0.9785
2643,-0.9723
2645,-0.969
2646,-0.9661
2647,0.321575
2648,-0.17276
2649,-0.402978571
2650,0.608
2651,0.242638095
2652,0.375780952
2653,0.491788235
2654,-0.9665
2655,0.8402
2656,-0.988
2657,-0.4939
2658,0.8591
2659,-0.6627
2660,0.219368421
2661,0.9726
2662,-0.8713
2663,0.981
2664,0.8761
2665,0.7652
2666,-0.9884
2667,-0.08136
2668,0.323686364
2669,-0.278266667
2670,0.386355556
2671,-0.9949
2672,-0.480225
2673,-0.164463636
2674,0.9778
2675,0.753318
2676,0.9509
2677,0.9426
2678,-0.0308
2679,0.7782125
2680,0.97075
2681,0.547492857
2682,0.5809
2683,0.636058333
2684,-0.8332
2686,-0.124825
2687,0.5204
2688,0.9038
2689,-0.13995
2690,0.636966667
2691,0.01057
2692,-0.831943333
2693,-0.1283875
2694,0.839
2695,0.9906
2696,0.6369
2697,0.9927
2698,0.9805
2699,-0.8741
2700,0.49652
2701,0.7846
2702,0.6369
2703,0.9909
2704,-0.9159
2705,0.8374
2706,0.9638
2707,0.657966667
2708,-0.669872727
2709,0.025157895
2710,-0.8122
2712,0.849428571
2713,0.5619
2714,0.1206
2715,0.98725
2716,-0.577425
2717,0.8979
2718,0.9337
2719,0.9738
2720,-0.9426
2721,0.9946
2722,0.326044118
2723,0.375485714
2724,0.9968
2725,0.06015
2726,0.22595
2728,-0.4215
2729,-0.74428
2730,0.437766667
2731,0.136822222
2732,-0.4215
2733,-0.3527
2734,0.31065
2735,0.336371429
2736,0.9273
2737,0.0404
2738,-0.0258
2739,-0.086366667
2740,-0.989333333
2741,-0.9964
2742,-0.9975
2743,-0.9961
2744,-0.375818182
2745,-0.962315789
2747,-0.22515
2748,-0.22775
2749,0.9932
2750,0.9512
2751,-0.35887
2753,-0.61636
2754,0.9887
2755,-0.600066667
2756,0.208167857
2757,-0.2958
2758,0.022
2759,-0.9892
2760,-0.9538
2761,0.759466667
2762,0.836
2763,0.44208
2764,0.287671845
2765,0.9753
2766,0.249578947
2767,0.8791
2768,-0.184636842
2769,-0.438536842
2770,0.513716667
2771,-0.682418182
2772,-0.710375862
2773,-0.96845
2775,-0.499314286
2776,0.7729
2777,-0.9136
2778,-0.4215
2779,-0.9545
2780,-0.846566667
2782,-0.9726
2783,0.585822
2784,-0.9029
2785,0.9586
2786,0.5436125
2787,-0.984
2788,-0.9081
2789,-0.122178125
2790,0.484283333
2791,-0.053572
2792,0.9856
2793,0.7392
2794,-0.16625
2795,-0.018261972
2796,-0.0382
2797,0.316832519
2798,-0.972
2799,-0.6558
2800,-0.6537
2801,0.303313725
2802,-0.392877778
2803,0.555338793
2804,0.061038889
2805,0.392235714
2806,-0.097088889
2807,0.9769
2808,0.214294737
2809,0.652745455
2810,-0.9721
2811,-0.112087879
2812,0.764716667
2813,0.4535
2814,-0.232885714
2815,-0.386809091
2816,0.27606
2817,-0.0864
2818,0.809357143
2819,0.283585714
2820,-0.453822222
2821,-0.381208333
2822,0.00121
2823,-0.9674
2824,-0.459
2825,0.1909
2826,-0.404684615
2827,0.9932
2828,-0.9788
2829,0.176859091
2830,0.07168
2831,-0.491028571
2832,0.9883
2833,-0.092657333
2834,0.23092
2835,-0.026357143
2836,-0.306660606
2837,-0.495222727
2838,-0.352540741
2839,0.382675
2840,0.473286486
2841,-0.70985
2842,-0.2003
2843,-0.2875
2844,0.479
2847,0.35425625
2848,0.250639683
2850,-0.9816
2851,0.746102439
2852,0.601
2853,0.971
2854,0.61567451
2855,0.310773626
2856,0.9328
2857,-0.428
2858,0.8468
2859,0.7622
2860,-0.84202
2863,-0.80478
2864,-0.770066667
2865,-0.8316
2866,-0.8316
2867,-0.222811111
2868,0.9706
2869,0.9752
2870,0.9766
2871,0.590985
2872,-0.913270968
2873,0.035566667
2874,-0.75825
2875,0.405997727
2876,-0.2088625
2877,-0.2335
2878,0.298146809
2879,0.8689
2880,-0.8574
2881,0.8176
2882,0.575121739
2883,-0.1247
2884,0.2069125
2885,0.050372222
2886,-0.741854545
2887,0.9756
2889,0.532275
2890,0.280654717
2892,0.827566667
2893,0.9765
2894,0.286265
2895,-0.4344
2897,-0.927
2898,0.070710909
2899,0.256778689
2900,0.9136
2901,0.2080475
2902,0.350141667
2903,-0.202976923
2904,0.918
2905,0.96323
2906,-0.22455
2907,0.185261111
2908,0.8241
2909,0.8301
2910,-0.682066667
2911,0.992
2912,0.012042857
2913,-0.74048
2914,0.9619
2915,0.28065977
2916,-0.958933333
2917,-0.469805263
2918,0.319697436
2919,0.305883333
2920,-0.0894
2921,0.9021
2922,0.067625
2923,-0.105278571
2924,-0.4857125
2925,-0.9023
2926,-0.9239
2927,-0.5235375
2928,0.0674
2929,0.9561
2930,-0.49454375
2932,-0.93435
2933,0.018694444
2934,0.017633333
2935,-0.9856
2936,-0.9289
2937,-0.64136875
2938,-0.761035
2939,0.979
2941,0.317211111
2942,-0.150677778
2943,0.232852632
2944,-0.459157895
2945,-0.482292857
2946,0.641966667
2947,-0.6478
2948,-0.9916
2949,-0.9539
2950,0.038195522
2951,-0.805381818
2952,-0.25
2953,0.0524
2954,0.8402
2955,0.9951
2956,-0.7527
2957,0.15885
2958,0.451069231
2959,0.98895
2960,-0.264284615
2961,0.044613636
2962,0.9766
2963,-0.29425
2964,0.023616071
2965,0.177689362
2967,-0.995
2968,-0.8316
2969,0.85885
2970,-0.9842
2971,0.9879
2972,-0.84236
2973,-0.7286
2974,0.9108
2975,0.327655932
2976,0.397307143
2977,0.793166667
2978,0.65414
2979,0.13427
2980,0.38888062
2981,0.21558
2982,-0.500434021
2983,-0.6688
2984,0.11871
2985,-0.6124
2986,0.155333333
2988,-0.055745033
2989,0.0752
2990,-0.629857143
2991,-0.109942857
2992,-0.156975
2993,0.0937
2994,0.16535
2995,-0.2023
2996,-0.9799
2997,0.917
2998,0.122966667
2999,-0.8958
3000,-0.988033333
3001,0.1778
3002,0.798
3005,0.35382
3006,0.3617125
3008,-0.334852632
3009,0.9371
3010,0.219761538
3011,-0.177
3012,0.9131
3013,0.152202381
3014,-0.339314286
3015,0.9589
3016,0.01822
3017,0.5106
3018,0.8904
3019,0.965575
3020,-0.78315
3021,0.2156
3022,0.197593333
3023,-0.274966667
3024,-0.363977778
3025,0.108566667
3026,-0.4121
3027,-0.98684
3029,-0.9742
3030,0.9957
3031,0.683233333
3032,-0.396268831
3033,-0.574771429
3034,0.9929
3036,0.055891111
3037,-0.9321
3038,0.92865
3040,-0.148975
3041,0.88
3043,-0.854
3044,0.9988
3045,-0.8316
3046,-0.5994
3047,-0.9743
3048,-0.7579
3049,-0.5994
3051,-0.8778
3052,-0.9151
3053,0.181152174
3054,-0.5994
3055,0.9694
3056,0.8519
3058,-0.55205
3059,-0.9583
3060,0.495475
3061,-0.1685
3062,-0.2732
3063,0.438184615
3064,0.87264
3065,0.01902
3066,-0.954331915
3067,-0.5095625
3069,0.1988
3070,0.4826
3071,-0.90775
3072,0.9479
3073,-0.064122857
3074,-0.886
3075,0.9963
3076,0.1611
3077,-0.28915
3078,0.16495
3080,0.985
3081,0.130376923
3082,0.131566667
3083,-0.67302
3084,0.8566
3086,-0.7213
3087,0.23874
3088,-0.119058333
3089,0.5257
3090,0.014072727
3091,0.22025
3092,0.1966
3093,0.330033333
3094,0.528
3095,-0.260118182
3096,0.58685
3097,-0.8358
3098,0.56365
3099,0.08694
3100,0.298188889
3101,0.1798875
3102,0.8869
3103,0.091625
3105,0.210027778
3106,-0.7906
3107,0.96355
3108,-0.8142
3109,-0.93905
3110,0.074826087
3111,-0.990275
3112,0.207438889
3113,-0.423975
3114,-0.1779
3115,-0.9978
3116,-0.74105
3117,0.104444118
3118,0.498185965
3119,0.5481
3120,0.487153846
3121,0.2722375
3122,0.9395
3123,-0.317166667
3124,0.886
3125,0.885475
3126,-0.9716
3127,-0.9809
3128,0.0080125
3129,0.985133333
3130,0.176403175
3131,-0.9941
3132,-0.91
3133,0.8679
3134,-0.337625
3135,-0.220976923
3136,0.521871429
3137,0.592235938
3138,0.9887
3140,0.9595
3141,-0.675185714
3142,0.0427
3143,0.293881818
3144,-0.8413
3145,0.9111
3146,-0.9922
3147,-0.076171429
3148,-0.263454545
3149,0.46775
3150,-0.9615
3152,-0.9559
3153,0.6219
3155,-0.9559
3156,-0.461630882
3158,0.9955
3159,0.186466667
3160,-0.294244444
3161,0.07905
3162,0.056314286
3163,0.8756
3164,0.140733333
3165,0.9769
3166,0.440488889
3167,-0.128
3168,-0.55185
3169,-0.5623625
3170,-0.435655556
3171,0.310245238
3172,-0.9732
3173,0.9867
3175,0.175806667
3176,0.4435
3177,0.9831
3178,0.994
3179,0.112840244
3180,-0.014915
3181,0.991
3182,0.9595
3183,0.353466667
3184,0.7845
3185,0.649407692
3186,0.275746591
3188,0.043272727
3189,0.0015
3190,0.5889
3191,-0.8101
3194,0.147925
3195,0.4509
3196,-0.8997
3197,-0.19087
3198,0.174733333
3199,-0.9657
3200,0.2437725
3201,0.910166667
3202,0.85185
3203,0.9963
3204,0.8413
3205,0.641933333
3206,0.56415
3207,0.7053
3208,0.9635
3209,0.368085714
3210,-0.214490909
3211,0.8956
3212,0.48885
3213,0.7184
3214,-0.2137
3215,0.77925
3216,0.7208
3217,-0.8092
3218,0.6628
3219,-0.428
3220,0.4329
3221,0.125738462
3222,0.9485
3223,0.129747826
3224,0.076241667
3225,-0.53365
3226,0.328054545
3227,-0.9625
3228,-0.97995
3229,0.3818
3230,0.578678358
3231,0.6369
3232,0.7845
3233,0.2382
3234,-0.9413
3235,0.147404444
3236,0.3407
3237,0.199666667
3238,0.3595
3239,0.9054
3240,0.5145
3241,0.9519
3242,0.626357895
3243,-0.106466667
3244,0.290233333
3245,-0.9954
3246,-0.8122
3247,-0.9485
3248,0.9572
3249,0.9735
3250,-0.7185
3251,-0.9337
3252,-0.344766667
3253,-0.9163
3254,0.5448
3255,-0.9953
3256,0.2269
3257,-0.809271429
3258,-0.964233333
3259,-0.888310526
3260,-0.919085714
3261,-0.066807692
3262,0.7149
3263,0.0239
3264,0.7351
3265,0.6899
3266,0.1408875
3267,0.9759
3268,-0.6841
3269,-0.6024
3271,0.978766667
3272,0.738733333
3273,0.9826
3274,-0.058743478
3275,0.162651613
3276,0.0687625
3277,0.2926
3278,0.01
3279,-0.897
3280,-0.9803
3281,0.9957
3282,-0.9706
3284,0.480707143
3285,0.332478947
3286,0.376342857
3287,-0.9832
3288,0.50021
3289,0.83078
3290,-0.9565
3291,0.9882
3293,0.3612
3294,0.453
3295,-0.8351
3296,0.167033333
3297,0.151630769
3298,0.9919
3299,0.284266667
3300,-0.39263
3301,-0.080104
3302,-0.490802381
3303,-0.9007
3304,0.5707
3305,-0.9966
3307,0.002524
3308,0.9608
3309,0.133016667
3310,-0.254563158
3311,0.6566
3312,-0.9997
3313,0.8644
3314,0.9509
3315,0.5019
3316,0.9943
3317,0.065975
3318,-0.3818
3319,0.093755556
3320,-0.6955
3321,-0.1759
3322,0.067114458
3323,0.0772
3324,-0.902
3325,0.6369
3326,-0.7906
3327,0.9731
3329,0.874328571
3330,0.526918367
3331,0.447415385
3333,-0.651082609
3334,-0.743
3335,0.9976
3336,-0.4049
3337,0.489514634
3338,-0.850533333
3339,-0.790185714
3340,-0.8741
3341,0.803728571
3342,-0.8316
3343,0.01985
3344,-0.138911957
3345,0.388883333
3346,-0.471
3347,-0.321066667
3348,0.1798
3349,-0.274576923
3350,0.9037
3351,0.122149231
3352,0.092
3353,-0.781533333
3354,-0.012836364
3355,0.000685714
3357,0.9816
3360,-0.491057143
3361,-0.9569
3362,0.9718
3363,-0.252863636
3364,0.182341935
3365,0.0789
3366,0.96595
3367,0.4215
3368,0.4588
3369,0.286822222
3370,0.565925
3371,0.94635
3372,0.6868
3373,0.9705
3374,0.680733333
3375,-0.6911
3376,0.439877686
3377,0.3769
3378,0.835
3379,0.9702
3380,-0.2182
3381,0.920225
3382,0.9034
3383,0.22496
3384,-0.9908
3385,-0.7505
3386,0.9117
3387,0.3286875
3388,0.9393
3389,0.57675
3390,-0.567513636
3391,-0.124618182
3392,-0.926
3393,-0.9761
3394,0.4588
3395,-0.9898
3396,-0.826
3397,0.320433333
3398,0.9773
3399,0.712673333
3400,-0.929
3401,0.11945
3402,0.030533333
3403,-0.9339
3404,0.8061
3405,0.903
3406,0.19196
3407,0.6884
3408,-0.9443
3409,-0.9958
3410,0.00115
3411,0.8514
3412,0.345875
3413,-0.672638889
3414,-0.912033333
3415,-0.6688
3417,-0.2804
3418,0.650652632
3419,0.07273
3420,0.049425
3421,-0.595354545
3422,0.13339396
3423,-0.344511111
3424,-0.191588889
3425,0.9378
3426,0.7025
3427,-0.9411
3428,-0.957014286
3429,-0.9877
3430,0.7506
3431,-0.1543
3432,0.9519
3433,-0.555
3434,0.3329
3435,0.421733929
3436,0.9702
3437,0.9313
3438,0.77908
3439,0.541195745
3440,0.9388
3441,0.9941
3442,-0.7922
3443,0.68319
3444,0.9859
3446,-0.7003
3447,0.617597917
3448,0.9416
3450,-0.128
3451,-0.8457
3452,0.350685714
3453,0.3612
3454,0.710325
3455,0.4588
3456,0.818975
3457,-0.7981
3459,-0.9862
3460,-0.9524
3461,-0.8398
3462,0.318630556
3463,-0.896033333
3464,0.219861905
3465,-0.9854
3466,-0.9136
3467,0.9728
3468,0.280185714
3469,0.9507
3470,-0.309655556
3472,-0.9732
3473,-0.2517
3474,0.361028571
3475,0.9442
3476,0.9828
3477,0.6012
3478,0.4843
3479,0.400896429
3480,0.9391
3482,-0.9864
3483,0.31369
3484,-0.60715
3485,-0.9851
3486,-0.9485
3487,-0.9628
3488,-0.01424
3489,-0.5466
3490,0.34
3491,0.6855
3492,-0.784666667
3493,-0.1027
3494,0.3875
3495,-0.9823
3496,-0.9684
3497,0.9776
3498,0.9201
3499,0.3951
3500,0.13571875
3501,0.882
3502,-0.128
3503,0.626
3504,0.12055
3505,-0.9071
3506,0.394559574
3507,0.248172414
3508,-0.9559
3509,0.19175
3510,0.9429
3511,0.9705
3512,0.075894737
3513,0.157172727
3514,0.069283333
3515,-0.198711111
3516,-0.865566667
