id,title,avg_comp_score
7586,S&#225;nchez-pedre&#241;o Salvador,-0.5423
7587,S&#233;guin Richard,-0.5423
7588,S.o.a.p,0.5758
7589,S.o.d.,-0.660253846
7590,S.o.s,-0.710844444
7591,S.o.s.,0.64312
7592,S.p. Boz,#N/A
7593,Sabado Domingo,0.8834
7594,Sabbat,-0.165305263
7595,Sabelle,0.09175
7596,Sabrina Sedlur,-0.9887
7597,Sabrina Setlur,-0.982133333
7598,Sabrina Setlur + Faithless,#N/A
7599,Saccharine Trust,-0.278471429
7600,Sachs Jayne,-0.2681
7601,Sacramentum,-0.090375
7602,Sacred Reich,-0.0278625
7603,Sacred Steel,-0.79577
7604,Sacrifice,-0.671055882
7605,Sacrificed,-0.871033333
7606,Sacrilege,-0.51145
7608,Sadat X,0.9917
7609,Sade,0.380178049
7610,Sadist,-0.19772
7611,Sadness,-0.214771429
7612,Sadus,-0.747510811
7613,Safety Dance,0.4215
7614,Safura,#N/A
7615,Sag Es Laut,#N/A
7616,Saga,0.220425556
7617,Sagisu Shiro,0.147133333
7618,Sahanaya Ruth,#N/A
7619,Saijonmaa Arja,#N/A
7620,Sailor,0.7798625
7621,Sailor Moon,0.4499
7622,Saint Etienne,-0.43454
7623,Saint Seiya,0.34
7624,Saint Vitus,0.1108375
7625,Sainte Marie Buffy,-0.9258
7626,Saison Ella Mae,0.6119
7627,Sakamoto Kyu,-0.9081
7628,Sakamoto Ryuichi,#N/A
7629,Sakkarin,0.7766
7630,Salad,0.462435294
7631,Saleet Norman,0.6216
7632,Salem,-0.675245455
7633,Salemi Silvia,0.2023
7634,Saliva,-0.090342857
7635,Sally Oldfield,0.16495
7636,Salonga Lea,0.1637
7637,Salt N Pepa,0.409914286
7639,Salvage,0.9753
7640,Salvatore Adamo,-0.92935
7641,Salvo,-0.296
7642,Sam And Chris,0.50775
7643,Sam And Dave,0.4504
7644,Sam Brown,0.7064
7645,Sam Cooke,0.9898
7646,Sam The Sam And The Pharaos,#N/A
7647,Sam The Sham And The Pharaohs,0.7568
7648,Samael,0.116379592
7649,Samantha Fox,0.392842857
7650,Sambora Richie,0.101622222
7651,Samhain,-0.24254
7652,Samiam,0.007825
7653,Sammie,0.9989
7654,Sammy,0.2263
7655,Sammy Davis Jnr.,0.5719
7656,Sammy Kershaw,0.983866667
7657,Samples,0.9019
7658,Sampson P M And Double Key,0.9981
7659,Samson En Gert,0.078225
7660,San Francisco,0.6908
7661,Sanchez,0.9939
7662,Sanctuary,-0.982533333
7663,Sandifer Phillip,0.50138
7664,Sandler Adam,0.610842553
7665,Sandra,0.306578947
7666,Sandra And Andreas,-0.913
7667,Sandy And Junior,-0.3164
7668,Sandy And Papo,-0.296
7669,Sandy Denny,0.9552
7670,Sandy Marton,0.50135
7671,Sandy Van Ry,-0.93985
7672,Sandy Wagner,#N/A
7673,Sanguis Et Cinis,-0.29345
7674,Sanq,0.9283
7675,Sanson Veronique,0.262316667
7676,Santabarbara,-0.6908
7677,Santana,0.434820896
7678,Santana Feat. Lauryn Hill And Cee-lo,0.9623
7679,Santana Feat. Rob Thomas,0.7965
7680,Santana Feat. Wyclef And Jerry Wonder,0.875
7681,"Santana, Feat. Rob Thomas",-0.5867
7682,Santara&#241;a,-0.7783
7683,Santos E Pecadores,0.9186
7684,Santos Lulu,-0.162033333
7685,Sanz Alejandro,-0.93
7686,Saouml;llner Hans,-0.7564
7687,Saphir,0.955
7688,Sara,-0.71725
7689,Sara @ Tic Tac Two,-0.5994
7690,Sara @tictactwo,-0.7059
7691,Sara Evans,-0.2299
7692,Saragossa Band,0.626725
7693,Sarah Brightman,0.249404545
7694,Sarah Brightman And Andrea Borcelli,-0.7783
7695,Sarah Brightman And Hot Gossip,-0.9254
7696,Sarah Connor,0.741994444
7697,Sarah Mc Lachlan,-0.4767
7698,Sarah Mclachlan,0.084954098
7699,Saratoga,-0.296
7700,Sarcastic,-0.319583333
7701,Sarcofago,-0.647883333
7702,Sardou Michel,0.28615
7703,Sarina Paris,0.65719
7704,Sarstedt Peter,0.9647
7705,Sascha,0.9647
7706,Sascha Distel,-0.5994
7707,Sash,-0.4359
7708,Sash!,-0.057775
7709,Sasha,0.48835
7710,Satan,-0.8416
7711,Satanic Surfers,0.7063
7712,Satarial,#N/A
7713,Satchmo,0.9485
7714,Satellite Soul,0.9825
7715,Saturns Flea Collar,-0.065235714
7716,Saturnus,-0.130614286
7717,Satyricon,-0.204684211
7718,Saucer,-0.14172
7719,Saul Ricardo,#N/A
7720,Sauuml;dtirola Spitzbaum,-0.9136
7721,Savage Garden,0.286943902
7722,Savage Progress,-0.4588
7723,Savage Rose,0.1974
7724,Savatage,-0.02785
7725,Save Ferris,-0.021054545
7726,Saves The Day,0.228146429
7727,Saviour Machine,-0.4702
7728,Savoy Brown,0.5574
7729,Savuka,-0.111685714
7730,Sawyer Brown,0.9618
7731,Saxon,-0.021518868
7732,Sayer Leo,0.299967391
7733,Sbelley Pete,0.9896
7734,Scabs,0.341415
7735,Scaggs Boz,0.7665
7736,Scanner,-0.2456
7737,Scaramouche,0.9626
7738,Scarborough Fair,0.987
7739,Scarbury Joey,0.6641
7740,Scarface,-0.4478
7741,Scarlet,0.361958824
7742,Scatman John,0.51808
7743,Scatterbrain,0.1567875
7744,Scene 23,0.350936842
7745,Schaouml;n Blond,-0.9624
7746,Schauorchester Ungelenk,-0.97
7747,Schauuml;rzenjandauml;ger,-0.9508
7748,Scheer,0.074230769
7749,Scheitan,-0.421325
7750,Schiller,-0.78775
7751,Schilling Peter,0.069877778
7752,Schmit Tim,0.6249
7753,Schneider Helge,-0.952575
7754,Schnell Fenster,0.4906
7755,Schobert And Black,-0.9624
7756,Schocking Blue,0.6396
7757,Schoene Gerhard,-0.9804
7758,Schon Neal,0.834066667
7759,Schorno,#N/A
7760,Schottisches Weihnachtslied,-0.9508
7761,Schraouml;ders,-0.90275
7762,Schroeders,-0.95235
7763,Schrott Nach 8,#N/A
7764,Schubert,0.8002
7765,Schuch Steve,0.9595
7766,Schuricke And Winkler,-0.8439
7767,Schuur Diane,0.9922
7768,Schuurman Katja,-0.9382
7769,Schwabach And Kauuml;ck,-0.7777
7770,Schwabach And Loges,-0.855
7771,Schwabach And Olias,-0.9718
7772,Schwartz Sherwood,0.7699
7773,Schwartz Stephen,0.513884615
7774,Schweiaszlig;er,-0.3578
7775,Schweisser,-0.758956522
7776,Schwenn And Gaze,-0.1676
7777,Schwenn And Kreuder,-0.7243
7778,Schwester S,-0.9876
7779,Schwester S.,-0.9772
7780,Scialpi,0.5067
7781,Scooter,0.2989625
7782,Scopes Phil,0.08502
7783,Score!,#N/A
7784,Scorpions,0.433633333
7785,Scotch,0.183933333
7786,Scott Fitzgerald And Ivonne Keely,#N/A
7787,Scott Linda,0.8874
7788,Scott Mc Kenzie,0.9545
7789,Scott Mckenzie,0.9545
7790,Scott Mike,0.1779
7791,Scotti Nick,0.6498
7792,Scout 7,0.9245
7793,Scream,0.4053
7794,Screaming Jets,-0.9521
7795,Screaming Trees,0.44295
7796,Screeching Weasel,-0.118504598
7797,Scritti Politti,0.9963
7798,Scycs,0.296
7799,Seal,0.454939024
7800,Seals Brady,-0.5538
7801,Sean Paul,0.98095
7802,Sean Tyla,-0.0534
7803,Seance,-0.33635
7804,Sear Bliss,-0.109809091
7805,Sear David,0.7717
7808,Sears Ludwig,-0.9873
7809,Sebadoh,0.9871
7810,Secada Jon,0.6103
7811,Second Coming,0.257622222
7812,Second Street Unit,0.661066667
7813,Secrecy,0.270075
7814,Secret Mind,0.263483333
7815,Secret Service,0.320783333
7816,Sed,-0.9981
7817,Sedaka Neil,0.452754545
7818,Seeds,0.548166667
7819,Seeger Peggy,0.333646154
7820,Seeger Pete,-0.5216
7821,Seekers,0.45216129
7822,Seeking Juliet,0.42132
7823,Seether,-0.28532
7824,Segara H&#233;l&#232;ne,0.2263
7825,Seger Bob,-0.031466667
7826,Segreto Ric,0.8337
7827,Seixas Raul,0.039260714
7828,Sel,-0.5574
7829,Selena,0.185518182
7830,Self,-0.64005
7831,Selig,-0.655014286
7832,Seltsam,-0.9682
7833,Sem Fuga,#N/A
7834,Semisonic,0.492033333
7835,Senior,0.9391
7837,Sens Unik,-0.08185
7838,Sensational Alex Harvey Band,-0.4389
7839,Sensus,-0.3313
7840,Sent 72,0.9349
7841,Sentenced,-0.40161
7842,Sepp Und Die Steigerwandauml;laouml;der Musikannten,-0.9823
7843,September When,0.282836364
7844,Septic Flesh,0.165914894
7845,Sepultura,-0.545980357
7846,Seraphim Shock,-0.014588889
7847,Serendipity Singers,-0.9042
7848,Serenity,0.166285714
7849,Serial Joe,-0.144
7850,Sern Lou,0.9639
7851,Serpent,-0.144733333
7852,Serra Eric,0.72517
7853,Serrano Ismael,-0.7783
7854,Serrat Joan Manuel,-0.57575
7855,Serrated Skull,-0.67632
7856,Seru Giran,-0.2734125
7857,Sesame Street,0.9876
7858,Sesto Camilo,-0.6705
7859,Setlur Sabrina,-0.97955
7860,Setzer Brian,-0.256266667
7861,Sevage Garden,-0.7199
7862,Sevelle Taja,0.02705
7863,Seven Channels,0.22358
7864,Seven Day Jesus,0.291
7865,Seven Jenssen,-0.95795
7866,Seven Mary Three,0.092642857
7868,Sevendust,-0.169315385
7869,Severe Tire Damage,0.295477778
7870,Severine,-0.9542
7871,Sex At The Garage,0.0914
7872,Sex Noise,#N/A
7873,Sex Pistols,-0.424571429
7874,Sexton Martian,-0.9595
7876,Shaded Red,0.12345
7877,Shades,0.811
7878,Shadow Host,-0.114954545
7879,Shadow Project,-0.077127273
7880,Shadowy Men On A Shadowy Planet,0.9631
7881,Shaggy,0.706125
7882,Shai,0.2782
7883,Shakatak,0.7844
7884,Shakespeares Sister,-0.9894
7885,Shakespears Sister,0.320407692
7886,Shakin Stevens,0.749005556
7887,Shakira,-0.292109524
7888,Shakira Mebarak,-0.826066667
7889,Sham Rock,0.978
7891,Shane Macgowan And The Popes,0.276183333
7892,Shangri Las,-0.2765
7893,Shania Twain,0.586621127
7894,Shanice,0.533144444
7895,Shanice And Johnny Gill,0.9456
7896,Shanice Wilson,0.873
7897,Shanks And Bigfoot,0.9984
7898,Shannon,0.124
7899,Shantharama Patil,0.4574
7900,Shapplin Emma,-0.3106
7901,Shara Yuni,#N/A
7902,Sharam Max,0.508
7903,Sharp Kevin,0.89225
7904,Sharpe And Numan,0.017188889
7905,Shattered Dreams,-0.994
7906,Shaun Cassidy,0.5795
7907,Shawn Colvin,-0.05485
7908,Shawn Michaels,0.8953
7909,Shawn Mullins,0.835875
7910,She Moves,0.9914
7911,Shed Seven,0.427266667
7912,Shedaisy,0.9746
7913,Sheena Easton,0.553842857
7914,Sheil John,0.3841
7915,Sheila B. Devotion,-0.176333333
7916,Sheila E.,0.9843
7917,Shell And The Ocean,0.7939
7918,Sheller William,-0.4767
7919,Shelley Pete,0.706133333
7920,Shelter,-0.08576
7921,Shenandoah,0.026433333
7922,Shepard Vonda,0.333228571
7923,Sherbet,0.5204
7924,Sherman Allan,0.4597
7925,Sherman Bobby,0.3343
7926,Sherman Richard M,0.75776
7927,Sherri Austin,0.9767
7928,Sheryl Crow,0.40803125
7929,Shi,0.06825
7930,Shine Sam,0.9549
7931,Shirley,0.8565
7932,Shock Therapy,-0.9726
7933,Shocking Blue,0.537984615
7934,Shocking Blues,0.9496
7935,Shoes For Paul,0.478075
7936,Shonen Knife,#N/A
7937,Shooting Gallery,-0.1581
7939,Show Hell-bound Blo,0.1614
7940,Show Me Heaven,0.9517
7941,Showaddywaddy,0.81319
7943,Shriekback,0.9738
7944,Shroud,0.4588
7945,Shudder To Think,0.211752941
7946,Shultz,-0.18952
7947,Shurikn,-0.665544444
7948,Shy,-0.9136
7950,Sibel Bilgi&#231;,#N/A
7951,Sibelalas,0.4404
7952,Siberry Jane,0.39227931
7953,Side A,0.9353
7954,Sidesplittaz,-0.2321
7955,Sie Weinte Wirklich,-0.9761
7956,Siebenb&#252;rgen,-0.520625
7957,Siebenburgen,-0.547973333
7958,Siegel And Jary,-0.8741
7959,Sieges Even,-0.076325
7960,Sigh,-0.728522727
7961,Sigman Carl,0.89545
7962,Signs Of Darkness,-0.367933333
7963,Sigue Sigue Sputnik,0.252276923
7964,Sigur Ros,#N/A
7965,Silage,0.343992308
7966,Silence 4,-0.081972727
7967,Silence4,-0.064072727
7968,Silent Circle,-0.325833333
7969,Silent Scream,-0.8658
7970,Silent Stream Of Godless Elegy,-0.272844444
7971,Silicon Dream,0.18676
7972,Siljie,0.9823
7973,Silk,0.4588
7974,Silke Bischoff,0.00735
7975,Silke Hauck,-0.912122222
7976,Silkk The Shocker,0.020195
7977,Silly,-0.913583333
7978,Silly Wizard,0.570485714
7979,Silva N&#233;lson,#N/A
7980,Silver Convection,-0.26305
7981,Silver Pozzoli,0.9841
7982,Silver Sun,0.14255
7983,Silverchair,-0.103689394
7984,Silverstein,-0.083355556
7985,Silvyo Rodriguez,-0.9753
7986,Simmonds Stephen,-0.4011
7987,Simmons Richard,0.8957
7988,Simmy.deluxe,-0.9597
7989,Simon & Garfunkel,0.38385
7990,Simon And Garfunkel,0.446103571
7991,Simon And Hoske,#N/A
7992,Simon Butterfly,-0.8811
7993,Simon Carly,0.47165625
7994,Simon Garfunkel,0.01665
7995,Simon Paul,-0.492166667
7996,Simone,0.9105
7997,Simone Nina,0.9668
7998,Simonia,-0.38962
7999,Simple,0.963
8000,Simple Minds,0.300312727
8001,Simple Plan,-0.444635714
8002,Simplemischief,0.8576
8003,Simplicity,0.995
8004,Simply Red,0.37079863
8005,Simply Twisted,-0.8634
8006,Simpson Martin,0.7566
8007,Simpsons,-0.9972
8008,Sina,-0.765
8009,Sinatra Frank,0.662765714
8010,Sinatra Nancy,0.94485
8011,Sinatras Revenge,#N/A
8012,Sinead Oconner,0.3194
8013,Sinead Oconnor,0.36652381
8014,Sinead O'connor,0.3194
8015,Sinergy,0.027983333
8016,Single Gun Theory,-0.6767
8017,Siniestro Total,0.0836
8018,Sinister,-0.612963889
8019,Sinitta,0.9531
8020,Sinthiya Inne,#N/A
8021,Siouxsie And The Banshees,0.034792308
8022,Sir Mixalot,0.7707
8023,Sir Normen Foster,#N/A
8024,Sirrah,-0.173446667
8025,Sisqo,0.812988235
8026,Sissel,0.9584
8027,Sister 2 Sister,0.9678
8028,Sister Act,0.89935
8029,Sister Double Happiness,-0.210145455
8030,Sister Hazel,0.203178947
8031,Sister Seven,-0.0129
8032,Sister Sledge,0.549
8033,Sister Soleil,0.183985714
8034,Sisters of Mercy,0.043591304
8035,Siti Norhaliza,-0.05435
8036,Siw Inger,-0.885866667
8037,Siw Malmkvist,-0.6136
8038,Six Ball,0.284241667
8039,Six Feet Under,-0.58525
8040,Six Pence None The Richer,0.9612
8041,Sixpence Non The Richer,0.9565
8042,Sixpence None The Richer,0.354288462
8043,Siyoue,-0.9136
8044,Size 14,0.212416667
8045,Size Roni,0.8379
8046,Skaggs,0.95765
8047,Skaggs Ricky,0.5406
8048,Skank,-0.072083333
8049,Skankin Pickle,0.0716
8050,Skatistics,0.0737
8051,Skee Lo,0.9961
8052,Skee-lo,0.9942
8053,Skellern Peter,0.5758
8054,Skepticism,0.242066667
8055,Skid Row,0.33005
8056,Skillet,0.22282
8057,Skin,0.316893333
8058,Skinner And Baddiel And The Lightning Seeds,0.0258
8059,Skinny Bohemians,-0.9551
8060,Skinny Puppy,-0.559928
8061,Skunk Anansie,-0.115985135
8062,Skunk Anasie,0.00455
8063,Skwastyka,#N/A
8064,Sky,0.9864
8065,Sky Amy,0.905925
8066,Skyclad,-0.168318966
8067,Skyforger,-0.41265
8068,Skylark,-0.451771429
8069,Skythrone,0.0288
8070,Slade,0.277053571
8071,Slank,-0.5562
8073,Slater David,0.9261
8074,Slaughter,0.371715625
8075,Slavko Avesik And Die Original Oberkrainer,-0.92952
8076,Slay Jordon,0.4404
8077,Slayer,-0.653540984
8078,Slean Sarah,0.3612
8079,Sleater Kinney,0.8541
8080,Sleater-kinney,0.10498
8081,Sledge Percy,0.9497
8082,Sleep,-0.5424
8083,Sleeper,0.278786957
8084,Slick Rick,-0.5789
8085,Slick Rick And Altheway Shay,0.20445
8086,Slide,-0.9024
8087,Slik,0.771933333
8088,Slingers,0.818433333
8089,Slipknot,-0.311688462
8090,Sloan,0.324190164
8091,Slobbi,#N/A
8092,Slobbi Der Tyrann,#N/A
8093,Sloppy Wrenchbody,0.441
8094,Slowdive,0.315893333
8095,Slugwrench,-0.020925
8097,Sly Fox,0.743
8098,Sm Trax,0.296
8099,Small Faces,0.502577778
8100,Small Fred,0.292793333
8101,Smalltown Poets,0.26917
8102,Smash Mouth,0.3723
8103,Smashing Pumpkins,0.352082787
8104,Smashmouth,0.8764
8105,Smile,0.59065
8106,Smith And Bakken,0.9337
8107,Smith Bessie,0.38155
8108,Smith Craig,0.56498
8109,Smith George,-0.238422222
8110,Smith Kendra,0.19283
8111,Smith Michael W,0.595692857
8112,Smith Patti,0.9425
8113,Smith Rex,0.9417
8114,Smith Will,0.9214
8115,Smithereens,0.26695
8116,Smiths,0.076478846
8117,Smokey,0.07175
8118,Smokey Robinson,-0.9863
8119,Smokie,0.449815385
8120,Smokin Armadillos,0.9828
8121,Smolar Adi,-0.7306
8122,Smyth Patty,0.2808
8123,Snack,#N/A
8124,Snakepit,-0.510633333
8125,Snap,0.9715
8126,Snapperhedz,0.8271
8127,Sneaker Pimps,-0.41545
8128,Snider Todd,-0.310566667
8129,Snoop Dogg,-0.042345161
8130,Snoopy,0.6755
8131,Snot,-0.8138625
8132,Snow,-0.13515
8133,Snow Phoebe,0.12008
8134,Snow Tom,0.9317
8135,Snowball Johnny,0.9667
8136,Snowmen,0.05815
8138,Snug,-0.151527273
8139,So Pra Contrariar,0.1655
8140,So What,0.2078
8141,Sobule Jill,0.743845455
8142,Social Distortion,0.45505
8143,Sockeye,0.9274
8144,Soda Stereo,-0.594033333
8145,Sodom,-0.410963158
8146,Sods,0.7845
8147,Soft Boys,0.071304348
8148,Soft Cell,0.28945
8149,Soho,-0.7003
8150,Soil,0.049872727
8151,Solefald,0.600733333
8152,Soleil Sister,-0.2423
8153,Solid Harmonie,0.735655556
8154,Solid Harmony,0.77124
8155,Solitude,-0.1469
8156,Solitude Aeturnus,-0.021566667
8157,Solo Mano,-0.218325
8158,Solo Sal,0.63375
8159,Solstice,-0.342207692
8160,Soluna,0.770266667
8161,Somebodys Playing,-0.9212
8162,Someday,0.8907
8163,Somerville Jimmy,0.6671
8164,Something Corporate,0.020781818
8165,Something You Should Know,-0.3887
8166,Sommers Joanie,0.8625
8167,Sommerwind,-0.8316
8168,Son By Four,0.397632143
8169,Son Volt,-0.2077
8170,Sonata Betharia,#N/A
8171,Song Der Maria Magdalena (jesus Christ Superstar),0.9268
8172,Song Harvest,-0.9678
8173,Sonia,0.05
8174,Sonic Youth,0.7929
8175,Sonichrome,0.72521
8176,Sonique,0.9597
8177,Sonja Iris 2 Scharfen Brandauml;uten,-0.6688
8178,"Sonja, Iris and Zwei Scharfe Brandauml;ute",-0.6688
8179,Sonny And Cher,0.53045
8180,Sonora Matancera,-0.7003
8181,Sons Of The Pioneers,0.16735
8182,Sonya,0.9823
8183,Sopa De Cabra,-0.583366667
8184,Sophia George,-0.7003
8185,Sophie B Hawkins,0.9961
8186,Sophie B. Hawkins,0.567175
8187,Sopor Aeternus,-0.5286
8188,Soraya,0.35148
8189,Sorensen Ole Soe,0.8815
8190,Sorhin,-0.38352
8191,Sorrow,-0.188416667
8192,Sorrowful God,-0.556175
8193,Sort Sol,0.193522222
8194,Sos,0.176511111
8195,Soul 4 Real,0.9531
8196,Soul Asylum,0.407325
8197,Soul Attorneys,-0.2846
8198,Soul Coughing,0.084935135
8199,Soul Ii Soul,0.6263
8200,Soul Saver,0.5714
8201,Soulfly,-0.262346154
8202,Soulful Dynamics,0.696766667
8203,Souls At Zero,-0.467327273
8204,Soulsister,0.304666667
8205,Soulwax,-0.234404762
8206,Sound Unlimited,0.9483
8207,Soundations,0.8906
8208,Soundgarden,-0.012701786
8209,Soundshine,0.046046154
8210,Soundtrack,0.48105
8211,Source,-0.8148
8212,Sousa Beans,0.8856
8213,South Border,#N/A
8214,South Sixty Five,0.36805
8215,Southern Sons,0.5194
8216,Southpark,-0.77085
8217,Southpark (eric Cartman),-0.9978
8218,Southside Johnny,0.9781
8219,Sowhat'!,-0.01705
8220,Space,0.19239
8221,Space Ghost,0.199159259
8222,Space Hog,0.9251
8223,Space Junkies,-0.7579
8224,Space Monkeys,0.4378
8225,Space Spiders,0.9719
8226,Spacehog,0.460772727
8227,Spackdalomeus,#N/A
8228,Spagna,0.9669
8229,Spain,0.401833333
8230,Spandau Ballet,0.91125
8231,Spandau Bellet,0.09064
8232,Spanish Fly,0.9576
8233,Spargo,0.456525
8234,Sparkle,0.9186
8235,Sparkle Feat. R.kelly,-0.9413
8236,Sparklehorse,-0.7783
8237,Sparks,0.761917391
8238,Spax,-0.9948
8239,Spear Of Destiny,0.8772
8240,Specials,-0.5876
8241,Speelwark,#N/A
8242,Spektacool&#228;r,-0.9926
8243,Spektacoolandauml;r,-0.956633333
8244,Spelman Lucien,0.37645
8245,Spencer Davis Group,0.09365
8246,Spencer Jeremy,0.545383333
8247,Spencer Tracie,0.3449
8248,Spencerdavis Group,0.891
8249,Spezializtz,-0.995033333
8250,Spice Girls,0.556214286
8251,Spice-1,-0.9886
8252,Spider Murphy Gang,-0.62355
8253,Spiderbait,0.9163
8254,Spike,0.9976
8255,Spin Doctors,0.37096
8256,Spina Bifida,-0.405483333
8257,Spinal Tap,0.0931375
8258,Spineshank,-0.386307143
8259,Spingsteen Bruce,-0.9425
8260,Spirit,0.2402
8261,Spirit Of The West,0.185144186
8262,Spiritual,0.6705
8263,Spiritual Beggars,0.155369231
8264,Spiritual Zoo,-0.5609
8265,Spiritualized,0.11690625
8266,Spiritual-sandauml;nger Aus Aller Welt,#N/A
8267,Spitting Image,0.3142
8268,Spitz,-0.924
8269,Spitzer Express,-0.9299
8270,Splash,0.612753846
8271,Spliff,-0.86615
8272,Splinter,-0.029077778
8273,Spock,0.073931818
8274,Spocks Beard,0.12
8275,Sponge,0.113591667
8276,Spontaneous Putty,-0.9097
8277,Spooks,-0.8782
8278,Spoon,0.22781
8279,Spoons,0.4406875
8281,Spread Eagle,-0.9389
8282,Springfield Dusty,0.247366667
8283,Springfield Rick,0.458493333
8284,Springsteen Bruce,-0.139333333
8285,Sprung Monkey,0.08006
8286,Sqeezer,0.9895
8287,Squad Five-0,-0.143475
8288,Squeeze,0.637676471
8289,Squirrel Nut Zippers,0.21555
8290,Sr-71,-0.097245455
8291,St. James Rebecca,0.706188679
8292,St. Lunatics,0.58735
8293,Stabbing Westward,-0.276481395
8294,Stabilo Boss,0.9656
8295,Stacie Orrico,0.52273
8296,Stacy Lattisaw,0.8979
8297,Stacy Q.,0.8205
8298,Stage Dolls,0.3359
8299,Staind,-0.239903846
8300,Staines Bill,0.681925
8301,Stakka Bo,0.91005
8303,Stampley Joe,0.9291
8304,Stan Bush,0.9917
8305,Stan Oliver,-0.8316
8306,Stan Ridgeway,-0.2346
8307,Stan Ridgway,-0.4141
8308,Stani And Zacharias,-0.8316
8309,Stankas T Bone,0.9979
8310,Stanley Stupid,0.3365
8311,Stansfield Lisa,0.294833333
8312,Staouml;rkraft,#N/A
8313,Staphan Sulke,-0.4692
8314,Starkweather,-0.815233333
8315,Starlight Express,0.276125
8316,Starmania,-0.3954
8317,Starr Edwin,0.9945
8318,Starr Garrison,0.088977778
8319,Starr Ringo,0.6393125
8320,Stars On 54,0.9903
8321,Starship,0.41703
8322,Starting Line,-0.09674
8323,State Of Alert,-0.9612
8324,State Of Being,-0.378133333
8325,Statement Of Pride,0.9745
8326,Static-x,-0.285636364
8327,Status Quo,0.518597403
8328,Staus Quo,0.377805263
8329,Stavanger Ensemblet,0.9222
8330,St-clair Martine,#N/A
8331,Steel Pole Bath Tub,-0.383842857
8332,Steele Bill,-0.2343
8333,Steeleye Span,0.194184211
8334,Steelheart,0.228190909
8335,Steely Dan,0.414047826
8336,Stefan Oberhoff,-0.9841
8337,Stefan Raab,-0.230416667
8338,Stefan tintin Duffy,0.9941
8339,Stefan Waggershausen,-0.25032
8340,Stefanie Hertel,-0.694628571
8341,Steffi - Jenny,-0.9353
8342,Stehlen Meinen Sonnenschein,-0.8223
8343,Steinbaecker Gert,-0.9823
8344,Steinwolke,-0.9838
8345,Stella Getz,0.9786
8346,Stella Soleil,0.526
8347,Stephan And Dani,-0.9569
8348,Stephan Remmler,-0.763875
8349,Stephanie,-0.9094
8350,Stephe Allen,0.9831
8351,Stephen Folkers,#N/A
8352,Steppenwolf,0.2097
8353,Steps,0.635707895
8354,Sterelab,-0.20105
8355,Stereo Mcs,-0.9938
8356,Stereolab,0.068444444
8357,Stereophnics,-0.7003
8358,Stereophonics,0.225338182
8359,Stern Howard,-0.2349
8360,Steve And Co,-0.5994
8361,Steve Arrington,0.9848
8362,Steve Earle,0.4791
8363,Steve Harley,-0.4019
8364,Steve Miller,0.929533333
8365,Steve Miller Band,0.445154545
8366,Steve Perry,0.700066667
8367,Steve Vai,0.814233333
8368,Steve Winwood,0.55702
8369,Steven Curtis Chapman,0.488508333
8370,Stevens Cat,0.7225
8371,Stevens Ray,0.199766667
8372,Stevie B.,-0.5465
8373,Stevie Nicks,0.334068966
8374,Stevie Ray Vaughan,0.3479375
8375,Stevie Winwood,0.8877
8376,Stevie Wonder,0.592527119
8377,Stewart Al,-0.1027
8378,Stewart Rod,0.592292857
8379,Stewart Tony,0.145080952
8380,Sticker,-0.8911
8381,Stiff Little Fingers,0.179433333
8382,Stigers Curtis,0.352728571
8383,Stigmata,0.7901
8384,Stiller Has,-0.49246
8385,Stilles Chaos,-0.9898
8386,Stills Stephen,0.240180952
8387,Stills Young Band,0.307733333
8388,Stiltskin,-0.4955
8389,Sting,0.049571154
8390,Sting & Police,0.076717647
8391,Sting And Aswad,0.0665
8392,Sting And The Police,0.9596
8393,"Sting, Rod Steward And Brian Adams",0.9908
8394,Stinky,#N/A
8395,Stiv Bators,-0.031133333
8396,Stoa,-0.636
8397,Stoakogler Trio,0.9867
8398,Stoatmakker,-0.230561538
8399,Stockton Shane,0.9451
8400,Stockwood Kim,0.9282
8401,Stompin Tom,0.315795
8402,Stomy Bugsy,0.593
8403,Stone And Stone,0.2946
8404,Stone Rain,-0.35445
8405,Stone Roses,0.7003
8406,Stone Sour,-0.300833333
8407,Stone Temple Pilots,0.10600678
8408,Stonecircle,0.619816667
8409,Stoned,-0.0961
8410,Stoned Raiders,0.4404
8411,Stonehenge,-0.088041667
8412,Stoney Phizz,0.82785
8413,Stooges,-0.8741
8414,Stories,0.9303
8415,Storm,0.365405556
8416,Stormtroopers Of Death,-0.099764286
8417,Stormwitch,-0.3834375
8418,Story,0.375036364
8419,Stout Earl,0.298266667
8420,Str&#246;mstedt Niklas,#N/A
8421,Stradlin Izzy,0.5947
8422,Straight Edge,-0.22584
8423,Straisand Barbara,0.8555
8424,Strait George,0.8965
8425,Strange,-0.1847
8426,Strange Advance,-0.5719
8427,Strangelove,-0.255205882
8428,Stranglers,0.459817241
8429,Strapping Young Lad,-0.01768
8430,Stratovarius,-0.022773077
8431,Strauaszlig;,-0.9775
8432,Strawberry Alarmclocks,-0.362625
8433,Strawbs,0.5221
8434,Stray Cats,0.198590909
8435,Streeter Shelly,0.198266667
8436,Streets,0.95025
8437,Streets Of Fire,-0.006
8438,Streisand Barbara,0.8702
8439,Streisand Barbra,0.674705556
8440,Stretch,-0.594
8441,Stricki,#N/A
8442,Strife,-0.2065
8443,Stroke 9,-0.19103125
8444,Strokes,0.07277
8445,Strung Out,0.21695
