id,title,avg_comp_score
2211,Deburgh Chris,0.379175
2212,Deceased,-0.934454545
2213,Dechant Anne E,0.397077778
2214,Deconstruction,-0.2023
2215,Dee C. Lee,0.9615
2216,Dee D. Jackson,-0.0099
2217,Deee-lite,0.519205882
2218,Deep Blue Something,0.334255556
2219,Deep End,-0.0458
2220,Deep Purple,0.030258462
2221,Deep Silence,-0.739577778
2222,Deepsix,0.066
2223,Deeva,-0.6759
2224,Def Lepard,0.386672727
2225,Def Leppard,0.315624219
2226,Defari,0.049322222
2227,Default,-0.38342
2228,Defecation,-0.36955
2229,Def-gab-c,#N/A
2230,Deftones,-0.054698214
2231,Degenhard Franz-josef,-0.9908
2232,Dehmel And Grothe,-0.7527
2233,Deicide,-0.668702857
2234,Deine Lakaien,0.080310714
2235,Deine Lakeien,0.9682
2236,Deinonychus,-0.8722
2237,Del Amitri,0.104119231
2238,Del Shannon,-0.31295
2239,Delaney And Bonnie And Friends,0.9958
2240,Delange Ilse,0.475821429
2241,Delegation,0.0918
2242,Delerium,-0.4919
2243,Delfins,0.06474
2244,Delgadillo Fernando,-0.511969231
2245,Delia Erin,0.860533333
2246,Delillos,0.547933333
2247,Delinquent Habits,-0.6124
2248,Delirious,0.864114286
2249,Delirious',0.768417647
2250,Deliverance,-0.160126316
2251,Deloris And The Sisters,0.6369
2252,Delta Goodrem,0.170123077
2253,Delyle Lucienne,-0.7003
2254,Demartino Michael,0.024783333
2255,Dement Iris,0.5464
2256,Demian Lars,#N/A
2257,Demis Roussos,-0.84706
2258,Demolition 23,-0.371855556
2259,Demon,0.21395
2260,Den Doofen,#N/A
2261,Den Gale Pose,0.8388
2262,Den Harrow,0.834416667
2263,Denice Williams,0.9773
2264,Denis Leary,0.9662
2265,Denise And Jauuml;rgen Renfordt,-0.7059
2266,Denise Lasalle,0.9623
2267,Dennie Christian,-0.9836
2268,Dennis Cathy,0.46289
2269,Dennis Wilson,0.766981818
2270,Denny Sandy,0.274953846
2271,Denson Al,0.035728571
2272,Denver John,0.5611
2273,Depeche Mode,0.281440288
2274,Depeche Mode   Rammstein,#N/A
2275,Der Kongress Tanzt,-0.8841
2276,Der Plan,-0.5994
2277,Der Rote Faden,-0.9822
2278,Der Tobi Und Das Bo,-0.993
2279,Der Wolf,-0.9917
2280,Derek And The Dominoes,0.9325
2281,Derek And The Dominos,0.55135
2283,Deryl Dodd,0.261622222
2284,Descendents,0.05224186
2285,Deshannon Jackie,0.9961
2286,Desmond Decker,0.765
2287,Desperado Clan,-0.97865
2288,Desree,0.5979
2289,Destenys Child,0.9514
2290,Destinys Child,0.415689286
2291,Destinys Child Featuring Timberland,0.7339
2292,Destinys Child Featuring Wyclef Jean,0.8859
2293,Destroy,-0.514085714
2294,Deth,-0.3612
2295,Detritus,-0.77208
2296,Detroit Marcella,0.085759091
2297,Deus,0.114846154
2298,Deutsche Nationalhymne (alt),-0.7243
2299,Device,-0.8253
2300,Deville Willy,0.9876
2301,Devo,0.172711111
2302,Devol,0.8225
2303,Devon,-0.15769
2304,Devotion,0.305475
2305,Dewa 19,#N/A
2306,Dexter Freebish,0.101552
2307,Dexys Midnight Runners,-0.3818
2308,Deyoung Dennis,-0.3529
2309,D-generation X,0.9284
2310,Di Cataldo Massimo,-0.322331034
2311,Di Leva Thomas,0.57215
2312,Diab Amr,0.9984
2313,Diabolical Masquerade,-0.64385
2314,Diabolos Rising,-0.422270588
2315,Diamond Neil,0.8915
2316,Diamond Rio,0.496083019
2317,Diana King,0.48785
2318,Diana Krall,0.615338636
2319,Diana Ross,0.610090909
2320,Diana Ross And Lionel Richie,0.9491
2321,Diana Ross And Lionell Richie,0.959
2322,Diaz David,-0.2726
2323,Dicataldo Massimo,-0.5574
2324,Dick Dietrick And The Nightstandards,0.4389
2325,Dick Lee,0.9543
2326,Dickies,0.294133333
2327,Dickinson Bruce,-0.006718182
2328,Dicks And Balls,#N/A
2329,Didi And Abc Boys,-0.828733333
2330,Didi Robinson,-0.9524
2331,Didjits,-0.0258
2332,Dido,0.469433333
2333,Die 3 Colonias,-0.9761
2334,Die 3 Tiroler,#N/A
2335,Die 3 Zwidern,-0.296
2336,Die 3. Generation,-0.90868
2337,Die 4 Apostel,#N/A
2338,Die Abkassierer,-0.8825
2339,Die Aerzte,-0.788053731
2340,Die Allianz,-0.5655
2341,Die Alpenflamingos,-0.9912
2342,Die Alpenrammler,-0.891
2343,Die andauml;rzte,-0.788483333
2344,Die andauml;rzte and Alice,-0.8228
2345,Die andauml;tzte,-0.7762
2346,Die Angefahrenen Schulkinder,-0.8316
2347,Die Apokalyptischen Reiten,-0.199186364
2348,Die Bambies,-0.5994
2349,Die Band Ohne Namen,-0.5655
2350,Die Bayrischen 7,-0.9618
2351,Die Besten,-0.9663
2352,Die Blaouml;den,-0.5994
2353,Die Blauen Engel,#N/A
2354,Die Borussia-fans Aus Maouml;nchengladbach,-0.8316
2355,Die Buben,-0.9761
2356,Die Daouml;delhaie,-0.9276
2357,Die Deppatn,#N/A
2358,Die Deutsche Fuaszlig;ball Nationalmannschaft 1974,-0.7405
2359,Die Doofen,-0.67678
2360,Die Doraus And Die Marinas,-0.9761
2361,Die Einheimischen,-0.8316
2362,Die Emsperlen,0.9246
2363,Die Fantastischen Vier,-0.955239286
2364,Die Fantastischen Vier (fanta 4),-0.949425
2365,Die Firma,-0.730825
2366,Die Flippers,-0.870315686
2367,Die Frankencasanovas,-0.93915
2368,Die Frauuml;chtchen,-0.6545
2369,Die Gaouml;tter,-0.9708
2370,Die Gerd Show,-0.9932
2371,Die Glaszwerge,-0.2593
2372,Die Goldene 4,-0.8672
2373,Die Goldene 5,-0.816
2374,Die Heidesandauml;nger,-0.9136
2375,Die Jaa&#180;s,#N/A
2376,Die Jacklinger Buam,-0.9761
2377,Die Jungen Klostertaler,-0.9834
2378,Die Kaiserlich Baouml;hmischen,-0.927
2379,Die Kassierer,-0.965166667
2380,Die Kellox,0.765
2381,Die Konkurrenz,-0.5994
2382,Die Kreuzen,-0.081866667
2383,Die Krupps,-0.309761905
2385,Die Minstrels,#N/A
2386,Die Multi 4,0.296
2387,Die Optimisten,-0.920633333
2388,Die Original Deutschmacher,-0.9136
2389,Die Padauer,-0.913666667
2390,Die Piddlers,-0.9661
2391,Die Prinzen,-0.828906897
2392,Die Ranchers,-0.9485
2393,Die Schlauuml;mpfe,-0.7312
2394,Die Schr&#246;ders,-0.5994
2395,Die Schraouml;ders,-0.846466667
2396,Die Schroeders,-0.9712
2397,Die Schweigende Mehrheit,-0.9823
2398,Die Singenden Wanderer,-0.9508
2399,Die Spessarter,-0.7269
2400,Die Steintaler Mit Bettina,-0.8316
2401,Die Sterne,-0.939486667
2402,Die Strandungs,-0.9136
2403,Die Tollen 4ia,#N/A
2404,Die Toten Hosen,-0.779679487
2405,Die Verbannten Kinder Evas,-0.073561538
2406,Die Vision,0.3365125
2407,Die Wahren Bosse,-0.9977
2408,Die Waouml;lfe - Hard Rock Aus aouml;sterreich,-0.729975
2409,Die Wildecker Herzbuben,-0.80870625
2410,Die Wilderer,-0.9732
2411,Die Zillertaler,-0.7269
2412,Die Zusamm-rottung,-0.97805
2413,Diesel,0.87324
2414,Diesel Boy,0.500629412
2415,Diesel Johnny,0.96545
2416,Dieter And Dino,-0.9941
2417,Dieter Annon,-0.9615
2418,Dieter Hallervorden,-0.9668
2419,Dieter Hallervorden And Helga Fedderson,0.6072
2420,Dieter Krebs And Gundula,-0.9801
2421,Dieter Thomas Kuhn,-0.92968
2422,Dieter Zurwehme,-0.865
2423,Diffie Joe,0.37179
2424,Difranco Ani,0.337032609
2425,Dig It,-0.9538
2426,Diggs Joey,0.5719
2427,Digital Sandwich,0.82145
2428,Dik Dik,0.0516
2429,Dilated Peoples,0.000894118
2430,Dilba,0.47915
2431,Dildo Warheads,0.311333333
2432,Dillinger,0.8796
2433,Dillistone Ted,0.8484
2434,Dillon Fence,0.4993
2435,Dime Store Prophets,0.175083333
2436,Dimitri And His Sexmachines,#N/A
2437,Dimmu Borgir,-0.392773333
2438,Dinerman Annie,0.9786
2439,Dingler Cookie,0.1779
2440,Diniego,0.2023
2441,Dinner For One,0.9992
2442,Dinning Mark,0.8796
2443,Dinosaur Jr,0.9384
2444,Dinosaur Jr.,-0.071961702
2445,Dinucci Dion,0.9683
2446,Dio,-0.074404286
2447,Dion,0.613714286
2448,Dion And The Belmonts,0.9074
2449,Dion Celine,0.491369048
2450,Dionne And Friends,0.9698
2451,Dionne Warwick,0.9855
2452,Dire Straits,0.237278689
2453,Dirk Busch,-0.8466
2454,Dirk Wiedemann,#N/A
2455,Dirk Wiedemann Feat. The aouml; La Palaouml;ma Boys,#N/A
2456,Dirty Dancing,0.9976
2457,Dirty Vegas,0.06344
2458,Disappear Fear,0.52735625
2459,Dischange,-0.542714286
2460,Dischord,0.8555
2461,Disco Tex And His Sex O Letters,0.25
2462,Disembowelment,-0.383655556
2463,Disharmonic Orchestra,-0.167845714
2464,Dishwalla,0.155457576
2465,Disincarnate,-0.730977778
2466,Dismal Euphony,-0.377017647
2467,Dismember,-0.717255814
2468,Disney Cast,0.9839
2469,Disneyland Paris,0.994
2470,Disposable Heroes Of Hiphoprisy,-0.5376
2471,Dissection,-0.5425
2472,Disturbed,-0.336556522
2473,Dive,0.07925
2474,Divina Enema,-0.73419
2475,Divine,0.93705
2476,Divine Comedy,0.153198333
2477,Divinyls,0.744177778
2478,Dixie Chicks,0.508405556
2479,Dixon Ward,0.13376
2480,Dizzy Mans Band,0.98465
2481,Dj aouml;tzi,-0.9112
2482,Dj Ataguck,-0.8466
2483,Dj Bobo,0.5233875
2484,Dj Fofo Kainz Feat. Dj Headnut Mark,-0.9352
2486,Dj Matrix,0.5486
2487,Dj Nico,0.9199
2488,Dj Ravebass,0.388933333
2489,Dj Titi,#N/A
2490,"Dj Tomekk, Afrob",-0.9652
2491,Dj Trader,0.8089
2492,Dj Visage,#N/A
2493,Djavan,0.396786667
2494,Djedis Peons,-0.191828571
2495,Dlr Band,0.9572
2496,Dmx,-0.287984615
2497,Dnh,0.555014286
2498,Do or Die,-0.005807692
2499,Do Re Mi,-0.2716
2500,Doane Melanie,0.118409091
2501,Doc Gyn&#233;co,0.5256
2502,Doedens Tanklock,-0.39874
2503,Doerksen Brian,-0.0698
2504,Dog Eat Dog,0.083157143
2505,Dogs Damour,0.292621053
2506,Dogs Eye View,0.02735
2507,Dogwood,0.8881
2508,Doidivanas,-0.39055
2509,Dokken,-0.50538
2510,Dokken Don,0.589328571
2511,Dolby Thomas,#N/A
2512,Doll Hix And Olias,-0.636
2513,Doll Schwenn And Gaze,-0.7243
2514,Dollar,-0.7605
2515,Dolls United,-0.9575
2516,Dolly,-0.237116667
2517,Dolly Dots,0.9743
2518,Dolly Parton,0.644158
2519,Dolomiten Sextett,-0.53825
2520,Dolores Ling,-0.8316
2521,Domain,-0.8519
2522,Domingo Placido,0.944
2523,Dominik Marx,0.9944
2524,Domino Fats,0.4746
2525,Dominoe,0.7406
2526,Don Fardon,0.7574
2527,Don Henley,0.123326531
2528,Don Huonot,-0.57001
2529,Don Johnson,0.521266667
2530,Don Mc Lean,0.8341
2531,Don Mclean,0.029775
2532,Don Williams,0.7537
2533,Donato Y Estefano,-0.8979
2534,Donell Jones,0.8988
2535,Donna Allan,0.9866
2536,Donna Lewis,0.95545
2537,Donna Summer,0.564305556
2538,Donnervouk,-0.8611
2539,Donny And Marie Osmond,0.6007
2540,Donny Osmond,-0.8921
2541,Donovan,0.448704124
2542,Donuts,-0.6854
2543,Doobie Brothers,0.326236538
2544,Dope,-0.489425
2545,Doppelkopf,-0.9841
2546,Dorau Andreas,-0.67892
2547,Doris D. And The Pins,0.69795
2548,Doris Day,0.863366667
2549,Dorman Harold,0.9522
2550,Doro,0.289267742
2551,Doro And Warlock,-0.518525
2552,Doro Und Warlock,#N/A
2553,Doro W.,0.9756
2554,Dorsey Jimmy,0.9877
2555,Dorthe,-0.8316
2556,Dorthe Kollo,-0.3151
2557,Dothe Kollo,-0.9485
2558,Double,-0.1941
2559,Double Blue,-0.51405
2560,Double You,0.715161538
2561,Doug Anthony All Stars,0.283105
2562,Douglas Jim,0.4429
2563,Dove Ronnie,0.93935
2564,Dove Shack,0.4095
2565,Dover,-0.258244444
2566,Dovetail Joint,0.30118
2567,Dow Elen,0.9933
2568,Down,-0.886
2569,Down Low,-0.6447
2570,Down Low Feat. Lamazz,0.9898
2571,Download,0.2732
2572,Dr Bombay,0.95385
2573,Dr Dre,-0.0593625
2574,Dr. Alban,0.2075
2575,Dr. Bombay,0.9323
2576,Dr. Dre,0.0105
2578,Dr. Dre And Ll Cool J,-0.681
2580,Dr. Feelgood,-0.8126
2581,Dr. Hook,0.263
2582,Dr. John,0.5777
2583,Dr. Kurt Ostbahn,-0.7719
2584,Dr. Octagon,-0.735
2585,Dr. Schiwago,0.9877
2586,Dr. Seuss,0.96195
2587,Dr. Sin,-0.147427273
2588,Dr. Sohmer,-0.9636
2589,Dr. Vet. Mauuml;ller Reh,-0.9836
2590,Draffi Cramer,-0.8316
2591,Drafi Deutscher,-0.336330769
2592,Drama,-0.4874
2593,Dramarama,-0.987
2594,Dramatis,0.127028571
2595,Dream,0.437229412
2596,Dream Academy,-0.9625
2597,Dream Death,-0.78665
2598,Dream Street,0.56834375
2599,Dream Theater,0.044679268
2600,Dreaming Toy,-0.0629
2601,Dreams Of Sanity,-0.4506
2602,Drei Reigen,-0.8439
2603,Dri,-0.358966667
2604,Drifters,0.8994
2605,Drill,0.875
2606,Dritte Wahl,-0.31405
2607,Drive Like Jehu,-0.1503
2608,Drivin N Cryin,0.38785
2609,Droge Pete,0.406145455
2610,Dromhus,0.34
2611,Drowning Pool,-0.3873
2612,Drs. P,-0.967
2613,Dru Hill,0.56631875
2614,Drugstore,0.202906383
2615,Drupi,-0.7003
2616,Dschinghes Khan,-0.9584
2617,Dschinghis Kahn,-0.7269
2618,Dschinghis Khan,-0.940458824
2619,Dschingis Khan,-0.464983333
2620,Du Wichser,#N/A
2621,Dubaldo Marie Claire,0.07353
2622,Dube Lucky,0.9829
2623,Dubliners,0.98995
2624,Dubmatique,-0.36093
2625,Dubstar,0.329707407
2626,Dudas Zoltan,0.5229
2627,Dufault Luce,0.12616
2628,Duffy Stephen,0.693075
2629,Duguay Raoul,#N/A
2630,Duke Ellington,0.765
2631,Duke George,0.3612
2632,Dulac Maurice,#N/A
2633,Dulce Pontes,#N/A
2634,Dumais Nancy,0.143433333
2635,Duncan Sheik,0.557975
2636,Dune,0.5743
2637,Dungeon Family,0.55415
2638,Dunia And The Stable Boys,0.9274
2639,Dunja Rajter,-0.973633333
2640,Dunn Holly,0.564788889
2641,Dunnery Francis,0.1754
2642,Duo Bella Vista,-0.9785
2643,Duo Bellavista,-0.9723
2644,Duo California,#N/A
2645,Duo Herzklang,-0.969
2646,Duo Treibsand,-0.9661
2647,Duochrome,0.321575
2648,Dupri Jermaine,-0.17276
2649,Dur&#225;n Alejo,-0.402978571
2650,Duran And Duran,0.608
2651,Duran Duran,0.242638095
2652,Durutti Column,0.375780952
2653,Dusty Springfield,0.491788235
2654,Dutch,-0.9665
2655,Dutronc Jacques,0.8402
2656,Dweezel Zapper,-0.988
2657,Dwight Twilley Band,-0.4939
2658,Dyer Bennett Richard,0.8591
2659,Dylan Bob,-0.6627
2660,E,0.219368421
2661,E 17,0.9726
2662,E O Tchan,-0.8713
2663,E Rotic,0.981
2664,E.l.o.,0.8761
2665,E.y.c,0.7652
2666,E.y.c.,-0.9884
2667,Eager,-0.08136
2668,Eagle Eye Cherry,0.323686364
2669,Eagle-eye Cherry,-0.278266667
2670,Eagles,0.386355556
2671,Ear2000,-0.9949
2672,Earle Steve,-0.480225
2673,Earshot,-0.164463636
2674,Earth,0.9778
2675,Earth Wind & Fire,0.753318
2676,Earth Wind And Fire,0.9509
2677,"Earth, Wind And Fire",0.9426
2678,Eartha Kitt,-0.0308
2679,East 17,0.7782125
2680,East To West,0.97075
2681,Easton Sheena,0.547492857
2682,Easybeats,0.5809
2683,Eaton Chris,0.636058333
2684,Eav,-0.8332
2686,Ebn Ozn,-0.124825
2687,E-box,0.5204
2688,Ebtg,0.9038
2689,Echo & The Bunnymen,-0.13995
2690,Echo And The Bunnymen,0.636966667
2691,Echobelly,0.01057
2692,Echt,-0.831943333
2693,Econoline Crush,-0.1283875
2694,Eddie From Ohio,0.839
2695,Eddie John,0.9906
2696,Eddie Money,0.6369
2697,Eddie Murphy,0.9927
2698,Eddie Rabbitt And Crystal Gayle,0.9805
2699,Eddie Vitouch,-0.8741
2700,Eddy Grant,0.49652
2701,Eddy Huntington,0.7846
2702,Eddy Money,0.6369
2703,Edelweiaszlig;,0.9909
2704,Edelweiaszlig; Trio,-0.9159
2705,Edens Poets,0.8374
2706,Edgar Winter Group,0.9638
2707,Edge Graeme Band,0.657966667
2708,Edge Of Sanity,-0.669872727
2709,Edguy,0.025157895
2710,Edina Pop,-0.8122
2711,Edith Piaf,#N/A
2712,Edmunds Dave,0.849428571
2713,Ednas Goldfish,0.5619
2714,Ednaswap,0.1206
2715,Ednita Nazario,0.98725
2716,Edouardo,-0.577425
2717,Edsels,0.8979
2718,Edward Heyman,0.9337
2719,Edwards Tristan,0.9738
2720,Edwin Collins,-0.9426
2721,Edwin Hawkins,0.9946
2722,Edwin Mccain,0.326044118
2723,Edwin Mccain Band,0.375485714
2724,Edwin Starr,0.9968
2725,Edyta Gorniak,0.06015
2726,Eels,0.22595
2728,Efe Altingediz,-0.4215
2729,Effigy,-0.74428
2730,Eggstone,0.437766667
2731,Eggum Jan,0.136822222
2732,Egotrippi,-0.4215
2733,Eicher Stephan,-0.3527
2734,Eidsvag Bjorn,0.31065
2735,Eiffel 65,0.336371429
2736,Eigen Erika,0.9273
2737,Eikhard Shirley,0.0404
2738,Eimear Quinn,-0.0258
2739,Einherjer,-0.086366667
2740,Eins Zwo,-0.989333333
2741,Eins Zwo Feat. Das Bo 2000,-0.9964
2742,Eins Zwo Feat. Ferris Mc,-0.9975
2743,Eins Zwo Fest. Nico Suave,-0.9961
2744,Einstuerzende Neubauten,-0.375818182
2745,Eisregen,-0.962315789
2746,Ekamatra,#N/A
2747,Ekhymosis,-0.22515
2748,Ekv,-0.22775
2749,El General,0.9932
2750,El Gran Silencio,0.9512
2751,El Ltimo De La Fila,-0.35887
2752,El Pasador,#N/A
2753,El Peyote Asesino,-0.61636
2754,Elaine Paige And Barbara Dickson,0.9887
2755,Elakelaiset,-0.600066667
2756,Elastica,0.208167857
2757,Elbereth,-0.2958
2758,Eldkvarn,0.022
2759,Eldorados Sextett,-0.9892
2760,Eleanor Mcevoy,-0.9538
2761,Electribe 101,0.759466667
2762,Electric Boogie Man,0.836
2763,Electric Light Orchester,0.44208
2764,Electric Light Orchestra,0.287671845
2765,Electrix Enemy,0.9753
2766,Electronic,0.249578947
2767,Elefante,0.8791
2768,Elegant Machinery,-0.184636842
2769,Elegy,-0.438536842
2770,Elektric Music,0.513716667
2771,Element Of Crime,-0.682418182
2772,Elend,-0.710375862
2773,Elfi Graf,-0.96845
2774,Elia Antonella,#N/A
2775,Elio E Le Storie Tese,-0.499314286
2776,Elisa,0.7729
2777,Elisabeth (musical),-0.9136
2778,Elite,-0.4215
2779,Elite Trio,-0.9545
2780,Elke Best,-0.846566667
2781,Ella,#N/A
2782,Ella Baila Sola,-0.9726
2783,Ella Fitzgerald,0.585822
2784,Ellen,-0.9029
2785,Elliman Yvonne,0.9586
2786,Ellington Duke,0.5436125
2787,Elliot Missy,-0.984
2788,Elliot Sam,-0.9081
2789,Elliot Smith,-0.122178125
2790,Elliott Missy Misdemeanor,0.484283333
2791,Elliott Smith,-0.053572
2792,Ellis,0.9856
2793,Elmo And Patsy,0.7392
2794,Elo,-0.16625
2795,Eloy,-0.018261972
2796,Els Pets,-0.0382
2797,Elton John,0.316832519
2798,Elvin Bishop,-0.972
2799,Elvira,-0.6558
2800,Elvis,-0.6537
2801,Elvis Costello,0.303313725
2802,Elvis Hitler,-0.392877778
2803,Elvis Presley,0.555338793
2804,Elysian Fields,0.061038889
2805,Embrace,0.392235714
2806,Embracing,-0.097088889
2807,Emerson,0.9769
2808,"Emerson, Lake & Palmer",0.214294737
2809,Emilia,0.652745455
2810,Emily And Tom,-0.9721
2811,Eminem,-0.112087879
2812,Emma Bunton,0.764716667
2813,Emmylou Harris,0.4535
2814,Emperor,-0.232885714
2815,Empyrium,-0.386809091
2816,En Vogue,0.27606
2817,En Vouge,-0.0864
2818,Enchantment,0.809357143
2819,End,0.283585714
2820,End Of Green,-0.453822222
2821,End Zone,-0.381208333
2822,Endanger,0.00121
2823,Endpoint,-0.9674
2824,Enemy,-0.459
2825,Engelbert,0.1909
2826,Engenheiros Do Hawaii,-0.404684615
2827,England Dan And John Ford Coley,0.9932
2828,English Beat,-0.9788
2829,Enigma,0.176859091
2830,Enigma 4,0.07168
2831,Enlaved,-0.491028571
2832,Enrico Fischer (aouml;rni),0.9883
2833,Enrique Iglesias,-0.092657333
2834,Enriquez Jocelyn,0.23092
2835,Ens Cogitans,-0.026357143
2836,Enslaved,-0.306660606
2837,Enthroned,-0.495222727
2838,Entombed,-0.352540741
2839,Entwined,0.382675
2840,Enya,0.473286486
2841,Epidemic,-0.70985
2842,Eponine,-0.2003
2843,Eppu Normaali,-0.2875
2844,Equals,0.479
2845,Era,#N/A
2846,Eraseheads,#N/A
2847,Eraserheads,0.35425625
2848,Erasure,0.250639683
2849,Erfiubgeiurhguhriuhrefuiqerf,#N/A
2850,Eric B. & Rakim,-0.9816
2851,Eric Benet,0.746102439
2852,Eric Benet Feat. Faith Evans,0.601
2853,Eric Burton,0.971
2854,Eric Carmen,0.61567451
2855,Eric Clapton,0.310773626
2856,Eric Clapton And Tina Turner,0.9328
2857,Eric Claptone,-0.428
2858,Eric Idle,0.8468
2859,Eric Steward,0.7622
2860,Erik Silvester,-0.84202
2861,Erika Walldorf,#N/A
2862,Erkin Koray,#N/A
2863,Ernie Bieler,-0.80478
2864,Ernie Bieler And Rudi Hofstetter,-0.770066667
2865,Ernst Mosch,-0.8316
2866,Ernst Neger,-0.8316
2867,Eros Ramazzotti,-0.222811111
2868,Eros Ramazzotti (feat. Tina Turner),0.9706
2869,Eros Ramazzotti And Tina Turner,0.9752
2870,Erotic,0.9766
2871,E-rotic,0.590985
2872,Erste Allgemeine Verunsicherung,-0.913270968
2873,Eruption,0.035566667
2874,Erwin Halletz,-0.75825
2875,Erykah Badu,0.405997727
2876,Escape Club,-0.2088625
2877,Espen Lind,-0.2335
2878,Estefan Gloria,0.298146809
2879,Esther Ofraim,0.8689
2880,Esther Ofraim And Abi,-0.8574
2881,Esther Phillips,0.8176
2882,Eternal,0.575121739
2883,Eternal Afflict,-0.1247
2884,Eternal Dirge,0.2069125
2885,Eternal Tears Of Sorrow,0.050372222
2886,Eterne,-0.741854545
2887,Eternel,0.9756
2889,Ethereal Winds,0.532275
2890,Etheridge Melissa,0.280654717
2891,Etrzu,#N/A
2892,Etta Cameron,0.827566667
2893,Etta James,0.9765
2894,E-type,0.286265
2895,Eugen Enders!!,-0.4344
2896,Euphoria,#N/A
2897,Europa Hymne,-0.927
2898,Europe,0.070710909
2899,Eurythmics,0.256778689
2900,Eurythmics And Aretha Franklin,0.9136
2901,Evan & Jaron,0.2080475
2902,Evan And Jaron,0.350141667
2903,Evanescence,-0.202976923
2904,Evans And Doherty,0.918
2905,Evans Faith,0.96323
2906,Eve,-0.22455
2907,Eve 6,0.185261111
2908,Eve Boswell,0.8241
2909,Eve Six,0.8301
2910,Evelyn Kauuml;nnecke,-0.682066667
2911,Evelyn Thomas,0.992
2912,Evemaster,0.012042857
2913,Ever Dark,-0.74048
2914,Ever Gonna Hear You L,0.9619
2915,Everclear,0.28065977
2916,Everdark,-0.958933333
2917,Evereve,-0.469805263
2918,Everlast,0.319697436
2919,Everly Brothers,0.305883333
2920,Eversor,-0.0894
2921,Every Mothers Son,0.9021
2922,Everything But The Girl,0.067625
2923,Eves Plum,-0.105278571
2924,Evil Dead,-0.4857125
2925,Evil Mothers,-0.9023
2926,Evil Superstars,-0.9239
2927,Evildead,-0.5235375
2928,Evita,0.0674
2929,Evita - Soundtrack,0.9561
2930,Evol,-0.49454375
2931,Evora Cesaria,#N/A
2932,Evthanazia,-0.93435
2933,Ex,0.018694444
2934,Excelsis,0.017633333
2935,Excidium,-0.9856
2936,Exhorder,-0.9289
2937,Exhumation,-0.64136875
2938,Exhumed,-0.761035
2939,Exile,0.979
2940,Exist,#N/A
2941,Exit,0.317211111
2942,Exit 13,-0.150677778
2943,Exit 159,0.232852632
2944,Exodus,-0.459157895
2945,Exploited,-0.482292857
2946,Expose,0.641966667
2947,Express Delivery,-0.6478
2948,Extrablandauml;tter,-0.9916
2949,Extrabreit,-0.9539
2950,Extreme,0.038195522
2951,Extremoduro,-0.805381818
2952,Exzod,-0.25
2953,Ezio,0.0524
2954,F&#225;gner,0.8402
2955,F. R. David,0.9951
2956,F.j.o.,-0.7527
2957,F.r. David,0.15885
2958,Fabares Shelley,0.451069231
2959,Fabian,0.98895
2960,Fabian Lara,-0.264284615
2961,Fabolous,0.044613636
2962,Fabulous Thunderbirds,0.9766
2963,Face Of Anger,-0.29425
2964,Face to Face,0.023616071
2965,Faces,0.177689362
2966,Fact Feat. &#236;&#243;&#236;&#232;&#233; &#242;&#240;&#238;&#235;&#235;&#252;,#N/A
2967,Fade,-0.995
2968,Fadensonnen,-0.8316
2969,Fagen Donald,0.85885
2970,Fahrenheit,-0.9842
2971,Fain Sammy,0.9879
2972,Fair Sex,-0.84236
2973,Fair Westher,-0.7286
2974,Fairground Attraction,0.9108
2975,Fairport Convention,0.327655932
2976,Faith And The Muse,0.397307143
2977,Faith Evans,0.793166667
2978,Faith Hill,0.65414
2979,Faith No More,0.13427
2980,Faithfull Marianne,0.38888062
2981,Faithless,0.21558
2982,Falco,-0.500434021
2983,Falco And Brigitte Nielsen,-0.6688
2984,Falcon Billy,0.11871
2985,Falden Emily,-0.6124
2986,Falkenbach,0.155333333
2987,Falko,#N/A
2988,Fall,-0.055745033
2989,Fall Out Boy,0.0752
2990,Fallacy,-0.629857143
2991,Fallen Angels,-0.109942857
2992,Falling Sickness,-0.156975
2993,Fals Iwan,0.0937
2994,Faltskog Agnetha,0.16535
2995,Fame Georgie,-0.2023
2996,Familie Faouml;rster,-0.9799
2997,Family,0.917
2998,Fancy,0.122966667
2999,Fanta 3,-0.8958
3000,Fantastischen Vier,-0.988033333
3001,Far,0.1778
3002,Far Corporation,0.798
3004,Fariz Rm,#N/A
3005,Farm,0.35382
3006,Farmer Boys,0.3617125
3007,Farmer Hoggett,#N/A
3008,Farmer Mylene,-0.334852632
3009,Farmers Daughter,0.9371
3010,Farnham John,0.219761538
3011,Farris Dionne,-0.177
3012,Farting Lizards,0.9131
3013,Fastball,0.152202381
3014,Faster Pussycat,-0.339314286
3015,Fastrow Stephanie,0.9589
3016,Fat Amy,0.01822
3017,Fat Boy Slim,0.5106
3018,Fat Boys,0.8904
3019,Fat Joe,0.965575
3020,Fat Les,-0.78315
3021,Fat Mattress,0.2156
3022,Fatboy Slim,0.197593333
3023,Fates Warning,-0.274966667
3024,Fatima Mansions,-0.363977778
3025,Fats Domino,0.108566667
3026,Fau Raymond,-0.4121
3027,Fauuml;nf Sterne Deluxe,-0.98684
3029,Fauuml;nf Vor 12 In Babylon,-0.9742
3030,Feagral Sharkey,0.9957
3031,Fear,0.683233333
3032,Fear Factory,-0.396268831
3033,Fear Of God,-0.574771429
3034,Feargal Sharkey,0.9929
3035,Fee,#N/A
3036,Feeder,0.055891111
3037,Fehlfarben,-0.9321
3038,Feinstein Michael,0.92865
