 ID  ,title,followers_count,genres,popularity,avgcompscore
1,A Boogie Wit da Hoodie,1371562,"['pop', 'rap', 'trap music']",84,0.410428571
2,A Canorous Quintet,347,[],9,-0.535836364
3,A Flock Of Seagulls,119714,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,0.384815385
4,a-ha,458004,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",72,0.1678875
5,A Kiss To Build A Dream On,44,[],0,-0.9796
6,A klana Indiana,175,[],18,0.9485
7,A La Carte,1014,['italian disco'],26,-0.697566667
8,A Perfect Circle,558390,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",68,0.521583333
9,A Shrine,34,[],2,-0.125016667
10,A Static Lullaby,30902,"['melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']",40,0.8215
11,A Taste Of Honey,5063,"['disco', 'post-disco']",42,0.15512
12,A*Teens,46973,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'pop christmas']",49,-0.0921875
13,A Tribe Called Quest,713465,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",71,0.9826
14,F R A N C I S,73,[],30,0.43129
15,AFI,360696,"['alternative metal', 'emo', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'screamo', 'skate punk']",64,0.46938
16,AK-Swift,10,[],0,0.8678
17,Animal Collective,255986,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'synthpop']",58,-0.09125625
18,Apv,7,[],0,0.25
19,A Boogie Wit da Hoodie,1371562,"['pop', 'rap', 'trap music']",84,0.415029167
20,A1,2317,[],51,-0.004664706
21,Aaliyah,995690,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",62,0.9959
22,Aaron Carter,90626,"['dance pop', 'post-teen pop']",58,-0.487561905
23,Aaron Lines,3917,"['canadian country', 'country road']",23,nan
24,Aaron Neville,44690,"['jazz christmas', 'memphis soul', 'motown', 'new orleans blues', 'pop christmas', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']",55,0.9969
25,Aaron Tippin,140711,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'outlaw country', 'redneck', 'traditional country']",53,0.528721622
26,Abandoned Pools,3639,[],26,0.442119753
27,ABBA,952727,"['europop', 'swedish pop']",75,0.8862
28,Abbey Lincoln,9798,"['cabaret', 'christmas', 'jazz christmas', 'vocal jazz']",39,0.670409804
29,ABC,79419,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",55,0.80304
30,Abducted,21,[],0,0.612520833
31,Paula Abdul,189171,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'strut', 'urban contemporary']",57,0.377914286
32,Zainal Abidin,2330,['malaysian pop'],29,-0.1007
33,Abigor,5923,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'chaotic black metal', 'dark black metal', 'pagan black metal', 'symphonic black metal', 'viking metal', 'voidgaze']",25,0.451262121
34,Ablaze My Sorrow,1235,"['melodic death metal', 'swedish metal']",14,0.9385
35,I Am Abomination,10364,"['progressive post-hardcore', 'screamo']",25,0.218741667
36,Abraham Mateo,331619,"['latin arena pop', 'spanish pop']",75,0.504659649
37,Rita Abrams,20,[],6,-0.425158824
38,Fernanda Abreu,41487,"['mpb', 'samba']",44,0.674051852
39,Patrick Abrial,60,[],2,0.8402
40,Pedro Abrunhosa,15581,"['fado', 'portuguese rock']",41,0.8689
41,Absent Friends,157,[],32,nan
42,Absint,5,[],16,0.9971
43,Absolom,604,['bubble trance'],26,-0.24154375
44,Beginner,149692,"['german hip hop', 'german pop', 'reggae fusion']",58,-0.1286375
45,Absu,11352,"['atmospheric black metal', 'avantgarde metal', 'black death', 'black metal', 'black thrash', 'death metal', 'pagan black metal', 'symphonic black metal', 'technical death metal', 'usbm']",27,-0.6212
46,Abyssos,1197,['symphonic black metal'],10,-0.8439
47,AC/DC,6230082,"['album rock', 'classic rock', 'hard rock', 'heavy christmas', 'rock']",83,0.8612
48,Accept,207491,"['album rock', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']",56,-0.3261375
49,According To John,134,[],4,nan
50,Acda en de Munnik,29070,['dutch pop'],56,-0.5267
51,Ace Hood,664408,"['crunk', 'deep underground hip hop', 'dirty south rap', 'dwn trap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",65,0.07595
52,Ace Frehley,51998,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",45,0.0685
53,Ace of Base,173619,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",65,0.8738
54,One Acen,12593,[],62,-0.988205556
55,Acetone,1017,['slow core'],30,0.101769565
56,Aceyalone,14496,"['abstract hip hop', 'alternative hip hop', 'hip hop', 'turntablism', 'underground rap']",42,0.1658125
57,Acheron,1490,[],11,0.159538889
58,Achim Reichel,7888,"['german pop', 'liedermacher']",41,-0.999
59,Acid Drinkers,10098,['polish punk'],31,-0.216048387
60,Acid Rain,108,[],1,0.9929
61,Acolla,1,[],0,-0.9092
62,Acrimony,279,"['stoner metal', 'stoner rock']",3,0.8802
63,Acrostichon,97,[],0,0.599914286
64,Actarus,110,[],17,0.556104478
65,Actitud María Marta,3393,[],21,0.6449
66,Adam & Eve,1588,[],15,0.173183333
67,Adam & The Ants,67682,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'ska', 'synthpop', 'uk post-punk']",46,0.107428571
68,Adam Ant,55869,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",44,0.125663415
69,Adam Sandler,42859,"['comedy', 'comic']",44,-0.893675
70,Adamo,37629,['chanson'],48,-0.4536
71,Bryan Adams,693875,"['album rock', 'canadian pop', 'mellow gold', 'rock', 'soft rock']",74,-0.397721429
72,Oleta Adams,38434,"['quiet storm', 'soul christmas']",54,-0.868043478
73,Music Addict,9,[],18,-0.61025625
74,Adema,85353,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",50,0.330628571
75,Adeva,3550,"['chicago house', 'hip house', 'post-disco', 'speed garage', 'vocal house']",31,-0.39175625
76,Adi Smolar,227,['slovenian rock'],11,-0.33604
77,Adiemus,30576,['new age'],47,nan
78,Adina Howard,97358,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",48,-0.9537
79,Trace Adkins,556661,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'redneck']",63,-0.8109375
80,Admiral Twin,134,[],4,0.159137838
81,Adolphson & Falk,10803,"['classic swedish pop', 'swedish pop']",38,0.22445102
82,Adorned Brood,4878,"['folk metal', 'german metal', 'viking metal']",14,0.570004255
83,Adria Kain,400,[],34,-0.705073333
84,Adrian Belew,12384,"['art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'symphonic rock', 'zolo']",30,0.388178049
85,Jerry Adriani,19046,['brega'],32,0.978
86,Adriano Celentano,105606,['italian pop'],57,0.624216667
87,Sound Adventures,7724,"['epicore', 'scorecore']",43,-0.959325
88,The Adverts,10994,"['post-punk', 'pub rock', 'punk', 'uk post-punk']",32,0.8878
89,AENDIAENA,0,[],0,nan
90,Sundial Aeon,3101,['psychill'],37,nan
91,Aerosmith,3773246,"['album rock', 'classic rock', 'hard rock', 'rock']",78,-0.9199
92,Sopor Aeternus & The Ensemble Of Shadows,25425,"['dark wave', 'ethereal wave', 'gothic rock', 'medieval folk', 'neoclassical', 'steampunk']",42,0.781885714
93,Afflicted,540,['swedish metal'],8,0.344486667
94,José Afonso,7849,"['fado', 'portuguese rock']",29,0.667125
95,Afrob,22605,"['german hip hop', 'indie deutschrap', 'reggae fusion']",47,-0.441616667
96,Afroman,166635,"['gangster rap', 'hip hop', 'pop christmas', 'rap']",62,0.9798
97,After 7,143969,"['funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",51,0.7861
98,After Crying,791,['symphonic rock'],12,0.094571111
99,After The Fire,2636,['new romantic'],39,0.059816667
100,Afterhours,67722,"['italian alternative', 'italian arena pop', 'italian indie pop', 'italian pop']",50,-0.9586
101,Agathocles,3281,"['crust punk', 'deathgrind', 'goregrind', 'grindcore', 'power violence', 'thrash core']",17,-0.918
102,Agathodaimon,7548,"['black metal', 'heavy christmas', 'melodic death metal', 'symphonic black metal', 'viking metal']",24,0.17698
103,The Age Of Electric,2420,['canadian indie'],23,0.2198
104,Agent Orange,46511,"['crossover thrash', 'hardcore punk', 'punk', 'ska punk', 'skate punk']",46,0.0051
105,Agent Steel,4793,"['crossover thrash', 'metal', 'neo-trad metal', 'nwobhm', 'nwothm', 'speed metal', 'thrash metal']",24,0.8843
106,Agents Of Chaos,31,['deep space rock'],0,0.179111111
107,Agents of Good Roots,379,['rva indie'],11,0.307365385
108,Susan Aglukark,635,['canadian country'],18,0.802
109,Agnetha Fältskog,26232,"['europop', 'swedish pop']",44,-0.5994
110,Agnostic Front,56927,"['crossover thrash', 'hardcore', 'hardcore punk', 'melodic hardcore', 'oi', 'punk', 'rap metal', 'rap rock', 'skate punk', 'straight edge']",45,0.144671429
111,Agora,5881,['latin metal'],27,-0.44186
112,Água na Boca,132,[],4,nan
113,a-ha,458004,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",72,-0.028816667
114,Ahmad Jamal,38763,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz piano', 'latin jazz', 'soul jazz', 'stride', 'vocal jazz']",50,-0.993
115,Ahmad Band,2976,[],26,-0.9879
116,Aikakone,3737,"['eurodance', 'finnish dance pop', 'finnish pop', 'suomi rock']",41,-0.91265
118,Aimee Mann,86315,"['alternative pop', 'anti-folk', 'folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop christmas', 'pop rock', 'singer-songwriter']",53,0.992533333
119,Aion,12,[],46,0.727125
120,Air Supply,417636,"['mellow gold', 'soft rock']",68,0.108685714
121,Air Supply,417636,"['mellow gold', 'soft rock']",68,0.5865
122,Airija,137,['lithumania'],8,-0.087055556
124,Rhett Akins,62821,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'redneck']",51,0.194547059
125,Akinyele,4333,"['east coast hip hop', 'hardcore hip hop']",36,-0.09724
126,Ákos,6633,"['hungarian pop', 'hungarian rock']",39,-0.1726375
127,Sezen Aksu,715667,"['turkish pop', 'turkish rock']",64,0.057604167
128,Al Bano,20028,['italian pop'],45,-0.16715
129,Al Green,788754,"['chicago soul', 'classic funk rock', 'funk', 'jazz blues', 'memphis soul', 'neo soul', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']",69,-0.191838462
130,Al Jarreau,121087,"['adult standards', 'classic funk rock', 'disco', 'jazz christmas', 'jazz funk', 'quiet storm', 'smooth jazz', 'vocal jazz']",54,-0.27082
131,Al Martino,20132,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'vocal jazz']",45,0.550868421
132,Alabama,311688,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'southern rock', 'traditional country']",64,0.702866667
133,Aladin Fox,212,[],24,0.5719
134,Alan & Denise,8,[],1,0.570466667
135,Alan Jackson,710868,"['contemporary country', 'country', 'country christmas', 'country road']",73,0.60018
136,The Alan Parson Project,537,[],8,0.91975
137,The Alan Parsons Project,302491,"['album rock', 'art rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",62,0.5719
138,Alan Price,2173,['british blues'],30,-0.435041463
139,Alan Sorrenti,3339,"['classic italian pop', 'italian pop']",39,-0.9349
140,Alanis Morissette,848665,"['alternative rock', 'canadian pop', 'dance pop', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']",70,-0.128
141,Alannah Myles,31419,['new wave pop'],56,-0.462211111
142,The Alarm,19062,"['dance rock', 'indie christmas', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'synthpop', 'welsh rock']",43,-0.296
143,Alastis,662,['symphonic black metal'],9,-0.296
144,"Albert Hammond, Jr.",72619,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'punk blues']",59,0.9803
145,Albert West,2121,"[""traditional rock 'n roll""]",34,0.170687324
146,The Rural Alberta Advantage,37385,"['canadian indie', 'indie folk', 'modern rock', 'stomp and holler']",50,0.900542857
147,Albita,4966,"['cuban rumba', 'latin jazz', 'mambo', 'salsa', 'tropical']",34,nan
148,Alcazar,16901,"['dance pop', 'eurodance', 'europop', 'soul christmas', 'swedish idol pop', 'swedish pop']",48,-0.4215
149,The Alchemist,62365,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'turntablism', 'underground hip hop', 'west coast rap']",53,0.2008175
150,Alda Célia,49660,['brazilian gospel'],35,-0.2114
151,Alecia Elliott,300,"['country christmas', 'country dawn', 'deep contemporary country']",8,0.386952941
152,Alejandro Sanz,1874008,"['cantautor', 'latin', 'latin arena pop', 'latin christmas', 'latin pop', 'rock en espanol', 'spanish pop', 'tropical']",77,0.559165833
153,Ben Alessi,1034,[],44,nan
155,Alex & Sierra,387865,"['neo mellow', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",71,0.836533333
156,Alexander Tidebrink,302,[],64,0.016733333
157,Alexander O'Neal,76985,"['classic funk rock', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul christmas', 'urban contemporary']",51,0.476952
158,Monchy & Alexandra,182410,"['bachata', 'latin', 'merengue', 'tropical']",58,nan
159,Alexia,16070,"['bubblegum dance', 'eurodance', 'europop', 'hip house', 'italo dance']",47,-0.7783
160,Alfie Khan Orchestra,8,[],0,0.7775
161,Ali Primera,5025,"['classic venezuelan pop', 'nueva cancion', 'venezuelan rock']",27,0.99
162,Tatyana Ali,6761,"['hip pop', 'urban contemporary']",32,0.9505
163,Sevn Alias,142809,['deep dutch hip hop'],73,0.91955
164,Alice In Chains,1259425,"['album rock', 'alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",72,0.688033333
165,Alice Babs,3246,"['swedish jazz', 'vintage swedish pop']",36,0.9153
166,Alice Cooper,801196,"['album rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'heavy christmas', 'metal', 'protopunk', 'rock']",65,nan
167,Alice Deejay,38369,"['bubble trance', 'bubblegum dance', 'eurodance', 'europop', 'hip house']",47,0.973
168,Alice Donut,2443,[],20,0.462392941
169,Alice In Chains,1259425,"['album rock', 'alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",72,-0.1081
170,Alicia Bridges,3789,['disco'],37,0.051932558
171,Alicia Keys,3855809,"['hip pop', 'pop', 'pop christmas', 'post-teen pop', 'r&b', 'urban contemporary']",80,0.8957
172,Alien Ant Farm,265339,"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock']",63,-0.5267
173,Aliens Like Ghosts,21,[],23,0.356113208
174,Nicu Alifantis,1346,"['romanian pop', 'romanian rock']",23,0.973
175,Alis,3153,[],22,0.9749
176,Alisha Chinai,2692,"['desi', 'filmi', 'indian pop', 'sufi']",39,0.8406
177,Alisha's Attic,3451,"['candy pop', 'new wave pop']",29,-0.6217
178,Alison Krauss,135527,"['bluegrass', 'contemporary country', 'country christmas', 'folk', 'lilith', 'progressive bluegrass']",62,0.031830612
179,Alison Moyet,85167,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",52,-0.230193548
180,Alkaline Trio,166748,"['emo', 'melodic hardcore', 'modern rock', 'pop punk', 'punk', 'skate punk']",60,-0.500433333
181,Alkbottle,990,['austropop'],16,-0.9876
182,Alkehol,1963,[],30,0.39095
183,All Time Low,1478378,"['modern rock', 'pop punk', 'post-teen pop', 'punk christmas']",74,0.9843
184,All-4-One,144998,"['boy band', 'dance pop', 'new jack swing', 'r&b', 'soul christmas', 'urban contemporary']",58,0.996
185,All About Eve,7354,"['dark wave', 'ethereal wave', 'gothic rock']",30,-0.8316
186,The All-American Rejects,900964,"['emo', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",70,-0.26555
187,All I Want Now Is To Melt In The Air,16,[],0,0.529764706
188,All Living Fear,38,['corrosion'],0,0.2896875
189,All Saints,121713,"['canadian pop', 'dance pop', 'europop', 'new wave pop', 'pop rock', 'uk garage']",57,0.8948
190,All-Star United,879,[],15,0.50931
191,All-4-One,144998,"['boy band', 'dance pop', 'new jack swing', 'r&b', 'soul christmas', 'urban contemporary']",58,-0.601008511
192,Gary Allan,328533,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'outlaw country', 'texas country']",63,-0.408
193,Peter Allan,18,['australian pop'],0,0.8717
194,Allegiance,933,['straight edge'],14,nan
195,Rex Allen,1554,"['cowboy western', 'western swing']",28,0.9899
196,Allison Moorer,8861,"['country christmas', 'country dawn', 'folk', 'folk christmas', 'lilith']",36,0.84165
197,The Allman Brothers Band,420162,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",68,-0.9978
198,Allure,5691,[],38,-0.9896
199,Marc Almond,21247,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",42,-0.9309
200,Alpenland Quintett,241,['zillertal'],13,0.058168571
201,Alpentrio Tirol,2775,"['schlager', 'volksmusik', 'zillertal']",28,-0.9651
202,Herb Alpert & The Tijuana Brass,40701,"['adult standards', 'christmas', 'easy listening', 'exotica', 'lounge']",50,-0.0405
203,ALPHA 9,10020,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",55,nan
204,Alphaville,164682,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",65,-0.6808
205,die original Alpinkatzen,0,[],0,0.51212
206,A.L.T. And The Lost Civilization,165,[],23,0.3453
207,Ego Altar,741,[],31,-0.08735
208,Altered Images,14343,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'uk post-punk']",41,-0.89795
209,Altered Images,14343,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'uk post-punk']",41,0.23405
210,Joey Altruda,103,[],10,0.3636125
211,Alux Nahual,8622,[],35,0.031038889
212,Alvin Lee,30332,"['blues-rock', 'british blues', 'classic rock', 'electric blues', 'modern blues', 'pub rock', 'southern rock', 'texas blues']",40,-0.217238806
213,Alvin Stardust,6908,"['glam rock', 'rock-and-roll']",33,-0.9845
214,Shola Ama,12240,"['speed garage', 'uk garage']",47,0.513216667
215,Amanda Cook,39976,"['anthem worship', 'worship']",62,-0.036731579
216,Amanda Ghost,879,['lilith'],15,0.83445
217,Amanda Lear,9066,['italian disco'],36,nan
218,Amanda Marshall,14773,"['canadian pop', 'lilith']",40,0.9912
219,Amanda Perez,135536,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",46,0.9829
220,Shaka Amazulu The 7th,14,[],20,0.113486957
221,Amber Run,181916,"['indie anthem-folk', 'indie folk']",65,0.494321739
222,Amboog-A-Lard,59,[],0,0.5625
223,AmbrA,1127,[],26,-0.478277778
224,Ambros / Tauchen / Prokopetz,4,[],0,0.029385294
225,Wolfgang Ambros,12696,"['austropop', 'liedermacher']",44,nan
226,Ambrosia,58654,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",52,nan
227,Amebix,8885,"['anarcho-punk', 'crossover thrash', 'crust punk', 'power violence', 'thrash core']",25,-0.322841667
228,Amen Dunes,14543,"['art pop', 'chamber psych', 'freak folk', 'garage psych', 'neo-psychedelic', 'new weird america', 'noise pop', 'popgaze', 'preverb']",51,0.829716
229,America,326287,"['album rock', 'art rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",68,0.218881633
230,American Hi-Fi,64590,"['pop punk', 'pop rock']",50,0.1684
231,American Idol,1628,[],0,-0.7611
232,American Lesion,32,[],0,-0.109568421
233,American Music Club,4603,"['melancholia', 'slow core']",23,0.503910909
234,American Pearl,483,[],21,0.35104
235,Amicus,70,[],1,0.669355556
236,A.M.I.E.,22,[],19,0.11085
237,Amie Comeaux,313,"['country dawn', 'deep contemporary country']",7,0.4939
238,Amii Stewart,12052,['disco'],45,nan
239,Amil,6130,['hip pop'],37,-0.6204
240,Amon Amarth,354418,"['alternative metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'power metal', 'swedish metal', 'viking metal']",65,-0.7096
242,Amorphis,98766,"['finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'symphonic metal', 'viking metal']",54,0.188595652
243,Tori Amos,259847,"['art pop', 'ectofolk', 'folk', 'folk christmas', 'folk-pop', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop christmas', 'pop rock', 'singer-songwriter']",59,0.141653448
244,Amps,12,[],0,0.5994
245,Namie Amuro,45531,"['j-pop', 'japanese r&b']",40,0.398775
246,Amy Winehouse,4062570,[],78,0.747341667
247,Amy Grant,75619,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'pop christmas']",54,-0.9508
248,Amy Search,7542,['malaysian pop'],31,0.2406
249,Ana Olgica,1918,['focus'],65,-0.567
250,Anarchic System,103,['vintage french electronic'],8,-0.8801
251,Anarchist Academy,758,[],9,-0.9508
252,Anastacia,127478,"['dance pop', 'europop']",59,-0.9136
253,Anathema,121491,"['gothic metal', 'progressive metal']",53,-0.7527
254,Academy of Ancient Music,12266,"['baroque ensemble', 'choral', 'classical christmas', 'classical performance']",61,-0.920133333
255,Ancient Ceremony,273,['symphonic black metal'],3,0.9897
256,Ancient Rites,2297,"['folk metal', 'viking metal']",14,0.26758125
257,And Also The Trees,4938,"['dark wave', 'gothic rock', 'uk post-punk']",22,0.266789344
258,And One,36509,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal', 'neue deutsche harte']",45,-0.5994
259,Bill Anderson,14315,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']",38,-0.5994
260,Anderson Bruford Wakeman Howe,9878,"['album rock', 'art rock', 'neo-progressive', 'progressive rock', 'symphonic rock']",27,0.9808
261,Ernestine Anderson,5010,"['cabaret', 'vocal jazz']",28,-0.370646667
262,Ian Anderson,35527,"['art rock', 'progressive rock', 'symphonic rock']",33,-0.20891
263,John Anderson,109325,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",53,-0.22225
264,Jon Anderson,179,[],33,nan
265,Lale Anderson,82,[],4,0.9462
266,Laurie Anderson,35252,"['art pop', 'art rock', 'bow pop', 'experimental', 'fourth world', 'laboratorio']",47,-0.54868
267,Anderson Bruford Wakeman Howe,9878,"['album rock', 'art rock', 'neo-progressive', 'progressive rock', 'symphonic rock']",27,0.6249
268,Peter Andre,17364,"['bubblegum dance', 'europop']",49,0.222557143
269,Andrea Berg,74282,"['discofox', 'german pop', 'schlager']",56,0.798966667
270,Andrea Bocelli,558977,"['italian pop', 'operatic pop', 'pop christmas']",71,0.068033333
271,Andrea Parker,1232,[],13,0.229366667
272,Andreas Dorau,2649,['neue deutsche welle'],30,0.5282
273,Andreas Elsholz,85,[],3,0.377644
274,Andreas Hauff,33,[],7,0.3432875
275,Andreas Johnson,9885,"['europop', 'swedish idol pop', 'swedish pop']",41,0.533533333
276,Andreas Lebbing,13,[],1,0.153266667
277,Andreas Martin,8066,"['discofox', 'schlager', 'volksmusik']",40,0.9927
278,Andrew Gold,8208,"['soft rock', 'underground power pop']",44,0.83425
279,Andrew Lloyd Webber,88496,"['broadway', 'hollywood', 'show tunes']",68,-0.9924
280,The Andrew Sisters & Orchestra,37,[],0,-0.3142
281,Julie Andrews,48884,"['adult standards', 'broadway', 'hollywood', 'movie tunes', 'show tunes']",61,-0.8841
282,The Andrews Sisters,56578,"['adult standards', 'big band', 'cabaret', 'christmas', 'jazz christmas', 'lounge', 'swing', 'vocal harmony group', 'vocal jazz']",54,-0.697478571
283,Andru Donalds,3363,[],35,0.298018605
284,Andy & Bernd,23,[],3,-0.7574
285,Andy Borg,8736,"['schlager', 'volksmusik']",43,-0.704840625
286,Andy Gibb,79265,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'soft rock']",51,0.428318902
287,Andy Griggs,27433,"['contemporary country', 'country', 'country road', 'modern country rock']",43,0.1111
288,Andy Kim,1985,"['brill building pop', 'bubblegum pop']",37,0.697845455
289,Andy Williams,114974,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'vocal jazz']",60,0.0895375
290,Aneka,1694,[],34,0.268368
291,Anekdoten,8914,"['art rock', 'canterbury scene', 'neo-progressive', 'progressive rock', 'space rock', 'swedish prog', 'symphonic rock']",31,0.38313
292,Ange,2260,"['canterbury scene', 'symphonic rock']",30,0.5815
293,Angel Olsen,148928,"['art pop', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'preverb', 'singer-songwriter', 'stomp and holler']",61,0.9738
294,Angel Corpse,4646,"['black death', 'black thrash', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind']",16,0.9179
295,Angela Ammons,119,[],17,0.396995
296,Angela Wiedl,469,['volksmusik'],12,0.9979
297,Angeli,59,['italian punk'],9,0.78835
298,Angelic Upstarts,12303,['oi'],31,-0.349196667
299,Angelika Milster,680,['schlager'],21,-0.171786885
300,Angelina,3251,['freestyle'],41,0.55175
301,Angels & Airwaves,230206,"['emo', 'modern rock', 'pop rock']",60,0.4876875
302,Daniel Angelus,2042,[],24,-0.099711111
303,Anggun,19348,"['french pop', 'indonesian pop']",47,-0.9984
304,Angie Aparo,1246,[],20,0.570714
305,Angie Martinez,4797,['hip pop'],42,nan
306,Angie Stone,200137,"['hip pop', 'neo soul', 'pop christmas', 'r&b', 'soul', 'urban contemporary']",55,-0.5937
307,Angie Van Burg,5,[],0,-0.296
308,Angizia,2033,[],17,-0.9985
309,Angkor Wat,93,[],3,0.52494
310,In Angles,1058,['progressive post-hardcore'],17,-0.171314035
311,Angra,145055,"['brazilian metal', 'latin metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']",58,0.093784
312,Ani DiFranco,98572,"['anti-folk', 'ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",52,0.432673077
313,Glass Animals,698944,"['gauze pop', 'modern rock', 'shiver pop']",73,-0.3497125
