 ID  ,title,followers_count,genres,popularity,avgcompscore
610,The Beautiful South,101702,"['britpop', 'dance rock', 'europop', 'madchester', 'melancholia', 'new wave pop']",57,-0.7418
612,Gilbert Bécaud,32940,"['cabaret', 'chanson']",48,-0.0023
613,Beck,734433,"['alternative rock', 'anti-folk', 'folk christmas', 'indie christmas', 'indie rock', 'modern rock', 'permanent wave', 'rock']",71,0.294262857
614,Jeff Beck,222321,"['album rock', 'art rock', 'blues', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'electric blues', 'hard rock', 'heavy christmas', 'instrumental rock', 'jazz christmas', 'jazz fusion', 'mellow gold', 'modern blues', 'progressive rock', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock', 'texas blues']",56,0.749233333
615,Robin Beck,2779,"['heavy christmas', 'melodic hard rock']",41,0.347786792
616,Bee Gees,873902,"['adult standards', 'disco', 'mellow gold', 'soft rock', 'soul christmas']",75,0.78182
617,Beenie Man,165262,"['dancehall', 'soca']",61,-0.29005
618,Ludwig van Beethoven,1766854,"['classical', 'classical christmas', 'classical era', 'romantic era']",74,-0.114634363
619,Before Dark,1032,[],11,0.4724
620,Monica Behan,10,[],0,0.9201
621,Behemoth,165154,"['black metal', 'brutal death metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'symphonic black metal', 'technical death metal']",53,-0.9509
622,Beherit,7029,"['black death', 'black metal', 'black thrash']",24,-0.855
623,Hennie Bekker,1007,['new age'],26,-0.82665
624,bel canto,5430,"['dark wave', 'ethereal wave']",28,0.63285
625,Daniel Bélanger,14748,['quebecois'],46,0.08949375
626,Ana Belén,81083,"['cantautor', 'nueva cancion', 'spanish pop', 'trova']",55,0.54247
627,Belinda Carlisle,138010,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",63,0.93
628,Bell Book & Candle,1241,[],34,-0.9233
629,Chris Bell,5968,"['country rock', 'jangle pop', 'power pop']",31,0.0508
630,Bell Book & Candle,1241,[],34,nan
631,The Bellamy Brothers,66783,"['country', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",55,-0.181633333
632,Belle & Sebastian,332450,"['alternative rock', 'anti-folk', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'neo-psychedelic', 'pop rock', 'scottish rock', 'singer-songwriter', 'twee pop']",63,-0.3399
633,Belle & Sebastian,332450,"['alternative rock', 'anti-folk', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'neo-psychedelic', 'pop rock', 'scottish rock', 'singer-songwriter', 'twee pop']",63,0.98
634,Belle Epoque,1392,['screamo punk'],29,0.38813125
635,Belly,96197,"['boston rock', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'trap soul']",69,0.5135
636,Fearful Beloved,1,[],35,-0.829
637,Belphegor,42418,"['black metal', 'brutal death metal', 'death metal', 'deathgrind', 'heavy christmas', 'metal', 'pagan black metal', 'symphonic black metal', 'technical death metal', 'viking metal']",41,-0.5983
638,Ben E. King,162320,"['adult standards', 'brill building pop', 'chicago soul', 'christmas', 'jazz blues', 'jazz christmas', 'memphis soul', 'motown', 'quiet storm', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'soul christmas', 'southern soul']",67,0.76277
639,Ben Folds,143509,"['folk-pop', 'indie christmas', 'indie pop', 'modern rock', 'permanent wave', 'piano rock', 'pop christmas', 'pop rock']",55,0.8885
640,Ben Folds Five,105690,"['alternative rock', 'folk-pop', 'permanent wave', 'piano rock', 'pop rock']",51,0.06155
641,Ben Harper,470928,"['neo mellow', 'singer-songwriter']",65,-0.38435
642,Ben Kweller,30713,"['folk christmas', 'indie christmas', 'indie folk', 'pop christmas', 'pop rock']",41,0.6369
643,Pat Benatar,348006,"['album rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",63,0.9726
644,Bendik,6814,"['norwegian indie', 'norwegian pop', 'norwegian rock']",47,0.1241875
645,Benediction,13164,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal', 'thrash metal']",28,0.241131579
646,Benett,24,['twee indie pop'],0,-0.169014286
647,Benjamin Boyce,147,[],9,-0.1252
648,Enzo Bennet,1816,[],38,0.8271
649,Gary Bennett,95,[],3,0.8827
650,Tony Bennett,301031,"['adult standards', 'christmas', 'easy listening', 'jazz blues', 'jazz christmas', 'lounge', 'vocal jazz']",65,0.0783
651,Benny Sings,15302,[],63,-0.058189474
652,George Benson,200167,"['adult standards', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'jazz fusion', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soul', 'soul jazz']",62,0.1697
653,Stephanie Bentley,121,[],14,-0.6688
654,Brook Benton,15827,"['adult standards', 'brill building pop', 'chicago soul', 'christmas', 'jazz blues', 'jazz christmas', 'memphis soul', 'motown', 'northern soul', 'soul', 'soul blues', 'soul christmas', 'southern soul']",45,-0.8741
655,Matraca Berg,1603,['country dawn'],18,-0.8687
656,Michel Berger,37411,"['cabaret', 'chanson', 'french pop']",53,nan
657,Berlin,85731,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",62,0.45311
658,Dan Bern,3554,[],30,nan
659,Crystal Bernard,470,['country dawn'],38,0.8118
660,Bernd Apitz,38,[],5,-0.293194737
661,Bernd Simon,9,[],0,0.055915094
662,Bernd Spier,185,[],12,0.8343
663,Bernd Stelter,2666,"['kabarett', 'karneval']",34,0.096809091
664,Bernhard Brink,10805,"['discofox', 'schlager', 'volksmusik']",45,-0.886
665,Bernie Paul,438,[],20,0.3608
667,Chuck Berry,573860,"['adult standards', 'album rock', 'blues', 'blues-rock', 'brill building pop', 'christmas', 'classic rock', 'electric blues', 'folk rock', 'jazz blues', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soul', 'soul blues']",68,0.6087
668,John Berry,11843,"['country', 'country christmas', 'country road']",40,0.2156
669,Samuele Bersani,48935,"['italian arena pop', 'italian hip hop', 'italian indie pop', 'italian pop']",50,-0.267611765
670,Bert Lown,25,[],5,0.25
671,Loredana Bertè,22386,"['classic italian pop', 'italian arena pop', 'italian pop']",52,0.186029412
672,Pierangelo Bertoli,11427,"['classic italian pop', 'italian pop']",39,0.9966
673,Bertolt Brecht,1481,[],22,0.1050625
674,Bérurier Noir,20684,"['french punk', 'french reggae', 'french rock', 'reggae fusion']",39,0.3736
675,Beseech,7833,"['gothic metal', 'gothic symphonic metal', 'symphonic metal']",31,0.410038462
676,Beth Nielsen Chapman,4753,"['folk', 'lilith', 'new wave pop']",35,0.23925
677,Maria Bethânia,227099,"['baile pop', 'bossa nova', 'forro', 'mpb', 'pagode', 'samba']",62,-0.304868571
678,Bethlehem,7677,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'pagan black metal']",27,0.013245455
679,Bethzaida,126,[],2,-0.766897041
680,Betrayal,2780,['beatdown'],20,-0.5994
681,Bette Midler,145510,"['adult standards', 'cabaret', 'mellow gold', 'show tunes']",57,-0.9953
682,Better Than Ezra,104001,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge']",54,-0.801952174
683,"Wegner, Bettina",83,[],0,-0.529683333
684,Beverley Craven,7372,['new wave pop'],42,0.96545
685,Beverley Knight,23242,['uk garage'],49,-0.314506667
686,Bewitched,2486,['black thrash'],13,nan
687,Bianca,423,[],45,0.9451
688,Bonnie Bianco,949,[],19,0.7971
689,Matt Bianco,18220,"['new romantic', 'new wave pop']",45,0.5314
690,Eric Bibb,22119,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'electric blues', 'modern blues', 'piedmont blues']",47,0.6239
691,Bibi Johns,362,['classic schlager'],15,nan
692,Paul Kuhn And Bibi Johns,0,[],0,nan
693,Bif Naked,8373,"['canadian indie', 'candy pop', 'lilith']",34,0.536073585
694,Bif Naked,8373,"['canadian indie', 'candy pop', 'lilith']",34,0.30962549
695,Big Bad Voodoo Daddy,45452,"['electro swing', 'jazz christmas', 'nu jazz', 'swing']",44,-0.4215
696,Big Bird,1102,"[""children's christmas"", ""children's music""]",46,0.504623077
697,Big Black Delta,27741,['shimmer pop'],51,0.312662195
698,The Big Bopper,30539,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",43,nan
699,Big Brother & The Holding Company,59288,"['blues-rock', 'classic rock', 'folk rock', 'psychedelic rock']",57,0.9847
700,Big Brovaz,11292,"['europop', 'uk garage']",40,0.531558333
701,Big Country,61511,"['celtic rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'scottish rock', 'synthpop']",49,0.8612
702,Big Drill Car,1411,[],17,0.367786957
703,Big Head Todd and The Monsters,33220,"['jam band', 'modern blues', 'pop rock', 'southern rock']",47,0.597
704,Big Mountain,30439,[],57,-0.8288
705,Big Soul,700,[],20,0.8442
706,Big Star,50869,"['alternative country', 'alternative pop', 'alternative rock', 'art rock', 'country rock', 'dance rock', 'experimental', 'folk rock', 'indie rock', 'jangle pop', 'lo-fi', 'melancholia', 'neo-psychedelic', 'noise pop', 'post-punk', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'slow core']",52,0.463372727
707,Big Tent Revival,3622,"['ccm', 'christian christmas', 'christian music', 'christian rock', 'deep christian rock']",22,-0.1779
708,Big Tymers,133951,"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",52,-0.1531
709,Bigod 20,1815,"['ebm', 'electro-industrial', 'german techno']",15,0.8987
710,Dan Bigras,2926,"['chanson quebecois', 'quebecois']",30,0.7338
711,Bijelo Dugme,13365,"['sevdah', 'yugoslav rock']",44,0.9703
712,Bikini Kill,76783,['riot grrrl'],43,0.704866667
713,Bile,3385,"['industrial', 'industrial metal', 'industrial rock']",33,0.9861
714,Bilgeri,159,['austropop'],10,0.2931375
715,Bill Haley & His Comets,57467,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']",55,0.9861
716,Bill Medley,10251,[],60,-0.9886
717,Bill Ramsey,1935,"['classic schlager', 'schlager']",31,-0.246666667
718,Bill Withers,422687,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",70,0.7031
719,Bill Wyman,4942,[],28,0.14347
720,Billie Eilish,441099,"['indie r&b', 'pop']",77,-0.9838
721,Billie Holiday,732692,"['adult standards', 'cabaret', 'christmas', 'jazz', 'jazz blues', 'jazz christmas', 'lounge', 'soul', 'soul blues', 'vocal jazz']",67,-0.9136
722,Billie Myers,5252,[],38,-0.9973
723,Billy Bragg,69221,"['alternative country', 'alternative rock', 'anti-folk', 'folk', 'folk punk', 'folk rock', 'folk-pop', 'permanent wave', 'roots rock', 'singer-songwriter', 'traditional folk']",54,0.2028
724,Billy Gilman,12999,"['country', 'country christmas']",37,-0.0018
725,Billy Hill,82,['tin pan alley'],9,0.545323333
726,Billy Idol,373108,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'heavy christmas', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",65,-0.874233333
727,Billie Jo Spears,11776,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country']",39,0.9925
728,Billy Joel,974885,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",77,0.8586
729,Billy Ocean,182603,"['classic funk rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave', 'new wave pop', 'quiet storm', 'soft rock']",63,-0.8834
730,Billy Ray Cyrus,53533,"['contemporary country', 'country', 'country christmas', 'country road']",57,-0.762925
731,Billy Sanders,20,[],4,0.120805263
732,Billy Squier,154775,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heavy christmas', 'mellow gold', 'rock', 'soft rock', 'southern rock']",57,0.9728
733,Binary Test Record,2,[],0,-0.423836986
734,Bing Crosby,167299,"['adult standards', 'big band', 'christmas', 'easy listening', 'lounge', 'swing', 'vocal jazz']",58,0.4772
735,Bino Rideaux,958,['west coast trap'],50,-0.204807143
736,Binocular,3397,[],35,-0.3319
737,Biohazard,48452,"['alternative metal', 'crossover thrash', 'funk metal', 'groove metal', 'hardcore', 'rap metal', 'rap rock']",42,-0.32675
738,Biplan,1656,['lithumania'],27,0.361128571
739,Birdbrain,356,[],15,-0.880133333
740,Jane Birkin,36819,"['cabaret', 'chanson']",50,-0.9136
741,Elvin Bishop,21389,"['blues-rock', 'british blues', 'chicago blues', 'classic rock', 'country blues', 'country rock', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'soul blues', 'southern rock', 'swamp blues', 'texas blues']",54,-0.739933333
742,Bishop Of Hexen,1391,['symphonic black metal'],15,0.332333333
743,Stephen Bishop,37501,"['adult standards', 'folk rock', 'mellow gold', 'soft rock']",50,0.9237
744,Bizzy Bone,69497,"['crunk', 'dirty south rap', 'gangster rap']",44,0.9916
745,Bjelleklang,4031,"['classic norwegian pop', 'norwegian rock']",36,0.41998125
746,Björk,711690,"['art pop', 'chamber pop', 'electronic', 'icelandic pop', 'metropopolis', 'permanent wave', 'trip hop']",64,0.9834
747,Kodak Black,2727671,"['hip hop', 'pop', 'rap', 'southern hip hop', 'trap music']",87,0.9952
748,Black Box,28713,"['acid house', 'eurodance', 'europop', 'hip house', 'new wave pop', 'vocal house']",50,0.554275258
749,Black Boy,321,['hip house'],16,0.9617
750,Clint Black,201039,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",59,0.989
751,The Black Crowes,215454,"['album rock', 'alternative rock', 'blues-rock', 'classic rock', 'electric blues', 'grunge', 'hard rock', 'jam band', 'modern blues', 'pop rock', 'post-grunge', 'rock', 'roots rock', 'southern rock']",60,0.0711625
753,The Black Eyed Peas,2266607,"['dance pop', 'pop', 'pop rap']",78,0.1693
754,Black Flag,202085,"['alternative rock', 'crossover thrash', 'grunge', 'hardcore punk', 'noise rock', 'post-hardcore', 'punk', 'ska punk', 'skate punk']",53,0.282196078
755,Frank Black,31116,"['alternative pop', 'alternative rock', 'gbvfi', 'indie rock', 'lo-fi', 'power pop']",43,0.9802
756,Black Happy,739,[],17,0.9642
757,Black Hills Country Band,139,[],6,0.9262
758,Black-Ingvars,17011,"['danspunk', 'swedish alternative rock', 'swedish eurodance']",43,-0.7312
760,Black Lab,6513,[],34,-0.058116667
761,Mary Black,16811,"['celtic', 'folk', 'irish folk']",48,-0.25
762,B.M.U. (Black Men United),403,[],27,0.329251786
763,Black Project,0,[],0,0.97415
764,Black Rob,44745,"['crunk', 'hardcore hip hop', 'hip hop', 'hip pop', 'southern hip hop']",54,0.8254
765,Black Sabbath,2372438,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock']",74,-0.9068
766,Black Train Jack,862,[],11,0.1861
767,Blackfoot,69054,"['album rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'rock', 'southern rock', 'texas blues']",48,-0.208668627
768,Blackfoot Sue,285,[],10,0.73075
769,BlackHawk,53341,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock']",50,0.4866
770,Blackjack Billy,9253,"['lift kit', 'redneck']",44,nan
771,Blackmore's Night,57744,"['celtic', 'heavy christmas', 'medieval folk', 'neoclassical']",49,-0.9296
772,The Blackout,23602,"['british alternative rock', 'screamo']",35,0.408357143
773,Blackstar,840,[],13,-0.9789
774,Blackstreet,246061,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",68,0.91
775,Blade,612,[],39,0.426892632
776,Blah Blah Blah,3599,"['chicago indie', 'indie psych-rock']",38,0.806733333
777,Blake Babies,2029,"['alternative pop', 'boston rock', 'jangle pop', 'lilith']",17,0.83275
778,Blake Shelton,2957017,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'pop christmas']",76,-0.9881
779,Deborah Blando,20167,[],30,0.9612
780,Blaque Keyz,5794,[],50,0.9128
781,Blasphemous,4,[],0,0.1517
782,Blasphemy,7170,"['black death', 'black metal', 'black thrash', 'canadian metal']",19,-0.370866667
783,Blaulicht 112,39,[],1,0.9847
784,Bleach,2065,[],20,0.97845
785,Bleak,851,[],15,0.4571
786,Los Blenders,8578,"['latin rock', 'mexican indie']",41,-0.05291875
787,Blessid Union Of Souls,18247,"['neo mellow', 'pop rock', 'post-grunge']",45,-0.45436
788,Takos BLF,41,[],5,0.5574
789,Mary J. Blige,1249394,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72,0.40336
790,Mary J. Blige,1249394,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",72,0.1210125
791,Blind Date,70,[],0,0.54405
792,Blind Faith,83304,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock']",49,0.3499
793,Blind Guardian,235463,"['german metal', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal', 'viking metal']",57,0.898022222
794,Blind Melon,310206,"['alternative metal', 'alternative rock', 'blues-rock', 'classic rock', 'garage rock', 'grunge', 'jam band', 'pop rock', 'post-grunge', 'rock']",64,0.252965306
795,Blindside,26375,"['christian alternative rock', 'christian hardcore', 'christian metal', 'christian punk', 'christian rock', 'dreamo', 'swedish alternative rock']",43,0.472690909
796,blink-182,3589199,"['heavy christmas', 'modern rock', 'pop punk', 'punk', 'punk christmas']",80,0.7399
797,blink-182,3589199,"['heavy christmas', 'modern rock', 'pop punk', 'punk', 'punk christmas']",80,0.44765
798,Bliss n Eso,136697,['australian hip hop'],64,0.126094737
799,Blitzkrieg,4861,['nwobhm'],23,0.751455556
800,BLØF,98572,['dutch pop'],69,-0.294883333
801,Blondie,399877,"['album rock', 'art rock', 'candy pop', 'classic rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock']",68,0.7472
802,Moose Blood,113585,"['alternative emo', 'anthem emo', 'pop punk']",64,-0.015630769
803,The Blood Brothers,22922,"['dance-punk', 'mathcore', 'nintendocore', 'noise rock', 'post-hardcore', 'screamo']",38,0.303423077
804,Blood Duster,2198,"['deathgrind', 'goregrind', 'grindcore']",18,0.18494
805,"Blood, Sweat & Tears",99880,"['album rock', 'art rock', 'blues-rock', 'brill building pop', 'british blues', 'bubblegum pop', 'classic funk rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'singer-songwriter', 'soft rock', 'southern rock', 'symphonic rock']",49,0.9301
806,Bloodhound Gang,299871,"['alternative metal', 'comic', 'funk metal', 'pop punk', 'punk']",63,0.62207
807,Bloodlet,1889,"['mathcore', 'vegan straight edge']",14,0.30666
808,Bloodshed,757,[],32,-0.621782759
809,Bloodthorn,693,['norwegian metal'],6,0.353145455
810,Johanne Blouin,546,['chanson quebecois'],17,0.8999
811,Hootie & The Blowfish,205206,"['mellow gold', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",61,-0.5699
812,Blu Cantrell,59840,"['hip pop', 'r&b', 'urban contemporary']",58,-0.9229
813,Jonas Blue,671404,"['dance pop', 'edm', 'pop', 'tropical house']",81,0.6848
814,The Blue Angel Lounge,5420,"['neo-psychedelic', 'psych gaze']",29,0.40915
815,Blue Boy,2906,[],41,-0.73095
816,The Blue Diamonds,3117,"['indorock', ""traditional rock 'n roll""]",34,0.5683
817,Blue Highway,7829,"['bluegrass', 'old-time', 'progressive bluegrass']",35,0.9049
818,Blue Jays,13,[],1,0.831375
819,Blue Mink,1951,[],31,0.489475
820,The Blue Moons,21,[],2,-0.23076
821,The Blue Nile,18212,"['art rock', 'chamber pop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop']",42,0.8225
822,Blue Öyster Cult,397234,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock', 'southern rock', 'symphonic rock']",67,0.5152
823,Blue Rodeo,40412,"['canadian indie', 'country rock', 'folk christmas']",49,0.449690909
824,Blue Swede,30590,[],62,0.493814286
825,Blue System,10112,"['europop', 'german pop', 'italian disco']",39,-0.8316
826,The Blues Brothers,156836,[],57,-0.834576923
827,Blues Traveler,152090,"['alternative rock', 'jam band', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",58,-0.8316
828,Hugh Blumenfeld,62,['contemporary folk'],2,-0.2274
829,Blumentopf,65554,"['german hip hop', 'german pop', 'indie deutschrap', 'reggae fusion']",48,-0.7579
830,Blumfeld,6596,"['german indie', 'german pop']",32,-0.773578571
831,Blur,941788,"['alternative rock', 'britpop', 'classic rock', 'dance rock', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock']",71,-0.8316
832,Blut Aus Nord,18457,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'blackgaze', 'chaotic black metal', 'doom metal', 'drone metal', 'jazz metal', 'pagan black metal', 'post-doom metal', 'post-metal', 'symphonic black metal', 'viking metal', 'voidgaze']",35,0.347283333
833,Six Market Blvd.,4389,"['deep texas country', 'outlaw country', 'texas country']",36,0.9709
834,Bo Burnham,230663,"['antiviral pop', 'comic']",62,0.9265875
835,Bo Anderson,0,[],0,0.00385
836,Bo Diddley,140905,"['acoustic blues', 'blues', 'blues-rock', 'british blues', 'chicago blues', 'classic rock', 'country blues', 'delta blues', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'jump blues', 'louisiana blues', 'memphis blues', 'memphis soul', 'new orleans blues', 'piano blues', 'piedmont blues', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'southern soul', 'texas blues', 'traditional blues']",53,-0.7365
837,B.o.B,1282992,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",77,-0.5496
838,Bob Carlisle,5617,[],38,0.7003
839,Bob Dylan,2223437,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",76,-0.5257
840,Bob Geldof,7047,[],33,-0.5484
841,bob hund,26260,"['classic swedish pop', 'deep swedish indie pop', 'swedish alternative rock', 'swedish indie pop', 'swedish indie rock', 'swedish jazz']",43,0.0258
842,Bob Marley & The Wailers,4623092,"['reggae', 'roots reggae']",81,-0.5994
843,Bob Martin,123,[],4,-0.159855556
844,Bob Seger,312481,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",68,-0.01669
845,"Bobby ""Boris"" Pickett",8753,['halloween'],33,-0.6994
846,The Bobby Fuller Four,5293,"['bubblegum pop', 'classic garage rock', 'merseybeat', 'rock-and-roll']",43,0.63855
847,Bobby Goldsboro,24787,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'soft rock']",46,0.3906
848,Bobby McFerrin,73739,['a cappella'],59,0.346685714
849,Bobby Solo,7538,['classic italian pop'],38,-0.70889
850,Bobby Vinton,53059,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'easy listening', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",55,-0.194657895
851,Bobo in White Wooden Houses,381,[],6,-0.306422222
852,Bob's Burgers,12450,[],44,-0.4603125
853,B.O.C.,26,[],9,0.676523926
854,Bodeans,10458,['roots rock'],40,0.333477551
855,Body Count,74776,"['alternative metal', 'funk metal', 'groove metal', 'nu metal', 'rap metal', 'rap rock']",49,-0.9843
856,Bodyjar,11654,"['melodic hardcore', 'skate punk']",41,-0.9169
857,Frank Boeijen Groep,14029,['dutch pop'],47,0.599647826
858,Hanne Boel,12816,"['classic danish pop', 'danish pop rock']",42,0.95355
859,Angela Bofill,47631,"['adult standards', 'disco', 'quiet storm', 'soft rock', 'urban contemporary']",45,-0.9485
860,Bogart Bonales,316,[],29,-0.9901
861,Suzy Bogguss,24189,"['contemporary country', 'country', 'country christmas', 'nashville sound']",38,0.07618
862,Eric Bogle,2215,['irish folk'],27,0.5204
863,Bohemia Suburbana,12943,['rock en espanol'],40,0.5719
864,Boiled In Lead,320,['celtic rock'],5,-0.876166667
865,Bolland & Bolland,234,[],14,-0.91785
866,Bolt Thrower,46167,"['brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'doom metal', 'goregrind', 'grindcore', 'groove metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",44,-0.8741
867,Michael Bolton,346087,"['adult standards', 'mellow gold', 'soft rock']",66,0.6854
868,Ray Boltz,9164,"['christian christmas', 'christian music']",31,0.544184375
869,Bon Jovi,3050037,"['album rock', 'glam metal', 'hard rock', 'heavy christmas', 'rock']",79,-0.673766667
870,Jon Bon Jovi,474183,"['glam metal', 'rock']",57,-0.126885714
871,Bone Thugs-N-Harmony,652409,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68,0.531918182
872,Boney M.,212383,"['disco', 'europop', 'pop christmas', 'soul christmas']",65,0.9861
873,Boney M.,212383,"['disco', 'europop', 'pop christmas', 'soul christmas']",65,-0.1338125
874,Tracy Bonham,10484,"['alternative pop', 'boston rock', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas']",41,0.662
875,Bonnie Bianco,949,[],19,-0.9485
876,Bonnie Raitt,195491,"['blues', 'blues-rock', 'classic rock', 'electric blues', 'folk', 'folk rock', 'folk-pop', 'jazz blues', 'lilith', 'mellow gold', 'modern blues', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul', 'soul blues']",59,-0.9556
877,Bonnie Tyler,247102,"['europop', 'new wave pop', 'soft rock']",68,0.04095
878,Bono,9694,['hollywood'],47,0.220368
879,The Bonzo Dog Band,4640,"['comic', 'zolo']",33,0.688866667
881,The Boo Radleys,12521,"['britpop', 'c86', 'dream pop', 'madchester', 'shoegaze']",38,0.280921875
882,Boogie Down Productions,77580,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",46,0.9908
884,Book Of Love,11992,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",36,0.9596
885,The Boomtown Rats,32590,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'pub rock']",49,-0.3094
886,Daniel Boone,1717,[],33,0.375588095
887,Pat Boone,41487,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",45,0.4029
