,main_artist,Year,Rank,Source,comp_score,pos_score,neu_score,neg_score
307,case,1998.75,66.25,1.0,0.979025,0.19025,0.75075,0.059500000000000004
308,cassidy,2004.0,32.0,1.0,0.9903,0.083,0.89,0.027999999999999997
309,cassie,2006.0,14.0,1.0,0.9963,0.14300000000000002,0.857,0.0
310,cat stevens,1972.3333333333333,62.333333333333336,1.0,0.9781,0.24933333333333332,0.6859999999999999,0.06433333333333334
311,cathy dennis,1991.0,63.333333333333336,1.6666666666666667,0.9393666666666668,0.22033333333333335,0.7013333333333334,0.079
312,cc music factory,1991.0,29.666666666666668,1.0,0.9592,0.08866666666666667,0.8803333333333333,0.03133333333333333
313,cece peniston,1992.0,59.333333333333336,1.0,0.44819999999999993,0.163,0.7856666666666666,0.051333333333333335
314,cee lo green,2011.0,7.0,1.0,0.9848,0.198,0.662,0.14
315,celine dion,1995.909090909091,35.0,1.7272727272727273,0.9269636363636363,0.16336363636363635,0.7760909090909092,0.06063636363636363
316,chad brock,2000.0,79.0,1.0,0.9898,0.147,0.853,0.0
317,chad kroeger,2002.0,25.0,1.0,0.9969,0.261,0.6940000000000001,0.045
318,chairmen of the board,1970.0,39.0,1.0,0.9983,0.332,0.617,0.051
319,chaka khan,1985.0,5.0,1.0,0.9918,0.126,0.856,0.018000000000000002
320,chamillionaire,2006.0,8.0,1.0,-0.9244,0.096,0.7859999999999999,0.11800000000000001
321,champaign,1982.0,65.0,2.0,0.99065,0.14650000000000002,0.8180000000000001,0.035
322,changing faces,1995.5,37.5,1.0,0.20575000000000004,0.07600000000000001,0.8579999999999999,0.066
323,chante moore,1999.0,71.0,1.0,-0.7371,0.102,0.754,0.14400000000000002
324,charlene,1982.0,38.0,1.0,0.995,0.207,0.723,0.07
325,charles,1992.0,90.0,3.0,0.6192,0.075,0.856,0.069
326,charles wright,1970.0,53.5,3.0,0.9503999999999999,0.2495,0.733,0.0175
327,charley pride,1972.0,74.0,1.0,0.9871,0.265,0.718,0.018000000000000002
328,charli xcx,2014.0,34.0,1.0,0.9911,0.11900000000000001,0.8590000000000001,0.022000000000000002
329,charlie daniels band,1980.0,96.0,1.0,0.0,0.0,1.0,0.0
330,charlie dore,1980.0,78.0,3.0,0.9988,0.309,0.6459999999999999,0.045
331,charlie puth,2016.0,47.5,1.0,0.420875,0.119,0.8059999999999999,0.07525
332,charlie rich,1973.6666666666667,54.666666666666664,1.0,0.9445666666666667,0.17166666666666666,0.7546666666666667,0.07366666666666666
333,cheap trick,1985.0,39.333333333333336,1.0,0.33903333333333335,0.18666666666666665,0.7443333333333334,0.069
334,cheat codes,2017.0,91.0,1.0,0.9969,0.307,0.642,0.051
335,checkmates ltd,1969.0,66.0,3.0,0.9953,0.212,0.748,0.04
336,cher,1979.5833333333333,53.833333333333336,1.1666666666666667,0.5038333333333334,0.12608333333333335,0.789,0.08491666666666668
337,cher lloyd,2012.0,55.0,1.0,0.9847,0.12300000000000001,0.855,0.021
338,cherish,2006.0,56.0,1.0,-0.5859,0.031,0.927,0.042
339,cheryl lynn,1979.0,69.0,1.0,0.9957,0.29,0.71,0.0
340,chesney hawkes,1991.0,93.0,1.0,0.9674,0.141,0.828,0.031
341,chic,1978.75,26.25,1.0,0.45032500000000003,0.26975,0.6245,0.10600000000000001
342,chicago,1979.0,52.46666666666667,1.0,0.62,0.14964285714285713,0.7928571428571427,0.057571428571428586
343,childish gambino,2017.0,25.0,1.0,-0.9895,0.086,0.737,0.177
344,chingy,2004.0,51.6,1.0,0.5829,0.095,0.8458,0.05920000000000001
345,chris brown,2009.7894736842106,54.578947368421055,1.0,0.4066631578947369,0.13831578947368423,0.7867368421052631,0.07489473684210528
346,chris de burgh,1987.0,21.0,3.0,0.9951,0.228,0.7290000000000001,0.044000000000000004
347,chris isaak,1991.0,79.0,1.0,0.9795,0.21899999999999997,0.611,0.17
348,chris montez,1966.0,94.0,1.0,0.1501,0.11199999999999999,0.789,0.099
349,chris rea,1978.0,84.0,1.0,-0.8834,0.131,0.698,0.171
350,christie,1970.0,83.0,3.0,0.8613,0.11699999999999999,0.784,0.099
351,christina aguilera,2001.75,37.5,1.25,0.982225,0.19375,0.7429999999999999,0.063
352,christina aguilera lil kim m'ya,2001.0,24.0,,,,,
353,christina milian,2004.0,23.0,1.0,0.9912,0.17300000000000001,0.7440000000000001,0.084
354,christina perri,2011.5,71.0,1.0,0.99265,0.20600000000000002,0.7495,0.0445
355,christine mcvie,1984.0,91.0,1.0,0.9913,0.337,0.64,0.023
356,christopher cross,1981.6666666666667,60.666666666666664,1.0,0.9712999999999999,0.21200000000000005,0.7585000000000001,0.029500000000000002
357,chuck berry,1972.0,15.0,,,,,
358,chuck mangione,1978.0,21.0,1.0,0.0,0.0,0.0,0.0
359,chumbawamba,1997.5,52.0,3.0,0.9567,0.1,0.858,0.042
360,ciara,2006.7142857142858,48.142857142857146,1.0,0.6692857142857144,0.13942857142857143,0.8154285714285715,0.045142857142857144
361,citizen king,1999.0,96.0,1.0,0.9968,0.209,0.759,0.032
362,city high,2001.5,47.0,1.0,0.011649999999999994,0.1485,0.7935000000000001,0.058
363,cj,1977.0,100.0,,,,,
364,clarence carter,1969.0,39.5,1.0,0.9561,0.1395,0.829,0.032
365,classics iv,1968.5,40.0,1.0,0.9717,0.2,0.7415,0.058499999999999996
366,clay aiken,2003.0,47.0,1.0,0.9739,0.122,0.878,0.0
367,clean bandit,2015.5,42.5,1.0,0.0022000000000000353,0.15699999999999997,0.7015,0.14100000000000001
368,cliff nobles,1968.0,21.0,3.0,0.0,0.0,1.0,0.0
369,cliff richard,1979.0,53.666666666666664,1.0,0.33003333333333335,0.24300000000000002,0.6003333333333333,0.15633333333333335
370,climax,1972.0,30.0,3.0,0.9907,0.23800000000000002,0.7090000000000001,0.054000000000000006
371,climax blues band,1979.0,26.0,1.0,0.024599999999999955,0.10649999999999998,0.8465,0.04699999999999999
372,clint holmes,1973.0,12.0,3.0,0.9690000000000001,0.11,0.8809999999999999,0.01
373,club nouveau,1987.0,29.0,1.0,-0.7691,0.147,0.6659999999999999,0.187
374,cobra starship,2010.0,45.5,1.0,0.86365,0.1465,0.737,0.1165
375,colbie caillat,2008.0,55.75,1.0,0.20647500000000002,0.10525,0.8542500000000001,0.0405
376,colby odonis,2008.0,51.0,1.0,0.9337,0.079,0.867,0.054000000000000006
377,coldplay,2010.375,61.75,1.0,-0.27472500000000005,0.06875,0.84625,0.08499999999999999
378,collective soul,1995.0,37.666666666666664,1.0,0.9751666666666666,0.167,0.7959999999999999,0.037
379,color me badd,1992.3333333333333,43.166666666666664,1.0,0.6685333333333334,0.2501666666666667,0.7036666666666666,0.04633333333333333
380,commander cody,1972.0,69.0,3.0,0.9853,0.113,0.8440000000000001,0.043
381,commodores,1979.75,42.375,1.0,0.7882875,0.23412500000000003,0.709875,0.055875
382,coolio,1995.6,32.0,1.4,0.7017,0.1262,0.7842,0.089
383,corey hart,1984.5,40.0,1.0,-0.9102,0.013500000000000002,0.9055,0.081
384,corina,1991.0,58.0,3.0,0.9925,0.21100000000000002,0.73,0.059000000000000004
385,cornelius brothers,1971.5,24.5,3.0,0.99745,0.28550000000000003,0.6849999999999999,0.030000000000000002
386,corona,1995.0,54.0,1.0,0.9719,0.166,0.787,0.047
387,count five,1966.0,64.0,3.0,-0.9470000000000001,0.091,0.655,0.254
388,craig david,2001.5,44.5,1.0,0.9423,0.11649999999999999,0.8619999999999999,0.0215
389,craig mack,1994.0,81.0,1.0,-0.8519,0.073,0.8420000000000001,0.084
390,crash test dummies,1994.0,35.0,1.0,-0.2883,0.034,0.919,0.047
391,crazy elephant,1969.0,89.0,3.0,0.9896,0.35700000000000004,0.608,0.035
392,crazy town,2001.0,29.0,1.0,0.9933,0.128,0.797,0.075
393,cream,1968.0,43.5,1.0,0.07995000000000002,0.17700000000000002,0.7455,0.078
394,creed,2000.6666666666667,33.833333333333336,1.0,0.6305333333333334,0.1535,0.7633333333333333,0.08333333333333333
395,creedence clearwater revival,1969.2857142857142,52.714285714285715,1.0,0.44121428571428567,0.152,0.7965714285714285,0.05128571428571428
396,crime mob,2007.0,95.0,1.0,0.9834,0.069,0.905,0.026000000000000002
397,crispian st peters,1966.0,69.0,1.0,0.9483,0.076,0.914,0.009000000000000001
398,crosby stills,1979.5,52.0,3.0,0.84565,0.11750000000000001,0.837,0.046000000000000006
399,crosby stills nash,1970.0,94.0,1.0,0.8924,0.114,0.8420000000000001,0.045
400,crowded house,1987.0,48.0,1.0,0.004249999999999976,0.154,0.735,0.1105
401,crucial conflict,1996.0,93.0,1.0,-0.8293,0.065,0.862,0.07200000000000001
402,crystal gayle,1978.0,71.0,1.0,-0.9794,0.046,0.769,0.18600000000000003
403,crystal waters,1994.5,64.0,1.0,0.9972,0.23399999999999999,0.7509999999999999,0.015
404,culture beat,1994.0,76.0,1.0,0.162,0.177,0.695,0.128
405,culture club,1983.5,46.166666666666664,1.0,-0.02118333333333335,0.15866666666666665,0.7116666666666666,0.12966666666666668
406,curtis mayfield,1972.5,73.5,1.0,0.15239999999999998,0.241,0.611,0.14800000000000002
407,cutting crew,1987.0,64.5,1.0,0.00379999999999997,0.1835,0.712,0.1045
408,cyndi lauper,1985.0,38.833333333333336,1.0,0.3429666666666667,0.128,0.8183333333333334,0.053666666666666675
409,cypress hill,1993.0,65.0,1.0,-0.9979,0.053,0.7,0.247
410,d mob,1990.0,85.0,,,,,
411,d12,2004.0,59.0,1.0,-0.9801,0.084,0.804,0.11199999999999999
412,d4l,2006.0,46.0,1.0,-0.9445,0.05,0.858,0.092
413,da brat,1996.3333333333333,73.0,1.0,-0.23970000000000002,0.134,0.7676666666666666,0.09833333333333334
414,daddy dewdrop,1971.0,34.0,,,,,
415,daddy yankee,2006.0,74.0,1.0,0.7669,0.049,0.915,0.036000000000000004
416,daft punk,2013.0,14.0,1.0,0.9990000000000001,0.228,0.764,0.008
417,damn yankees,1991.0,14.0,1.0,-0.629,0.059000000000000004,0.868,0.073
418,dan fogelberg,1981.0,49.0,1.0,0.9518666666666666,0.15933333333333333,0.777,0.06366666666666666
419,dan hartman,1984.0,29.0,1.0,0.9826,0.166,0.807,0.027000000000000003
420,dan hill,1982.5,48.0,1.0,0.035099999999999965,0.15050000000000002,0.7244999999999999,0.1245
421,dangelo,1995.5,78.0,1.0,0.9746,0.14450000000000002,0.831,0.0245
422,daniel bedingfield,2002.5,60.5,1.0,0.9933,0.16449999999999998,0.8075,0.028
423,daniel boone,1972.0,42.0,3.0,0.9966,0.305,0.682,0.013000000000000001
424,daniel powter,2006.0,1.0,1.0,-0.9897,0.087,0.746,0.168
425,danity kane,2007.0,60.5,1.0,-0.0024000000000000132,0.066,0.798,0.136
426,darius rucker,2013.0,54.0,1.0,0.9782,0.127,0.835,0.038
427,darryl worley,2003.0,90.0,1.0,-0.9925,0.077,0.7240000000000001,0.19899999999999998
428,daryl hall,1983.9166666666667,48.75,3.1666666666666665,0.32124166666666665,0.10691666666666667,0.8041666666666667,0.08900000000000001
429,das efx,1992.0,99.0,1.0,0.5087,0.085,0.857,0.057999999999999996
430,daughtry,2008.2,59.2,1.0,0.8480599999999999,0.1618,0.7540000000000001,0.0844
431,dave edmunds,1971.0,81.0,1.0,0.527,0.068,0.882,0.05
432,dave loggins,1974.0,65.0,3.0,0.4263,0.11,0.794,0.096
433,dave matthews band,2001.0,65.0,1.0,-0.8505,0.155,0.657,0.188
434,david archuleta,2008.0,76.0,1.0,0.9249,0.084,0.843,0.073
435,david banner,2006.5,58.5,1.0,0.96375,0.111,0.8240000000000001,0.065
436,david bowie,1978.0,43.4,1.0,0.34762000000000004,0.14699999999999996,0.7817999999999999,0.0712
437,david cook,2008.0,69.0,1.0,0.8555,0.044000000000000004,0.9470000000000001,0.009000000000000001
438,david essex,1974.0,17.0,1.0,0.8807,0.08,0.899,0.022000000000000002
439,david gates,1978.0,47.0,1.0,0.6258,0.065,0.882,0.053
440,david guetta,2011.857142857143,46.714285714285715,1.0,0.15195714285714285,0.1335714285714286,0.7361428571428572,0.1305714285714286
441,david houston,1966.0,72.0,1.0,0.9201,0.125,0.8340000000000001,0.040999999999999995
442,david lee roth,1986.5,92.5,1.0,0.9965999999999999,0.263,0.7195,0.0175
443,david naughton,1979.0,14.0,3.0,-0.8316,0.078,0.8009999999999999,0.121
444,david ruffin,1972.5,92.5,1.0,0.7939499999999999,0.1565,0.79,0.0535
445,david soul,1977.0,29.0,1.0,0.6331,0.061,0.899,0.04
446,dawn,1970.0,18.0,3.0,0.9749,0.204,0.754,0.042
447,daya,2016.0,81.0,1.0,0.9967999999999999,0.224,0.683,0.093
448,dazz band,1982.0,24.0,1.0,0.9919,0.159,0.78,0.061
449,dean friedman,1977.0,69.0,1.0,0.9732,0.10099999999999999,0.878,0.021
450,debarge,1984.25,69.75,2.0,0.7855249999999999,0.20375000000000001,0.73725,0.059250000000000004
451,debbie gibson,1988.0,29.4,1.0,0.5025000000000001,0.2426,0.6451999999999999,0.11259999999999999
452,debby boone,1978.0,3.0,1.0,0.9725,0.145,0.8320000000000001,0.023
453,debelah morgan,2000.5,91.0,1.0,0.9896,0.141,0.8140000000000001,0.045
454,deborah cox,1997.6666666666667,62.666666666666664,1.0,-0.5685333333333333,0.117,0.7239999999999999,0.159
455,deeelite,1991.0,91.0,1.0,0.9753,0.10099999999999999,0.865,0.034
456,deep blue something,1996.0,39.0,1.0,0.8596,0.09300000000000001,0.856,0.051
457,deep purple,1973.0,50.0,1.0,-0.9406,0.049,0.8140000000000001,0.13699999999999998
458,def leppard,1989.2857142857142,67.14285714285714,1.0,0.4399857142857143,0.17385714285714288,0.7478571428571429,0.07828571428571428
459,default,2002.0,26.0,1.0,-0.9911,0.063,0.732,0.205
460,del amitri,1995.0,55.0,1.0,-0.5522,0.113,0.767,0.12
461,del shannon,1965.0,99.0,1.0,-0.8653,0.017,0.887,0.096
462,delaney,1971.0,67.0,3.0,-0.9881,0.03,0.789,0.18100000000000002
463,delbert mcclinton,1981.0,60.0,1.0,0.9985,0.29600000000000004,0.659,0.045
464,dem franchize boyz,2006.0,55.0,1.0,0.03855000000000003,0.11050000000000001,0.829,0.06
465,demi lovato,2014.25,47.25,1.0,-0.4615,0.1335,0.6930000000000001,0.17325
466,deniece williams,1983.0,42.0,1.0,0.99495,0.26149999999999995,0.685,0.053500000000000006
467,denise lasalle,1971.0,85.0,3.0,0.5927,0.154,0.701,0.145
468,dennis coffey,1972.0,43.0,3.0,0.0,0.0,1.0,0.0
469,deodato,1973.0,90.0,3.0,0.0,0.079,0.841,0.079
470,deon estus,1989.0,94.0,3.0,0.9992,0.499,0.424,0.076
471,deon jackson,1966.0,68.0,1.0,0.9954,0.308,0.649,0.043
472,depeche mode,1990.0,66.0,1.0,-0.9701,0.062,0.742,0.196
473,derek,1972.0,60.0,3.0,0.5845,0.131,0.759,0.11
474,desiigner,2016.0,52.0,1.0,-0.9982,0.049,0.7510000000000001,0.2
475,desree,1995.0,20.0,1.0,0.9967,0.23399999999999999,0.652,0.114
476,destinys child,2001.5833333333333,38.333333333333336,1.0,0.5040333333333333,0.12600000000000003,0.7873333333333333,0.08666666666666667
477,dev,2011.0,83.0,1.0,-0.6662,0.027000000000000003,0.932,0.040999999999999995
478,devo,1981.0,94.0,1.0,0.6597,0.091,0.847,0.062
479,dexys midnight runners,1983.0,13.0,1.0,0.2194,0.07400000000000001,0.8490000000000001,0.077
480,dht,2005.0,35.0,1.0,0.9895,0.162,0.813,0.025
481,diamond rio,2001.0,86.0,1.0,0.9451,0.107,0.851,0.042
482,diana king,1995.0,43.0,1.0,0.9997,0.365,0.5670000000000001,0.068
483,diana ross,1978.4615384615386,47.07692307692308,1.1538461538461537,0.8258846153846154,0.19584615384615386,0.7366153846153846,0.06761538461538462
484,dickey lee,1965.0,71.0,3.0,-0.6591,0.078,0.805,0.11800000000000001
485,diddy,2009.0,40.0,1.0,0.9863,0.1385,0.8015,0.06
486,dido,2002.5,22.0,1.0,0.006699999999999984,0.1365,0.7775,0.08650000000000001
487,dierks bentley,2008.5,83.0,1.0,-0.08015,0.081,0.831,0.08750000000000001
488,digable planets,1993.0,81.0,1.0,0.9953,0.162,0.787,0.051
489,digital underground,1990.0,62.0,3.0,0.9981,0.155,0.787,0.057999999999999996
490,dino,1990.6666666666667,74.66666666666667,3.0,0.9952,0.27033333333333337,0.6966666666666667,0.033
491,dino desi,1965.0,97.0,,,,,
492,dionne,1986.0,1.0,,,,,
493,dionne farris,1995.0,11.0,1.0,0.9543,0.185,0.7809999999999999,0.033
494,dionne warwick,1972.4,65.3,1.4444444444444444,0.6176555555555555,0.16722222222222222,0.7652222222222224,0.06722222222222222
495,dire straits,1983.3333333333333,39.333333333333336,1.0,0.9716333333333332,0.13833333333333334,0.8196666666666667,0.042
496,dirty vegas,2002.0,80.0,1.0,-0.9042,0.034,0.875,0.091
497,disclosure,2014.0,28.0,1.0,0.9855,0.124,0.866,0.01
498,discotex,1975.0,100.0,,,,,
499,dishwalla,1996.0,28.0,1.0,0.9667,0.113,0.87,0.017
500,divine,1998.5,46.0,1.0,0.9495,0.13,0.805,0.065
501,divinyls,1991.0,52.0,3.0,0.6705,0.19699999999999998,0.654,0.149
502,dixie chicks,2001.6666666666667,75.66666666666667,1.0,0.4030666666666667,0.143,0.8423333333333334,0.014666666666666666
503,dj jazzy jeff,1992.0,56.5,2.0,0.00045000000000000595,0.111,0.7805,0.10850000000000001
504,dj khaled,2014.2,43.0,1.0,0.9750800000000002,0.1494,0.7859999999999999,0.0644
505,dj kool,1997.0,96.0,1.0,0.9990000000000001,0.215,0.7390000000000001,0.046
506,dj sammy,2002.0,31.0,1.0,0.9891,0.19399999999999998,0.73,0.076
507,dj snake,2015.6,49.4,1.0,0.2069,0.1386,0.7052,0.15560000000000002
508,dmx,2000.0,71.0,1.0,-0.9988,0.038,0.8079999999999999,0.155
509,dna,1991.0,53.0,5.0,-0.1027,0.047,0.905,0.048
510,dnce,2016.0,18.0,1.0,0.9601,0.171,0.6940000000000001,0.135
511,do or die,1996.0,91.0,1.0,-0.9871,0.084,0.792,0.124
512,dobie gray,1973.0,17.0,1.0,0.9753,0.155,0.754,0.091
513,dolly parton,1979.5,34.5,1.0,0.67125,0.108,0.8320000000000001,0.06
514,domino,1994.0,55.0,1.0,0.9389,0.09,0.841,0.069
515,don henley,1985.5,74.25,2.0,0.47719999999999996,0.1175,0.80775,0.07475
516,don mclean,1975.0,45.666666666666664,1.0,-0.6180666666666667,0.13033333333333333,0.6973333333333334,0.17266666666666666
517,donell jones,2000.0,73.0,1.0,0.85695,0.099,0.8119999999999999,0.08900000000000001
518,donna fargo,1972.5,69.0,1.0,0.99715,0.3045,0.671,0.0245
519,donna lewis,1996.5,36.0,1.0,0.9978,0.221,0.7509999999999999,0.027999999999999997
520,donna summer,1980.3636363636363,38.81818181818182,1.1818181818181819,0.5643,0.15763636363636363,0.7525454545454546,0.08945454545454545
521,donny,1975.0,65.33333333333333,3.0,0.97705,0.1975,0.761,0.0415
522,donny osmond,1975.2,52.4,1.4,0.9085599999999999,0.2704,0.6662,0.06299999999999999
523,donovan,1967.6666666666667,46.666666666666664,1.0,0.9862333333333333,0.139,0.8493333333333334,0.011000000000000001
524,dorothy moore,1976.0,19.0,1.0,0.9022,0.12,0.809,0.071
525,dottie west,1981.0,55.0,,,,,
526,dr buzzards original savannah band,1977.0,91.0,1.0,-0.9445,0.151,0.6629999999999999,0.187
527,dr dre,1998.6666666666667,52.833333333333336,1.6666666666666667,-0.5984666666666666,0.11533333333333333,0.751,0.13333333333333333
528,dr hook,1976.875,41.125,1.0,0.9883571428571428,0.24057142857142857,0.7255714285714286,0.033857142857142856
529,dr john,1973.0,24.0,1.0,-0.9889,0.063,0.747,0.19
530,drake,2013.5,48.45454545454545,1.0,0.44222272727272727,0.1509545454545455,0.7686818181818182,0.08054545454545455
531,dram,2016.5,52.0,1.0,-0.9255,0.11,0.7709999999999999,0.11900000000000001
532,dream,2001.0,28.0,1.0,0.986,0.151,0.775,0.07400000000000001
533,dream academy,1986.0,78.0,1.0,0.9169,0.06,0.94,0.0
534,drs,1994.0,39.0,3.0,-0.6149,0.079,0.843,0.079
535,dru hill,1997.8,55.2,1.0,0.95946,0.1648,0.7504000000000001,0.08460000000000001
536,duice,1993.0,16.0,3.0,0.9887,0.08900000000000001,0.883,0.027999999999999997
537,duncan sheik,1997.0,18.0,1.0,0.6414,0.11199999999999999,0.779,0.109
538,duran duran,1986.3636363636363,41.72727272727273,1.1818181818181819,-0.11522727272727273,0.09436363636363634,0.7601818181818181,0.14527272727272728
539,dustin lynch,2017.0,94.0,1.0,0.9935,0.198,0.7240000000000001,0.078
540,dusty springfield,1966.0,35.0,1.0,0.9778,0.18100000000000002,0.743,0.076
541,dwight twilley band,1975.0,95.0,5.0,-0.9984,0.073,0.5489999999999999,0.37799999999999995
542,e40,2006.0,52.0,1.0,-0.925,0.075,0.8290000000000001,0.096
543,eagleeye cherry,1999.0,22.0,,,,,
544,eagles,1977.5,39.125,3.0,0.6648142857142857,0.15271428571428572,0.8037142857142857,0.04357142857142857
545,eamon,2004.0,63.0,,,,,
546,earth wind,1978.2,58.7,3.4,0.97349,0.22419999999999995,0.7116,0.06420000000000001
547,echosmith,2014.0,59.0,1.0,0.9995,0.467,0.53,0.003
548,ed ames,1967.0,46.0,3.0,0.9719,0.18899999999999997,0.8109999999999999,0.0
549,ed sheeran,2015.0,44.0,1.25,0.37808749999999997,0.13175,0.7966249999999999,0.07150000000000001
550,eddie holman,1970.0,44.0,1.0,-0.9874,0.125,0.5589999999999999,0.316
551,eddie kendricks,1974.0,48.0,1.0,0.96,0.17066666666666666,0.7776666666666667,0.051666666666666666
552,eddie money,1983.75,64.0,1.0,0.539525,0.15025,0.7919999999999999,0.057999999999999996
553,eddie murphy,1986.0,7.0,1.0,0.9969,0.313,0.674,0.013000000000000001
554,eddie rabbitt,1980.8,53.0,1.0,0.9518799999999998,0.2548,0.6878,0.05740000000000001
555,eddy grant,1983.0,22.0,1.0,-0.9546,0.040999999999999995,0.8590000000000001,0.1
556,edens crush,2001.0,92.0,1.0,0.9925,0.153,0.8,0.047
557,edgar winter group,1973.0,56.0,2.0,0.4991,0.2025,0.7895,0.008
558,edie brickell,1989.0,84.0,3.0,-0.9723,0.019,0.903,0.078
559,edison lighthouse,1970.0,40.0,3.0,0.9983,0.35100000000000003,0.627,0.021
560,edward bear,1973.0,67.0,3.0,-0.9439,0.105,0.728,0.16699999999999998
561,edward maya,2011.0,54.0,1.0,-0.852,0.139,0.7040000000000001,0.157
562,edwin hawkins singers,1969.0,93.0,3.0,0.9965,0.35600000000000004,0.498,0.146
563,edwin mccain,1998.0,74.0,1.0,0.9941,0.243,0.67,0.086
564,edwin starr,1969.5,37.0,1.0,0.18864999999999998,0.157,0.7085,0.135
565,eiffel 65,2000.0,49.0,1.0,0.3612,0.006,0.9940000000000001,0.0
566,el debarge,1986.0,67.0,1.0,0.9953,0.16899999999999998,0.8009999999999999,0.03
567,electric light orchestra,1977.7777777777778,72.88888888888889,1.0,0.03855555555555558,0.10455555555555557,0.7482222222222222,0.14722222222222223
568,eli young band,2011.5,87.5,1.0,0.95915,0.1615,0.7304999999999999,0.10749999999999998
569,ella henderson,2015.0,93.0,1.0,-0.9959,0.085,0.695,0.22
570,elle king,2015.5,68.0,1.0,0.9807,0.146,0.799,0.055
571,ellie goulding,2014.25,34.5,1.0,0.398125,0.1605,0.74975,0.09
572,elliott yamin,2007.0,41.0,1.0,0.6466,0.09,0.826,0.085
573,elton john,1981.7037037037037,45.370370370370374,1.0,0.4749846153846154,0.14211538461538462,0.7853461538461541,0.07253846153846157
574,elvin bishop,1976.0,56.0,1.0,0.8183,0.188,0.614,0.19699999999999998
575,elvis presley,1970.3333333333333,41.0,1.0,0.6329166666666667,0.18833333333333335,0.7306666666666667,0.08083333333333333
576,emeli sande,2013.0,88.0,1.0,-0.4215,0.075,0.8320000000000001,0.094
577,emf,1991.0,6.0,1.0,0.9196,0.132,0.77,0.098
578,eminem,2005.5333333333333,54.666666666666664,1.1333333333333333,0.31527333333333335,0.11760000000000001,0.7524,0.13006666666666666
579,eminem dr dre,2009.0,47.0,,,,,
580,en vogue,1992.6666666666667,38.0,1.0,0.9493333333333335,0.16,0.7526666666666667,0.08766666666666667
581,engelbert humperdinck,1972.0,46.0,1.0,0.005549999999999999,0.138,0.73,0.1325
582,england dan,1977.5,44.5,4.0,0.98865,0.259,0.682,0.059000000000000004
583,enigma,1992.5,48.0,1.0,0.48495,0.133,0.8265,0.0405
584,enrique iglesias,2004.875,38.375,1.0,0.47727500000000006,0.153625,0.739,0.10700000000000001
585,enya,2001.0,59.0,1.0,0.9693,0.155,0.826,0.019
586,erasure,1994.0,73.0,1.0,0.9966,0.251,0.6609999999999999,0.08800000000000001
587,eric benet,1999.0,65.0,1.0,-0.8988,0.06,0.848,0.092
588,eric burdon,1970.0,20.0,1.0,-0.0644,0.021,0.9490000000000001,0.03
589,eric carmen,1984.0,34.333333333333336,1.0,0.9245666666666666,0.125,0.8246666666666665,0.050333333333333334
590,eric church,2012.0,58.0,1.0,0.9223,0.107,0.8340000000000001,0.06
591,eric clapton,1985.0,53.25,1.0,0.2964125,0.14962499999999998,0.769125,0.081375
592,eric weissberg,1973.0,61.0,,,,,
593,erick sermon,2001.0,83.0,1.0,0.9961,0.203,0.716,0.081
594,eruption,1978.0,95.0,5.0,0.9037,0.105,0.86,0.035
595,erykah badu,2000.0,76.66666666666667,2.0,0.95825,0.191,0.7435,0.0655
596,estelle,2008.0,39.0,1.0,0.9991,0.228,0.731,0.040999999999999995
597,eternal,1994.0,80.0,1.0,0.9907,0.156,0.8,0.044000000000000004
598,europe,1987.0,56.0,1.0,-0.6494,0.08199999999999999,0.805,0.113
599,eurythmics,1984.0,39.333333333333336,1.0,0.31903333333333334,0.18633333333333335,0.7290000000000001,0.08433333333333333
600,evan,2001.0,54.0,3.0,-0.7495,0.039,0.875,0.087
601,evanescence,2004.3333333333333,35.333333333333336,1.0,0.19449999999999998,0.10566666666666664,0.7696666666666667,0.125
602,eve,2001.5,13.0,1.0,0.0007999999999999674,0.093,0.8140000000000001,0.093
603,eve 6,2001.0,90.0,1.0,0.4165,0.133,0.746,0.121
604,evelyn champagne king,1978.0,64.0,1.0,-0.9365,0.16399999999999998,0.644,0.192
605,everclear,2000.0,54.0,1.0,0.7452,0.20199999999999999,0.625,0.17300000000000001
606,everlast,1999.0,28.0,1.0,-0.7648,0.141,0.7190000000000001,0.14
607,every mothers son,1967.0,22.0,5.0,0.5986,0.099,0.841,0.06
608,everything but the girl,1996.0,12.0,1.0,0.9714,0.192,0.628,0.179
609,exile,1978.0,5.0,1.0,0.9921,0.174,0.772,0.054000000000000006
610,expose,1988.5,59.166666666666664,1.0,0.9743166666666667,0.17066666666666666,0.7936666666666667,0.036
611,extreme,1991.0,26.5,1.0,0.87505,0.1215,0.8374999999999999,0.040999999999999995
612,fabolous,2005.5,40.5,1.0,0.9117,0.13924999999999998,0.8035000000000001,0.056499999999999995
613,faith evans,1998.2,73.6,1.0,0.9940999999999999,0.2008,0.7545999999999999,0.044800000000000006
614,faith hill,2000.8333333333333,43.0,1.0,0.6747000000000001,0.224,0.742,0.03383333333333333
615,faith no more,1990.0,75.0,1.0,0.9375,0.13699999999999998,0.7829999999999999,0.08
616,falco,1986.0,28.0,1.0,-0.9974,0.016,0.768,0.215
617,fall out boy,2009.25,44.125,1.0,0.4403125,0.15825,0.76625,0.075625
618,fancy,1974.0,99.0,3.0,0.9042,0.13699999999999998,0.8240000000000001,0.039
619,fantasia,2005.0,73.0,1.0,0.9956,0.154,0.8,0.046
