main_artist,avg_year,avg_rank,avg_comp_score,avg_pos_score,avg_neu_score,avg_neg_score,sp_id,sp_name,followers_count,popularity,genres
level 42,1986.0,37.0,0.6759,0.131,0.76,0.109,3CygdxquGHurS7f9LjNLkv,Little Big Town,22792,47,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road', 'modern country rock']"
levert,1987.0,71.0,0.9993,0.292,0.676,0.032,6clbbhnIqpHnqxwtOWcilg,Little River Band,902101,67,"['album rock', 'australian pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']"
lfo,1999.5,65.5,0.9937,0.1565,0.7695,0.074,1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,157836,59,"['crunk', 'dance pop', 'dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
liam payne,2017.0,36.0,0.9994,0.225,0.765,0.009,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,457267,65,['israeli pop']
lifehouse,2004.75,45.5,0.90275,0.113,0.83625,0.05,3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks,36531,74,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap music']"
lil bow wow,2000.0,94.0,0.9959,0.132,0.825,0.043,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,329288,65,"['dance pop', 'edm', 'pop rap']"
lil flip,2004.0,42.5,0.0015,0.1175,0.8085,0.074,1sldhz8tzC100cRAdfnMht,Lobo,2440844,68,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'soft rock', 'soul christmas']"
lil jon,2004.5,32.5,-0.489725,0.1005,0.758,0.141,3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,59326,54,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
lil kim,2000.0,54.5,-0.232175,0.0795,0.791,0.12925,4xRYI6VqpkE3UwrDrAZL8L,Logic,211986,70,['rap']
lil mo,2001.0,53.0,0.9961,0.225,0.649,0.126,5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,2179375,92,"['classical', 'classical performance', 'orchestral']"
lil romeo,2001.0,74.0,0.9931,0.112,0.878,0.009,0gcMPgunYh4rX1UOdvZKBn,Londonbeat,141980,73,"['eurodance', 'hip house']"
lil uzi vert,2017.0,13.0,-0.9755,0.165,0.661,0.174,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,7108,45,"['contemporary country', 'country', 'country christmas', 'country road']"
lil wayne,2010.2,55.5,-0.1985,0.1495,0.7084,0.1422,5jJN1nmKXzRjodMl1THQeI,Looking Glass,318499,60,[]
lil wayne wiz khalifa,2016.0,68.0,nan,nan,nan,nan,5EC3MUN6vECf8sxUU9IVw6,Lord Tariq,13841,58,[]
linda ronstadt,1980.22222222,58.6666666667,0.551677777778,0.216222222222,0.695555555556,0.0882222222222,163tK9Wjr9P9DmM0AVK7lm,Lorde,1037,34,"['art pop', 'dance pop', 'metropopolis', 'pop']"
lindsey buckingham,1982.0,45.0,-0.9595,0.072,0.695,0.233,1JdeDdujDbS6ZeSlkXqx3a,Loreena McKennitt,3013211,82,"['celtic', 'celtic christmas', 'new age', 'pop christmas', 'world', 'world christmas']"
linear,1990.0,31.0,0.9972,0.285,0.621,0.094,46XFR4hn1MmBKyvwxxEFFo,Los Bravos del Norte,153691,56,[]
linkin park,2006.57142857,53.2857142857,-0.179928571429,0.0755714285714,0.828,0.0962857142857,6OWapcJm9xd55ci9CYbAuT,Los Lobos,3141,38,['roots rock']
lionel richie,1984.58333333,48.5,0.956566666667,0.195666666667,0.765333333333,0.039,4aSEmLLxLX9wR5aLMllOKj,Los Lonely Boys,50718,56,[]
lipps inc,1980.0,8.0,0.7506,0.048,0.952,0.0,46lnlnlU0dXTDpoAUmH6Qx,Lou Bega,33070,48,[]
lisa lisa,1986.66666667,36.3333333333,0.2988,0.157333333333,0.675333333333,0.167333333333,5bLcI9Jo6RyrrHzG9veVyn,Lou Christie,38139,64,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
lisa loeb,1996.0,32.0,-0.91365,0.09,0.768,0.142,7CnmC3gRgLev4I609BrSxj,Lou Gramm,9387,34,"['album rock', 'mellow gold', 'soft rock']"
lisa stansfield,1990.0,21.0,-0.9958,0.018,0.84,0.142,1zJBFCev9UwOMcrZsLi2od,Lou Rawls,15704,41,"['adult standards', 'chicago soul', 'christmas', 'disco', 'jazz blues', 'jazz christmas', 'lounge', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']"
lita ford,1989.0,77.0,0.8694,0.116,0.799,0.085,3aGFCoR8xGN6DKwvdzeSja,ILoveMakonnen,47739,50,"['pop rap', 'rap', 'southern hip hop', 'trap music']"
little anthony,1965.0,91.0,-0.8968,0.143,0.657,0.2,457yGSZecENoIuNWelRHhH,The Love Unlimited Orchestra,227454,64,"['disco', 'quiet storm']"
little big town,2013.5,65.0,-0.04715,0.124,0.758,0.118,457yGSZecENoIuNWelRHhH,The Love Unlimited Orchestra,19546,47,"['disco', 'quiet storm']"
little river band,1980.42857143,61.0,0.337614285714,0.128571428571,0.787,0.0845714285714,2CLVPk9FcywjClBcTvWPkT,Loverboy,19546,47,"['album rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
ll cool j,1997.57142857,57.5714285714,0.714628571429,0.142285714286,0.779857142857,0.0781428571429,7CCn4PFRRRZF127jtCBAUe,The Lovin' Spoonful,156937,58,"['art rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock-and-roll', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
lloyd,2006.0,58.3333333333,0.981166666667,0.124666666667,0.848,0.027,1J3nCyJ2KtGhh9JuywOrVD,LSG,100337,56,"['funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
lloyd banks,2004.0,55.0,-0.9954,0.062,0.764,0.174,5P53Exo01miUunItQyR2La,L.T.D.,150544,48,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'soul blues', 'southern soul', 'urban contemporary']"
lmfao,2011.5,25.25,0.98565,0.135,0.8095,0.056,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,90834,46,"['crunk', 'dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
lobo,1972.0,73.0,0.9401,0.1245,0.8355,0.04,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,1266390,78,"['latin', 'latin pop', 'pop']"
loggins,1973.0,53.0,nan,nan,nan,nan,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1942846,85,[]
logic,2017.0,31.0,-0.9934,0.118,0.678,0.205,718COspgdWOnwOFpJHRZHS,Luke Combs,908906,73,"['contemporary country', 'country road', 'modern country rock']"
london symphony orchestra,1977.0,99.0,0.0,0.0,1.0,0.0,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,270592,76,"['contemporary country', 'country', 'country christmas', 'country road']"
londonbeat,1991.0,31.0,0.5656,0.089,0.827,0.084,718COspgdWOnwOFpJHRZHS,Luke Combs,2456155,80,"['contemporary country', 'country road', 'modern country rock']"
lonestar,2000.6,64.8,0.97936,0.1572,0.8298,0.0132,0jYKX08u1XxmHrl5TdM2QZ,Lulu,270592,76,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
looking glass,1972.0,12.0,0.9794,0.16,0.803,0.037,1IO0GVa1xjkFMXsg66FiE9,Lumidee,24123,47,['hip pop']
lord david dundas,1977.0,73.0,nan,nan,nan,nan,3z3g65U7mmyyBmmDfsQK9x,Luniz,20959,51,"['g funk', 'gangster rap', 'hyphy', 'west coast rap']"
lord tariq,1998.0,36.0,0.9886,0.177,0.686,0.137,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,57838,61,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
lorde,2013.66666667,17.6666666667,0.976266666667,0.119666666667,0.825,0.0556666666667,1EcRE2Nnqg2spdn2otakhg,Luscious Jackson,847651,72,"['alternative pop', 'lilith']"
loreena mckennitt,1998.0,83.0,0.8225,0.052,0.948,0.0,5Pek6HAr0BoHD9P1RuA7d5,Luther Ingram,16906,42,"['chicago soul', 'memphis soul', 'soul blues', 'southern soul']"
los bravos,1966.0,89.0,0.9319,0.164,0.763,0.073,19y5MFBH7gohEdGwKM7QsP,Luther Vandross,6787,36,"['classic funk rock', 'dance pop', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'soul christmas', 'urban contemporary']"
los del r'io,1996.33333333,60.3333333333,0.3124,0.0163333333333,0.982,0.00166666666667,502FY8XQYRxClWgolQ3Hf2,Lynn Anderson,542064,65,"['country christmas', 'country gospel', 'nashville sound', 'traditional country']"
los lobos,1987.0,11.0,-0.5267,0.0,0.966,0.034,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,33363,46,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'heavy christmas', 'mellow gold', 'rock', 'southern rock']"
los lonely boys,2004.0,37.0,0.9892,0.233,0.7,0.067,0zp9qNDSeYi3QEodhcKAAA,Lebo M.,1144550,75,"['disney', 'movie tunes']"
lou bega,1999.0,42.0,0.9619,0.079,0.91,0.011,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,7643,61,"['album rock', 'british blues', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
lou christie,1967.5,41.5,-0.3132,0.0395,0.8495,0.111,6HX8AbXUFaYRtlqKb4CCo0,Mac Davis,1910300,81,"['bubblegum pop', 'nashville sound', 'traditional country']"
lou gramm,1988.5,69.5,0.9276,0.115,0.797,0.088,6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,9088,39,"['hip hop', 'pop rap', 'rap']"
lou rawls,1970.33333333,67.0,0.9831,0.2,0.715,0.085,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1014268,81,[]
love,1989.0,51.0,0.9861,0.271,0.672,0.057,4ylR3zwA0zaapAu94fktwa,Macy Gray,909491,86,"['neo soul', 'pop christmas', 'pop rock', 'soul', 'soul christmas']"
love unlimited,1972.0,98.0,0.9989,0.329,0.668,0.003,4AYkFtEBnNnGuoo8HaHErd,Madness,265192,64,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'ska', 'ska revival']"
love unlimited orchestra,1974.0,3.0,nan,nan,nan,nan,6tbjWDEIzxoDsBA1FuhfPW,Madonna,243888,63,"['dance pop', 'europop', 'pop', 'pop rock']"
loverboy,1982.5,85.5,0.99135,0.236,0.756,0.0085,0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,2067439,77,['pop']
lovin spoonful,1966.0,11.0,-0.3648,0.087,0.831,0.082,0mpVqJaKwg11LdSRrvI0PL,Major Harris,770010,71,"['chicago soul', 'disco', 'motown', 'quiet storm']"
lsg,1998.0,34.0,0.9877,0.078,0.91,0.012,738wLrAtLtCtFOLvQBXOXp,Major Lazer,12808,31,"['edm', 'electro house', 'moombahton', 'pop']"
ltd,1978.0,57.0,0.999,0.349,0.619,0.031,5jX7X3kRkfJTRqAdT7RcHk,Cass Elliot,3814583,85,['folk rock']
ludacris,2005.07142857,59.2857142857,-0.1886,0.107230769231,0.743923076923,0.149,5670CyWrIOA7702gNjsGMZ,Manfred Mann,20224,43,"['art rock', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
luis fonsi,2017.0,2.0,0.7339,0.042,0.925,0.033,2utNxkLhreF1oIfO8kQT3q,Manfred Mann's Earth Band,81362,54,"['album rock', 'art rock', 'british blues', 'hard rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
lukas graham,2016.0,12.0,0.9927,0.133,0.822,0.045,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,92042,57,"['latin', 'latin christmas', 'latin pop', 'salsa', 'tropical']"
luke,1998.0,90.0,0.7185,0.035,0.938,0.028,7AQzXO3NPNQsI7oNu5rC3r,Marcy Playground,2013937,78,"['alternative rock', 'pop christmas', 'pop rock', 'post-grunge']"
luke bryan,2012.85714286,75.0,0.420157142857,0.138428571429,0.806428571429,0.055,2VUiF0VFkXzB0DLg9AzrqT,Maria Muldaur,103672,56,['folk christmas']
luke combs,2017.0,76.0,0.9782,0.151,0.797,0.051,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,5803,35,"['dance pop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary']"
lulu,1967.0,1.0,0.9781,0.195,0.738,0.067,1xHQO9GJIW9OXHxGBISYc5,Marian Hill,2776392,77,['indie r&b']
lumidee,2003.0,41.0,0.9929,0.145,0.812,0.043,2jirMwr4cHJzjtx8vDX5IO,Marilyn McCoo,325135,68,[]
luniz,1995.0,36.0,-0.9157,0.106,0.771,0.123,20s0P9QLxGqKuCsGwFsp7w,Mario,614,26,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
lupe fiasco,2009.5,45.5,0.9803,0.1345,0.7865,0.079,4BIQA9vRkqXEnA2twmq7mU,Mario Winans,829250,70,"['r&b', 'urban contemporary']"
luscious jackson,1997.0,81.0,0.9518,0.097,0.854,0.049,2cNV8vNe2fPFf6OfGOBbSS,Mark Chesnutt,29916,59,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']"
luther ingram,1972.0,16.0,0.9425,0.218,0.582,0.199,7kEOMdsEmZkTHgA4ibDz4h,Mark Lindsay,139412,56,['bubblegum pop']
luther vandross,1991.75,46.75,0.99825,0.30775,0.661,0.03125,6V3F8MZrOKdT9fU686ybE9,Mark Morrison,1429,32,[]
lynn anderson,1971.0,41.0,0.9954,0.261,0.676,0.063,3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,20797,63,[]
lynyrd skynyrd,1978.0,70.0,0.9591,0.151,0.81,0.039,0dlwjJe4kg9TgOMN184bJF,Mark Wills,405358,74,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']"
m,1980.0,40.0,0.4588,0.036,0.937,0.028,4046bnFxFJdLEtG7F2qXaV,Marky Mark And The Funky Bunch,89223,54,[]
"m""otley cr""ue",1990.0,96.0,-0.4941,0.096,0.811,0.093,1tttI1iC4FsS6BM5l38oe5,Marmalade,25965,45,"['brill building pop', 'british blues', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
m'ya,2000.5,56.25,-0.032375,0.109,0.80875,0.08275,04gDigrS5kc9YWfZHwBETP,Maroon 5,17141,41,"['pop', 'pop christmas']"
mac,1971.0,71.0,0.0,0.0,1.0,0.0,1Pe5hlKMCTULjosqZ6KanP,Martha Reeves & The Vandellas,10208634,89,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
mac davis,1973.0,9.0,0.96275,0.221,0.694,0.0845,40enFxfEXXsEXKOt1vgx0k,Martika,105351,60,['new wave pop']
machine gun kelly,2017.0,41.0,-0.9596,0.082,0.803,0.115,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,39535,49,"['big room', 'edm', 'pop', 'progressive house', 'south african pop', 'tropical house']"
macklemore,2013.6,45.0,0.58752,0.1294,0.7798,0.091,3NS6XjRa7OyZv6KjfkH5qC,Martin Page,5341374,87,[]
macy gray,2000.0,26.0,-0.6606,0.154,0.667,0.179,1LPqJnojL09mceIxcFwXLx,Marty Balin,640,21,['soft rock']
madness,1983.0,53.0,0.9432,0.087,0.875,0.038,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,2116,31,"['classic funk rock', 'disco', 'funk', 'jazz blues', 'motown', 'quiet storm', 'soul', 'soul christmas']"
madonna,1991.33333333,48.5555555556,0.523716666667,0.158305555556,0.776638888889,0.0651666666667,1VN38ZSdtQnHLa8PfTTKZD,Marvin Hamlisch,1963683,76,"['broadway', 'classic soundtrack', 'show tunes']"
magic,2014.0,7.0,-0.9975,0.12,0.633,0.248,5pBljwfwnohfSNDXixEYHm,Mary Hopkin,2370,33,['merseybeat']
major harris,1975.0,24.0,0.9953,0.294,0.665,0.041,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,7716,38,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']"
major lazer,2015.66666667,42.0,-0.1875,0.145,0.721666666667,0.132666666667,7vRMMs8yrKf4PKUpUllMkr,Mary Jane Girls,1252078,72,"['classic funk rock', 'disco', 'electro', 'freestyle', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']"
mama cass elliot,1969.0,55.0,0.9966,0.363,0.627,0.01,6GlDsAkQHOmNgtUZdJ4Amq,Mary MacGregor,66135,47,['soft rock']
manfred mann,1968.0,91.0,0.969,0.117,0.855,0.028,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,4892,37,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']"
manfred manns earth band,1977.0,36.0,0.9976,0.139,0.851,0.01,1wiBLzTI7z9RUwEpNPdFT6,Mase,1252078,72,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
marc anthony,1999.66666667,41.3333333333,0.9097,0.0783333333333,0.900666666667,0.021,1XgVoPT2Va5L64LFzskVBW,Mason Williams,192705,68,['folk christmas']
marcy playground,1998.0,28.0,0.9967,0.349,0.651,0.0,7zICaxnDB9ZprDSiFpvbbW,Master P,3822,37,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
maria muldaur,1974.0,13.0,0.9022,0.102,0.844,0.053,3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,242543,56,"['neo mellow', 'pop rock', 'post-grunge']"
mariah carey,1997.43333333,31.8666666667,0.726724137931,0.179724137931,0.743862068966,0.0763103448276,3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,789367,70,"['neo mellow', 'pop rock', 'post-grunge']"
marian hill,2017.0,90.0,0.4306,0.031,0.947,0.022,3bmFPbLMiLxtR9tFrTcKcP,Matthew Wilder,789367,70,[]
marilyn mccoo,1977.0,27.0,nan,nan,nan,nan,7aLNBjOlzOCyuFmytbbeYM,Matthews' Southern Comfort,5558,58,[]
mario,2005.33333333,34.0,0.998966666667,0.229666666667,0.736,0.0343333333333,3bnf5pPVQFWv762IiavilV,Maureen McGovern,1476,31,['cabaret']
mario winans,2004.0,7.0,0.9673,0.092,0.863,0.045,3aTuTR5Nf6pVW3837q2ZL7,Maxi Priest,8616,33,"['dancehall', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae', 'world christmas']"
mark chesnutt,1999.0,67.0,0.4306,0.115,0.714,0.171,6jQ9UtYXqNfVnPkrH1Xxwi,Maxine Nightingale,58078,50,[]
mark lindsay,1970.0,66.0,0.6705,0.05,0.923,0.027,2AOt5htsbtyaHd5Eq3kl3j,Maxwell,3292,42,"['neo soul', 'quiet storm', 'urban contemporary']"
mark morrison,1997.0,8.0,-0.9963,0.07,0.737,0.193,2rblp9fJo16ZPTcKDtlmKW,MC Hammer,566678,61,"['hip house', 'rap']"
mark ronson,2015.0,1.0,0.9856,0.086,0.876,0.038,2ZbWlThDW0qSbI3hinpl0w,MC Lyte,143515,60,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'rap']"
mark wills,2003.0,84.0,-0.8885,0.039,0.885,0.076,3iQM78Xg0wJnGZhgVNLPmY,McFadden & Whitehead,90638,51,"['disco', 'post-disco', 'quiet storm']"
marky mark,1991.5,44.5,0.9824,0.1875,0.7385,0.074,7dnB1wSxbYa8CejeVg98hz,Meat Loaf,6981,42,"['album rock', 'mellow gold', 'rock', 'soft rock']"
marmalade,1970.0,43.0,-0.9611,0.044,0.759,0.198,4MptlUxSUHf2QAW9JMrv4W,Meco,252294,63,[]
maroon 5,2011.84210526,37.4736842105,0.63235,0.174,0.750111111111,0.0758333333333,20sxb77xiYeusSH8cVdatc,Meek Mill,2045,28,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
martha,1966.0,52.0,0.00975,0.18,0.698,0.122,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,1661539,80,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
martika,1989.0,29.0,-0.9522,0.086,0.766,0.148,0AWhixY9hX7LEPyPMjh4O0,Grandmaster Melle Mel,4833608,80,"['east coast hip hop', 'old school hip hop']"
martin garrix,2014.0,71.0,0.0,0.0,1.0,0.0,3CgsVtt7tP8iduzkTCfel9,Mel Carter,15183,59,[]
martin page,1995.0,35.0,0.9177,0.064,0.903,0.033,63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,1735,31,['pop']
marty balin,1981.0,41.0,0.8575,0.148,0.743,0.109,01Ppu7N8uYJI8SAONo2YZA,Melissa Etheridge,2647864,74,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']"
marvin gaye,1970.14285714,52.0714285714,0.693371428571,0.184,0.758357142857,0.0576428571429,78udmCDNaDu5jqfVnBqwia,Melissa Manchester,121852,54,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']"
marvin hamlisch,1974.0,48.0,0.0,0.0,1.0,0.0,37YcGi7z4aXgzWu4jGRe4H,Mellow Man Ace,30243,43,['chicano rap']
mary hopkin,1968.0,30.0,0.9756,0.141,0.808,0.051,0f3EsoviYnRKTkmayI3cux,Men At Work,2908,34,"['album rock', 'australian alternative rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
mary j blige,2000.22222222,51.3333333333,0.723111111111,0.221111111111,0.705,0.0738888888889,34PLzyi7CdXUekiLHYyqXq,Men Without Hats,271906,68,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
mary jane girls,1985.0,63.0,0.9774,0.169,0.739,0.092,2UvzehEVGcYTPKNwJSZ2kM,Have Mercy,31189,54,"['alternative emo', 'anthem emo']"
mary macgregor,1977.0,10.0,0.9908,0.238,0.62,0.142,2QmLFuIDtNDmmJY3OtvinN,Meredith Brooks,40641,51,"['lilith', 'new wave pop', 'pop rock']"
mary mary,2000.0,100.0,0.9978,0.249,0.681,0.07,0lSDlT2Z5EvUGNIl7WQ7k0,Merril Bainbridge,28745,55,[]
mase,1998.0,44.6666666667,0.285733333333,0.097,0.828666666667,0.0743333333333,5TnMVQgTIbp6z3AydwnHW6,Merrilee Rush & The Turnabouts,1263,27,[]
mason williams,1968.0,43.0,0.0,0.0,1.0,0.0,2ye2Wgw4gimLv2eAKyk1NB,Metallica,130,25,"['album rock', 'alternative metal', 'classic rock', 'hard rock', 'metal', 'nu metal', 'post-grunge', 'rock', 'speed metal', 'thrash metal']"
master p,1998.0,53.5,-0.0546,0.084,0.787,0.129,4VmEWwd8y9MCLwexFMdpwt,Method Man,6064824,83,"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
matchbox 20,1999.0,49.0,0.9786,0.146,0.785,0.069,7vXwfZyDp3spzIVNXDaTPN,Metro Station,475202,68,"['electropowerpop', 'emo', 'pixie', 'pop punk', 'post-teen pop', 'punk christmas']"
matchbox twenty,2001.33333333,7.0,-0.296833333333,0.0696666666667,0.834666666667,0.0963333333333,2mknvtcck8i82nKxDPDibv,MFSB,121903,59,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
matthew wilder,1984.0,27.0,0.9884,0.137,0.845,0.018,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,15756,43,"['dance pop', 'escape room', 'new rave', 'pop', 'synthpop']"
matthews southern comfort,1971.0,79.0,0.5994,0.061,0.897,0.043,18xgcedCGxFbqLbIQn5R8F,Miami Sound Machine,640978,69,['new wave pop']
maureen mcgovern,1973.0,28.0,0.9399,0.106,0.883,0.011,6YHEMoNPbcheiWS2haGzkn,Michael Bolton,32369,55,"['adult standards', 'mellow gold', 'soft rock']"
maxi priest,1993.0,53.5,0.9721,0.1365,0.7755,0.088,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,346796,66,"['adult standards', 'canadian pop', 'lounge', 'neo mellow', 'pop christmas']"
maxine nightingale,1977.5,26.0,0.9127,0.2075,0.7235,0.069,1Wb1iP9BzMJyjm5nXtBUFP,Michael Damian,2447805,76,[]
maxwell,2004.0,61.5,0.9984,0.339,0.6155,0.0455,1mHuZMOP8FG5ip4yAb1vrB,Michael Franti & Spearhead,606,22,['reggae rock']
mc hammer,1990.0,51.0,0.9607,0.14,0.8195,0.0405,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,92434,57,"['dance pop', 'pop', 'pop christmas']"
mc lyte,1996.5,69.0,0.23515,0.143,0.7785,0.0785,2XKBOnP3qXHP2FpzKplAYh,Michael Johnson,4728064,84,"['mellow gold', 'soft rock']"
mcfadden,1979.0,65.0,0.9564,0.12,0.846,0.034,4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,11643,46,"['country christmas', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'soft rock']"
meat loaf,1989.75,43.75,0.998575,0.2245,0.7255,0.05025,24hJWbo98sH84tb0nkeaqy,Michael McDonald,6887,40,"['mellow gold', 'pop christmas', 'soft rock', 'soul christmas']"
meco,1977.0,71.0,nan,nan,nan,nan,4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,114868,57,"['country christmas', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'soft rock']"
meek mill,2015.0,69.0,0.7941,0.124,0.761,0.116,771qBvjnXOH9Azr6lKy6FB,Michael Sembello,6887,40,[]
meghan trainor,2015.25,44.625,0.6707875,0.1515,0.74225,0.1065,5aBxFPaaGk9204ssHUvXWN,Michael W. Smith,16224,60,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian relaxative', 'christian rock', 'worship']"
mel,1972.0,38.0,0.847,0.147,0.731,0.122,2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,174982,61,['hollywood']
mel carter,1965.0,14.0,0.9953,0.226,0.744,0.03,5rScKX1Sh1U67meeUyTGwk,Michelle Branch,732,75,"['candy pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
