main_artist,avg_year,avg_rank,avg_comp_score,avg_pos_score,avg_neu_score,avg_neg_score,sp_id,sp_name,followers_count,popularity,genres
crucial conflict,1996.0,93.0,-0.8293,0.065,0.862,0.072,5rFi4jPBgt63Z1JXcLE9QX,Daddy Dewdrop,98416,55,[]
crystal gayle,1978.0,71.0,-0.9794,0.046,0.769,0.186,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,153,12,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']"
crystal waters,1994.5,64.0,0.9972,0.234,0.751,0.015,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,6278017,92,"['electro', 'electronic', 'filter house']"
culture beat,1994.0,76.0,0.162,0.177,0.695,0.128,7ihLzUpuNecU5VBkvOUDNq,Damn Yankees,4122451,82,"['album rock', 'glam metal', 'hard rock', 'rock']"
culture club,1983.5,46.1666666667,-0.0211833333333,0.158666666667,0.711666666667,0.129666666667,0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg,100527,49,"['adult standards', 'album rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
curtis mayfield,1972.5,73.5,0.1524,0.241,0.611,0.148,1HvcqyRLS9nF8hAbTWOqpr,Dan Hartman,121688,54,"['disco', 'post-disco']"
cutting crew,1987.0,64.5,0.0038,0.1835,0.712,0.1045,5rOhfAsK4uxq9OdREiQRKa,Dan Hill,12106,51,['soft rock']
cyndi lauper,1985.0,38.8333333333,0.342966666667,0.128,0.818333333333,0.0536666666667,336vr2M3Va0FjyvB55lJEd,D'Angelo,38377,47,"['deep indie r&b', 'funk', 'hip hop', 'indie r&b', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
cypress hill,1993.0,65.0,-0.9979,0.053,0.7,0.247,11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,503190,66,"['dance pop', 'europop', 'pop christmas', 'uk garage']"
d mob,1990.0,85.0,nan,nan,nan,nan,3M5aUsJmembbwKbUx434lS,Daniel Boone,48565,57,[]
d12,2004.0,59.0,-0.9801,0.084,0.804,0.112,7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,1717,33,"['canadian pop', 'folk christmas', 'neo mellow', 'pop christmas', 'pop rock']"
d4l,2006.0,46.0,-0.9445,0.05,0.858,0.092,3FD9VAd0ppjmKbfxF4LzUh,Danity Kane,103023,63,"['dance pop', 'hip pop', 'pop christmas', 'post-teen pop', 'r&b', 'urban contemporary']"
da brat,1996.33333333,73.0,-0.2397,0.134,0.767666666667,0.0983333333333,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,189178,51,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'pop rock']"
daddy dewdrop,1971.0,34.0,nan,nan,nan,nan,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,748078,71,"['contemporary country', 'country', 'country road', 'modern country rock']"
daddy yankee,2006.0,74.0,0.7669,0.049,0.915,0.036,77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,69979,52,"['album rock', 'classic funk rock', 'classic rock', 'dance rock', 'disco', 'folk rock', 'mellow gold', 'motown', 'rock', 'singer-songwriter', 'soft rock']"
daft punk,2013.0,14.0,0.999,0.228,0.764,0.008,0auu2itHTxEdAMRHvx7CyG,Das EFX,455244,75,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
damn yankees,1991.0,14.0,-0.629,0.059,0.868,0.073,5P5FTygHyx2G57oszR3Wot,Daughtry,93570,54,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']"
dan fogelberg,1981.0,49.0,0.951866666667,0.159333333333,0.777,0.0636666666667,65Gh3BfK84aTIugiRCgLBA,Dave Edmunds,768598,68,"['blues-rock', 'british blues', 'power pop', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']"
dan hartman,1984.0,29.0,0.9826,0.166,0.807,0.027,7qBnCBxjX9xHgepd3ayVc5,Dave Loggins,21490,47,['soft rock']
dan hill,1982.5,48.0,0.0351,0.1505,0.7245,0.1245,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,1767,32,"['jam band', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']"
dangelo,1995.5,78.0,0.9746,0.1445,0.831,0.0245,2C9n4tQgNLhHPhSCmdsQnk,David Archuleta,736504,69,"['dance pop', 'idol', 'neo mellow', 'pop christmas', 'post-teen pop', 'viral pop']"
daniel bedingfield,2002.5,60.5,0.9933,0.1645,0.8075,0.028,7jFaoqWPhYLrKzjzlpXmUO,David Banner,177348,60,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop christmas', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
daniel boone,1972.0,42.0,0.9966,0.305,0.682,0.013,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,203399,55,"['art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock']"
daniel powter,2006.0,1.0,-0.9897,0.087,0.746,0.168,4SQxI8xg6LcSWL3KuGVHLa,David Cook,2495395,80,"['idol', 'neo mellow', 'pop rock', 'talent show']"
danity kane,2007.0,60.5,-0.0024,0.066,0.798,0.136,46n0cAhBmsRJZiX6GSFmbf,David Essex,99939,48,['glam rock']
darius rucker,2013.0,54.0,0.9782,0.127,0.835,0.038,5BmXbfqAgfkuTkPlVQDKOW,David Gates,14821,40,"['mellow gold', 'soft rock']"
darryl worley,2003.0,90.0,-0.9925,0.077,0.724,0.199,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24432,41,"['dance pop', 'edm', 'pop']"
daryl hall,1983.91666667,48.75,0.321241666667,0.106916666667,0.804166666667,0.089,7tIs7rxqGuBvWMhIIigunf,David Houston,12896885,90,"['country christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']"
das efx,1992.0,99.0,0.5087,0.085,0.857,0.058,0KyCXNSa7ZMb5LydfKbLG3,David Lee Roth,2944,27,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'neo classical metal', 'rock']"
daughtry,2008.2,59.2,0.84806,0.1618,0.754,0.0844,6vFCfSDEGGjyLpkMa1YhBE,David Naughton,139579,51,[]
dave edmunds,1971.0,81.0,0.527,0.068,0.882,0.05,3FZn8Z2B7mfaSOU8NE62KR,David Ruffin,225,19,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
dave loggins,1974.0,65.0,0.4263,0.11,0.794,0.096,2eFkm34OMSYRUwP4RAtXaT,David Soul,54295,45,['bubblegum pop']
dave matthews band,2001.0,65.0,-0.8505,0.155,0.657,0.188,6MzxeKydmXufvX7HYPknFW,Dawn Golden,7794,42,"['indie r&b', 'lo star', 'vapor pop']"
david archuleta,2008.0,76.0,0.9249,0.084,0.843,0.073,6Dd3NScHWwnW6obMFbl1BH,Daya,31791,54,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
david banner,2006.5,58.5,0.96375,0.111,0.824,0.065,4n7L1vYXp4Dt0HfxaLBj9l,Dazz Band,558016,78,"['classic funk rock', 'disco', 'electro', 'funk', 'post-disco', 'quiet storm']"
david bowie,1978.0,43.4,0.34762,0.147,0.7818,0.0712,4IT7iUyEDGX4pJDo6CfFRB,Dean Friedman,70079,45,[]
david cook,2008.0,69.0,0.8555,0.044,0.947,0.009,6is2U7I1jlI8PjxNZOHIMV,DeBarge,2384,30,"['classic funk rock', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
david essex,1974.0,17.0,0.8807,0.08,0.899,0.022,18jZvCsW1PJ4FDQ5gEXuKp,Debbie Gibson,120957,54,"['dance pop', 'freestyle', 'new wave pop', 'soft rock']"
david gates,1978.0,47.0,0.6258,0.065,0.882,0.053,1UkHCANZmdkKyVNvTLMrcJ,Debby Boone,97165,51,['country christmas']
david guetta,2011.85714286,46.7142857143,0.151957142857,0.133571428571,0.736142857143,0.130571428571,0tRRrNLQY5rejEDVSjy4w3,Debelah Morgan,4251,36,[]
david houston,1966.0,72.0,0.9201,0.125,0.834,0.041,601893mmW5hl1FBOykWZHG,Deborah Cox,1838,29,"['canadian pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary', 'vocal house']"
david lee roth,1986.5,92.5,0.9966,0.263,0.7195,0.0175,5N5RfI8FFXk4WQ8kkjE407,Deep Blue Something,159368,55,"['pop christmas', 'pop rock']"
david naughton,1979.0,14.0,-0.8316,0.078,0.801,0.121,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,24346,59,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
david ruffin,1972.5,92.5,0.79395,0.1565,0.79,0.0535,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,1417137,69,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
david soul,1977.0,29.0,0.6331,0.061,0.899,0.04,4nCzT3o7lMgCWBcmdwCMsT,Default,1043043,69,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap metal']"
dawn,1970.0,18.0,0.9749,0.204,0.754,0.042,2Q4FnG5T6NTUcAAZwuMV5K,Del Amitri,64924,54,"['britpop', 'celtic rock', 'melancholia', 'new wave pop', 'pop rock', 'scottish rock']"
daya,2016.0,81.0,0.9968,0.224,0.683,0.093,3c8WoNjBfyLJhFObE6RHgs,Del Shannon,31093,50,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
dazz band,1982.0,24.0,0.9919,0.159,0.78,0.061,3fuxStOqQv8TiytHeuGiE8,Delaney Jane,54477,51,[]
dean friedman,1977.0,69.0,0.9732,0.101,0.878,0.021,3Ri72CuuQSCLLkDRJgniFU,Delbert McClinton,6721,61,"['acoustic blues', 'blues-rock', 'country blues', 'electric blues', 'harmonica blues', 'memphis blues', 'modern blues', 'outlaw country', 'piedmont blues', 'roots rock', 'soul blues', 'southern rock', 'swamp blues', 'texas blues']"
debarge,1984.25,69.75,0.785525,0.20375,0.73725,0.05925,0VKTLKamj4IH8OfQbUL0kq,Dem Franchize Boyz,16840,43,"['crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
debbie gibson,1988.0,29.4,0.5025,0.2426,0.6452,0.1126,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,96590,49,"['dance pop', 'pop', 'pop christmas', 'post-teen pop']"
debby boone,1978.0,3.0,0.9725,0.145,0.832,0.023,5jNGQ7VOU87x5402JjhTtd,Deniece Williams,7683675,89,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'soul christmas', 'southern soul', 'urban contemporary']"
debelah morgan,2000.5,91.0,0.9896,0.141,0.814,0.045,0GVO1kqJHVxOarPgex9K15,Denise LaSalle,88841,56,"['chicago soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'southern soul blues']"
deborah cox,1997.66666667,62.6666666667,-0.568533333333,0.117,0.724,0.159,57GVLfjMebK2uiZn3wHUN8,Dennis Coffey,20905,35,[]
deeelite,1991.0,91.0,0.9753,0.101,0.865,0.034,0hE3uA2w3guHeKvuc7BpRr,Deodato,3458,26,"['bossa nova jazz', 'jazz funk', 'soul jazz']"
deep blue something,1996.0,39.0,0.8596,0.093,0.856,0.051,7lF7ijiwzLAl63VslViL1u,Deon Estus,18666,46,[]
deep purple,1973.0,50.0,-0.9406,0.049,0.814,0.137,1MAzauDIpGIacm1p6x2zQe,Deon Jackson,496,25,[]
def leppard,1989.28571429,67.1428571429,0.439985714286,0.173857142857,0.747857142857,0.0782857142857,762310PdDnwsDxAQxzQkfX,Depeche Mode,321,22,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
default,2002.0,26.0,-0.9911,0.063,0.732,0.205,3fn8lZLy7Q61AXCWWPYC4B,Derek Minor,1300074,76,"['christian hip hop', 'christian trap']"
del amitri,1995.0,55.0,-0.5522,0.113,0.767,0.12,7pFeBzX627ff0VnN6bxPR4,Desiigner,60800,57,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
del shannon,1965.0,99.0,-0.8653,0.017,0.887,0.096,73ZPfpfg1LBVvDEArK4l5B,Des'ree,1587876,78,"['europop', 'pop rock']"
delaney,1971.0,67.0,-0.9881,0.03,0.789,0.181,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,69419,57,"['dance pop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary']"
delbert mcclinton,1981.0,60.0,0.9985,0.296,0.659,0.045,7Ip2u3e5Nv6fFb5xyIHxEE,DEV,1925901,75,"['dance pop', 'post-teen pop']"
dem franchize boyz,2006.0,55.0,0.03855,0.1105,0.829,0.06,0UKfenbZb15sqhfPC6zbt3,DEVO,174594,65,"['alternative rock', 'art rock', 'dance rock', 'experimental rock', 'new romantic', 'new wave', 'post-punk', 'punk', 'synthpop', 'uk post-punk', 'zolo']"
demi lovato,2014.25,47.25,-0.4615,0.1335,0.693,0.17325,4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners,133901,60,"['bow pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop']"
deniece williams,1983.0,42.0,0.99495,0.2615,0.685,0.0535,1eAJ2GrxUU5nJYEqaxQWvW,D.H.T.,62177,66,[]
denise lasalle,1971.0,85.0,0.5927,0.154,0.701,0.145,0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,2531,37,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'traditional country']"
dennis coffey,1972.0,43.0,0.0,0.0,1.0,0.0,221iMiF62DFPnVuCLJakP1,Diana King,181954,57,[]
deodato,1973.0,90.0,0.0,0.079,0.841,0.079,3MdG05syQeRYPPcClLaUGl,Diana Ross,14556,46,"['adult standards', 'classic funk rock', 'dance pop', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas']"
deon estus,1989.0,94.0,0.9992,0.499,0.424,0.076,34Ym7wEA9olyXIQ5eRAZjq,Dickey Lee,547944,66,['country christmas']
deon jackson,1966.0,68.0,0.9954,0.308,0.649,0.043,59wfkuBoNyhDMQGCljbUbA,Diddy,913,24,"['crunk', 'dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
depeche mode,1990.0,66.0,-0.9701,0.062,0.742,0.196,2mpeljBig2IXLXRAFO9AAs,Dido,465093,76,"['dance pop', 'folk christmas', 'neo mellow', 'new wave pop', 'pop christmas', 'pop rock']"
derek,1972.0,60.0,0.5845,0.131,0.759,0.11,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,493800,69,"['contemporary country', 'country', 'country road', 'modern country rock']"
desiigner,2016.0,52.0,-0.9982,0.049,0.751,0.2,0gqIrDRL7CEPBWMmkuZPdQ,Digable Planets,1166248,74,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
desree,1995.0,20.0,0.9967,0.234,0.652,0.114,7jocoSCuCtpCxCI6IbP8ye,Digital Underground,108748,54,"['classic funk rock', 'funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap', 'west coast rap']"
destinys child,2001.58333333,38.3333333333,0.504033333333,0.126,0.787333333333,0.0866666666667,7BjXGqrW02WB9cnLKKzwrK,Dino Merlin,109907,58,"['sevdah', 'turbo folk', 'yugoslav rock']"
dev,2011.0,83.0,-0.6662,0.027,0.932,0.041,3lcfZLW21dTfmTLBmae1eR,"Dino, Desi & Billy",17192,49,[]
devo,1981.0,94.0,0.6597,0.091,0.847,0.062,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,163,9,"['adult standards', 'brill building pop', 'christmas', 'disco', 'jazz blues', 'lounge', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock', 'soul', 'soul blues', 'soul christmas', 'vocal jazz']"
dexys midnight runners,1983.0,13.0,0.2194,0.074,0.849,0.077,7HO1DbzU86pWWp1vBN7l6k,Dionne Farris,226882,61,"['neo soul', 'soul christmas']"
dht,2005.0,35.0,0.9895,0.162,0.813,0.025,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,4169,38,"['adult standards', 'brill building pop', 'christmas', 'disco', 'jazz blues', 'lounge', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock', 'soul', 'soul blues', 'soul christmas', 'vocal jazz']"
diamond rio,2001.0,86.0,0.9451,0.107,0.851,0.042,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,226882,61,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
diana king,1995.0,43.0,0.9997,0.365,0.567,0.068,2IkHcHKErbWa0TA14yHkbl,Dirty Vegas,1216424,75,"['big beat', 'disco house', 'electronic']"
diana ross,1978.46153846,47.0769230769,0.825884615385,0.195846153846,0.736615384615,0.0676153846154,6nS5roXSAGhTGr34W6n7Et,Disclosure,21006,43,"['house', 'pop', 'tropical house']"
dickey lee,1965.0,71.0,-0.6591,0.078,0.805,0.118,6F3NW2aC9Sni1FH7QPSLvw,Dishwalla,1343278,74,"['neo mellow', 'pop rock', 'post-grunge']"
diddy,2009.0,40.0,0.9863,0.1385,0.8015,0.06,2ipbBHbU59PKSeDXAgMpkd,Marvin Divine,75977,51,['russelater']
dido,2002.5,22.0,0.0067,0.1365,0.7775,0.0865,5t06MTkDD3yr5LVs3YFLQC,Divinyls,4550,48,"['australian alternative rock', 'australian pop', 'dance rock', 'new wave pop']"
dierks bentley,2008.5,83.0,-0.08015,0.081,0.831,0.0875,25IG9fa7cbdmCIy3OnuH57,Dixie Chicks,44333,49,"['contemporary country', 'country', 'country christmas', 'country dawn']"
digable planets,1993.0,81.0,0.9953,0.162,0.787,0.051,1mG23iQeR29Ojhq89D5gbh,DJ Jazzy Jeff & The Fresh Prince,494256,67,"['hip hop', 'old school hip hop', 'rap']"
digital underground,1990.0,62.0,0.9981,0.155,0.787,0.058,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,96246,57,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
dino,1990.66666667,74.6666666667,0.9952,0.270333333333,0.696666666667,0.033,1SWGyp2nxNSyQkRX1eqoUp,DJ Kool,1856169,83,['old school hip hop']
dino desi,1965.0,97.0,nan,nan,nan,nan,4z4m1P0iX2nRSPDBEZ8LBT,DJ Sammy,12555,48,"['eurodance', 'europop']"
dionne,1986.0,1.0,nan,nan,nan,nan,540vIaP2JwjQb9dm3aArA4,DJ Snake,26704,54,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']"
dionne farris,1995.0,11.0,0.9543,0.185,0.781,0.033,1HwM5zlC5qNWhJtM00yXzG,DMX,2534137,82,"['crunk', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
dionne warwick,1972.4,65.3,0.617655555556,0.167222222222,0.765222222222,0.0672222222222,5ISgOPcI1bY7Rd28GUWWE8,DNA,821351,73,"['experimental rock', 'no wave']"
dire straits,1983.33333333,39.3333333333,0.971633333333,0.138333333333,0.819666666667,0.042,6T5tfhQCknKG4UnH90qGnz,DNCE,3986,47,"['dance pop', 'pop', 'post-teen pop']"
dirty vegas,2002.0,80.0,-0.9042,0.034,0.875,0.091,0u6b6Qa5VJEvr3SgzzeVOB,Do Or Die,1254784,78,"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap music']"
disclosure,2014.0,28.0,0.9855,0.124,0.866,0.01,3mC1KCuZZSOlN8Z0M56VsV,Dobie Gray,107291,50,"['chicago soul', 'motown', 'northern soul', 'soul christmas']"
discotex,1975.0,100.0,nan,nan,nan,nan,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,7962,46,"['country', 'country christmas', 'country dawn', 'nashville sound', 'pop', 'traditional country']"
dishwalla,1996.0,28.0,0.9667,0.113,0.87,0.017,09C0xjtosNAIXP36wTnWxd,Fats Domino,511473,70,"['adult standards', 'brill building pop', 'christmas', 'jazz blues', 'jazz christmas', 'jump blues', 'lounge', 'memphis blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
divine,1998.5,46.0,0.9495,0.13,0.805,0.065,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,138642,59,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
divinyls,1991.0,52.0,0.6705,0.197,0.654,0.149,1gRNBaI4yn6wCCTvRhGWh8,Don McLean,255134,66,"['folk', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']"
dixie chicks,2001.66666667,75.6666666667,0.403066666667,0.143,0.842333333333,0.0146666666667,5KNqYrivNgVCHBssEUSu5B,Donell Jones,174790,64,"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']"
dj jazzy jeff,1992.0,56.5,0.00045,0.111,0.7805,0.1085,4tIQ6BeFRvYApoAyJmaeVC,Donna Fargo,353406,61,"['country christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country']"
dj khaled,2014.2,43.0,0.97508,0.1494,0.786,0.0644,2EfG2EoT8GFJrMiilbTVl2,Donna Lewis,17486,33,"['folk christmas', 'new wave pop', 'pop christmas']"
dj kool,1997.0,96.0,0.999,0.215,0.739,0.046,2eogQKWWoohI3BSnoG7E2U,Donna Summer,18186,54,"['adult standards', 'classic funk rock', 'dance pop', 'disco', 'mellow gold', 'motown', 'new wave pop', 'pop', 'quiet storm', 'soft rock', 'soul christmas']"
dj sammy,2002.0,31.0,0.9891,0.194,0.73,0.076,5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,409854,64,"['bubblegum pop', 'movie tunes']"
dj snake,2015.6,49.4,0.2069,0.1386,0.7052,0.1556,5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,25018,60,"['bubblegum pop', 'movie tunes']"
dmx,2000.0,71.0,-0.9988,0.038,0.808,0.155,6vLlQYujOujIrm7zAKzEdG,Donovan,25018,60,"['art rock', 'brill building pop', 'british blues', 'british folk', 'british invasion', 'classic rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
dna,1991.0,53.0,-0.1027,0.047,0.905,0.048,3KQOgtRIeQVHdYFcNHKavs,Dorothy Moore,164884,59,"['chicago soul', 'southern soul']"
dnce,2016.0,18.0,0.9601,0.171,0.694,0.135,2pvPkEAN9xSrDrIVUOxWMB,Dottie West,9405,39,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country']"
do or die,1996.0,91.0,-0.9871,0.084,0.792,0.124,0i64fKwsnTQsPqbov8mZUh,Dr. Buzzard's Original Savannah Band,15549,33,['disco']
dobie gray,1973.0,17.0,0.9753,0.155,0.754,0.091,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,4907,34,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
dolly parton,1979.5,34.5,0.67125,0.108,0.832,0.06,2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,3014656,81,"['bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
domino,1994.0,55.0,0.9389,0.09,0.841,0.069,320TrJub4arztwXRm7kqVO,Dr. John,105219,58,"['acoustic blues', 'blues', 'blues-rock', 'boogie-woogie', 'chicago blues', 'christmas', 'classic funk rock', 'classic rock', 'country blues', 'deep funk', 'delta blues', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'mellow gold', 'memphis blues', 'memphis soul', 'modern blues', 'new orleans blues', 'piano blues', 'piedmont blues', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'singer-songwriter', 'soul', 'soul blues', 'southern soul', 'swamp blues', 'texas blues', 'traditional blues']"
don henley,1985.5,74.25,0.4772,0.1175,0.80775,0.07475,3TVXtAsR1Inumwj472S9r4,Drake,100071,58,"['canadian pop', 'hip hop', 'pop rap', 'rap']"
don mclean,1975.0,45.6666666667,-0.618066666667,0.130333333333,0.697333333333,0.172666666667,5M0lbkGluOPXLeFjApw8r8,DRAM,18226295,100,"['dwn trap', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
donell jones,2000.0,73.0,0.85695,0.099,0.812,0.089,1W3FSF1BLpY3hlVIgvenLz,The-Dream,567997,75,"['crunk', 'dance pop', 'deep pop r&b', 'dirty south rap', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']"
donna fargo,1972.5,69.0,0.99715,0.3045,0.671,0.0245,1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy,454759,72,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
donna lewis,1996.5,36.0,0.9978,0.221,0.751,0.028,0WCfu8x76QX3CjVgiE3Hn2,DRS,8926,41,[]
donna summer,1980.36363636,38.8181818182,0.5643,0.157636363636,0.752545454545,0.0894545454545,1255GTUKNCLCTvH9ctD4cT,Dru Hill,6798,46,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']"
donny,1975.0,65.3333333333,0.97705,0.1975,0.761,0.0415,6MH502ccq4v4lVaJumB73B,Duice,406318,60,[]
donny osmond,1975.2,52.4,0.90856,0.2704,0.6662,0.063,3AO6RTDA16mg8czQI5Y9K0,Duncan Sheik,0,0,"['neo mellow', 'pop rock']"
donovan,1967.66666667,46.6666666667,0.986233333333,0.139,0.849333333333,0.011,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,23154,48,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
dorothy moore,1976.0,19.0,0.9022,0.12,0.809,0.071,1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,657800,69,"['contemporary country', 'country', 'country road', 'modern country rock']"
dottie west,1981.0,55.0,nan,nan,nan,nan,5zaXYwewAXedKNCff45U5l,Dusty Springfield,565538,72,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'jazz blues', 'mellow gold', 'memphis soul', 'motown', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']"
dr buzzards original savannah band,1977.0,91.0,-0.9445,0.151,0.663,0.187,6IpcPRU1kV0J58kd2w8vSC,Dwight Twilley Band,146688,64,"['jangle pop', 'power pop', 'pub rock']"
dr dre,1998.66666667,52.8333333333,-0.598466666667,0.115333333333,0.751,0.133333333333,3crnzLy8R4lVwaigKEOz7V,E-40,3496,32,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast rap']"
