id,artistid,artist,title,compound_score
71660,6096,Mullins Shawn,Changes,0.8806
71663,6097,"Mullins, Shawn",Shimmer,0.9584
71664,6098,Mulu,Bitesize,-0.7882
71672,6099,Mundanus Imperium,Distant Conglomeration,0.9345
71679,6100,Mungo Jerry,Baby Jump,0.9594
71685,6101,Munir Nurettin Selcuk,Soyle Sevgili,0.99
71709,6103,Muppets,(get A Move On) Go With The Flow,-0.3991
71786,6104,Murderdolls,Dawn of The Dead,-0.9867
71789,6105,Murmaids,Popsicles And Icicles,0.8047
71790,6106,Murmurs,Carry Me Home,0.5983
71791,6107,Murphy David Lee,Dust On The Bottle,0.9864
71795,6108,Murphy Eddie,Girlfriend's Got A Wiener (parady Of Funky Cold Medina),0.85
71796,6109,Murphy Joe,Kings Highway,-0.9
71797,6110,Murphy Peter,Blue Heart,0.3182
71805,6111,Murray Anne,Fever,0.9727
71808,6112,Murray Ben,Here On Earth,0.4215
71809,6113,Murray Head,One Night In Bankok,-0.7753
71810,6114,Muse,Agitated,0.9224
71853,6115,Mushroomhead,43,-0.852
71866,6116,Music Explosion,Little Bit O'soul,0.3818
71867,6117,Music Instructer,Hymn,0.8689
71868,6118,Music Instructor,Get Freaky,-0.9975
71870,6119,Musical,M A M E,-0.8316
71871,6120,Musical gaudi,La Sagrada Familia,0.9711
71873,6122,Musikanten Quartett,Rosa - Rosa - Nina,-0.9708
71874,6123,Musiq Soulchild,143,0.9895
71902,6124,Muskelkater,Mich Kennt Keine Sau,-0.9828
71905,6126,Mustard Plug,Alone,0.9171
71916,6127,Mutabor,Ich M&amp;ouml;chte Dich Gern...,-0.7312
71920,6128,Mutantes,Dia 36,0.6124
71932,6129,Mutton Birds,Anchor Me,-0.6486
71951,6130,Mxpx,Americanism,-0.3907
72096,6131,My Bloody Valentine,Blown a Wish,0.6908
72114,6132,My Dying Bride,A Black Voyage,-0.7149
72169,6133,My Fair Lady,In Der Strasse Wohnst Du,-0.9646
72170,6134,My Friend Steve,Always The Way,0.7971
72171,6135,My Heiny Dont Shave My Heiny See I,I Wish I Was Queer So I Could Get Chicks,0.9936
72172,6136,My Life With The Thrill Kill Kult,13 Above The Night,-0.3818
72227,6137,My Mine,Hypnotic Tango,0.8708
72229,6138,My Sisters Machine,&quot;broken Land&quot;,-0.9799
72240,6139,My Superhero,Another Kind,0.6652
72252,6140,My Surface,Another Lover,0.522
72261,6141,Mya,Anytime You Want Me,0.5946
72312,6142,Myers Billie,A Few Words Too Many,0.9203
72322,6143,Myles Alannah,Black Velvet,0.7724
72336,6144,Myra,25 Hours A Day,0.9927
72348,6146,Mysterious Art,Das Omen (teil 1),-0.9916
72349,6147,Mystic Charm,Beyond Darkness,-0.5994
72357,6148,Mystic Circle,Ancient Words,0.7003
72366,6149,Mystifier,...our Exultation...,0.6369
72386,6150,Mystikal,60 Miles An Hour,-0.7788
72418,6152,N 2 Deep,Back To The Hotel,0.9142
72419,6153,N Sync,A Little More Time on You,0.948
72469,6154,N Trance,Stayin' Alive,0.9933
72470,6155,N. E. R. D.,Rock Star Poser,0.4215
72471,6156,N. W. a.,Express Yourself,-0.9743
72472,6157,N.v.,The Way She Looks At Me,0.886
72473,6158,N.y. Conz,Untitled,0.7783
72474,6159,N.y.c.c.,Fight For Your Right (to Party),-0.7611
72475,6160,Na Leo Pilimehana,Candle In The Night,0.966
72479,6161,Nacha Pop,Lucha De Gigantes,-0.8205
72480,6162,Nachmann And Olias,Chou - Chou - Chou,-0.8257
72481,6163,Nada Surf,Deeper Well,-0.9393
72490,6164,Nadine Norell,Goodbye Norma Jean (candle In The Wind),-0.9508
72492,6166,Nagelfar,Bildnis Der Apokalypse,-0.8316
72498,6167,Naggaroth Nightmares,Coope Yet?,0.9285
72507,6168,Naglfar,12th Rising,-0.9473
72524,6169,Naidoo Xavier,20.000 Meilen Ber Dem Meer,-0.936
72528,6170,Nails,88 Lines About 44 Women,0.9828
72529,6171,Nakagawa Dan,Casa N.3,0.6124
72530,6172,Naked Aggression,Bitter Youth,-0.9984
72543,6173,Naked Earth,All The People,0.9022
72556,6174,Naked Eyes,There's Always Something There To Remind Me,0.8929
72557,6175,Naked Raygun,Entrapment,0.9462
72559,6176,Nana,"1, 2, 3, Are You Ready",0.975
72572,6177,Nana Mouskouri,Aber Die Liebe Bleibt,-0.9914
72583,6178,Nancy Sinatra And Lee Hazlewood,Jackson,0.9313
72584,6179,Nanette Scriba,Die Schickis,-0.9903
72585,6180,Nanoo,Du Und Ich,-0.9371
72590,6181,Napalm Death,(conservative Shithead) (eminent),0.4588
72729,6182,Nappy Roots,Awnaw,-0.9901
72738,6183,Narada,Divine Emotions,0.9763
72739,6184,Nas,2nd Childhood,0.912
72781,6186,Nascimento Milton,"Bola De Meia, Bola De Gude",-0.6808
72795,6187,Nasty Boy Klique,Lost In Love,0.9982
72796,6188,Nasty Little Elves,Stretch It,-0.8053
72797,6190,Nasty Savage,Distored Fanatic,-0.8969
72805,6191,Nasum,A Change In Your Mind,0.6973
72916,6192,Nat King Cole,A Beautiful Friendship,0.9686
72969,6193,Natalia Kukulska,Tyle Slonca W Calym Miescie,-0.6351
72970,6194,Natalie Cole,A Little Bit of Heaven,0.9175
73022,6195,Natalie Imbruglia,Beauty on The Fire,-0.3182
73049,6196,Nate Dogg,Almost in Love,-0.1531
73082,6198,Nathanson Matt,Lost Myself In Search Of You,-0.7861
73083,6199,Nationalhymne Der Schweiz,Trittst Im Morgenrot Daher,-0.9841
73084,6200,Nationalhymne Der Usa,The Star-spangled Banner,0.9903
73085,6201,Nationalhymne Von aouml;sterreich,"Land Der Berge, Land Am Strome",-0.7243
73086,6202,Nationalhymne Von Georgien,Georgia On My Mind,0.9732
73087,6203,Natives,L'air Du Vent,0.1027
73089,6204,Nativus,Presente De Um Beija-flor,-0.5267
73090,6205,Nattvindens Grat,A Lonely October Night,-0.7269
73100,6206,Natural,I Will Not Cry,0.3582
73101,6207,Naughty By Nature,Clap Yo Hands,0.9734
73189,6209,Nazareth,A Veteran's Song,0.9081
73241,6210,Nazi Hymne (inoffiziell),Horst Wessel Lied,-0.4389
73242,6211,Nazz,A Beautiful Song,0.992
73274,6212,Ndeg&#233;ocello Meshell,A Tear And A Smile,0.9678
73276,6213,Neal Casal,All The Luck In The World,0.936
73286,6214,Nebelschwadenbilder Feat. Udo Lindenberg,Seltsame Szenen,-0.9136
73287,6215,Nebulai,Promises,-0.7993
73289,6216,Necro,I Need Drugs,-0.9686
73292,6217,Necromantia,Aemagia Veterium,-0.9902
73319,6218,Necrophagia,Abomination,0.7906
73336,6219,Necrophobic,Awakening...,-0.9764
73348,6220,Ned Washington,The Nearness Of You,0.845
73349,6221,Negativland,A Big 10-8 Place (part Two),0.9966
73373,6222,Neglected Fields,"Calm, Precious, Mad",0.5106
73381,6224,Neil Diamond,All I Really Need is You,-0.3716
73449,6225,Neil Sedaka,Breaking Up Is Hard To Do,-0.8781
73450,6226,Neil Vince,Black Promises,0.7579
73459,6227,Neil Young,A Man Needs a Maid,0.9715
73519,6228,Neilds,Be Nice To Me,0.975
73520,6229,Nek,Andare Partire Tornare,0.34
73540,6230,Nektar,Remember The Future,-0.6881
73542,6231,Nelly,Air Force Ones,0.9905
73565,6232,Nelly Furtado,... On The Radio (Remember The Days),-0.9919
73577,6233,Nelson,(cant Live Without Your) Love And Affection,-0.4717
73588,6234,Nelson Del Castillo,If,0.9393
73589,6235,Nelson Rick,I Need You,0.9907
73590,6236,Nelson Ricky,A Wonder Like You,0.9447
73599,6237,Nelson Willie,I've Loved You All Over The World,0.9217
73605,6238,Nena,99 Luftballons,-0.9584
73625,6239,Neneh Cherry,7 Seconds,-0.5994
73628,6240,Neolith,Awakening (a Prayer For Dying),0.4885
73638,6241,Neolithic,Landscape,0.7351
73643,6242,Neon Philharmonic,Morning Girl,0.9481
73644,6243,Nerf Herder,Annalee,0.6584
73650,6244,Neros Rome,If You'd Listen,0.916
73651,6245,Nesby Ann,(what A) Lovely Evening,0.9905
73665,6246,Nesler Mark,Used To The Pain,0.9838
73668,6248,Netinho,Milla,0.6476
73672,6249,Neue Heimat,Ich Bau Dir Ein Schlo&amp;szlig;,-0.7059
73673,6250,Neurosis,Black,0.168
73684,6251,Neurotic Outsiders,Always Wrong,-0.9682
73687,6252,Neutral,A Small Piece Of Reality,0.5208
73702,6253,Neutral Milk Hotel,Communist Daughter,0.9153
73710,6254,Neve,It's Over Now,0.7249
73711,6255,Nevermore,All Play Dead,0.9153
73723,6256,Neville Aaron,Down Into Muddy Water,0.7717
73727,6257,Neville Brothers,Yellow Moon,-0.7838
73728,6258,Neville Robbie,C'est La Vie,0.8284
73729,6259,New Christie Minstrels,These Boots Are Made For Walkin',0.3818
73730,6260,New Christy Minstrels,Today,0.9335
73731,6261,New Colony Six,I Confess,0.891
73733,6262,New Edition,A Little Bit of Love,0.9995
73787,6263,New Found Glory,(Everything I Do) I Do It For You,0.9224
73862,6264,New Howard,All The King's Men,0.5798
73865,6265,New Kids on The Block,Angel,0.9938
73920,6266,New Meanies,Three Seeds,0.941
73921,6267,New Model Army,1 Living In The Rose,0.5499
73954,6268,New Model Army sullivan,Purity,-0.9526
73955,6269,New Monkees,Affection,-0.6845
73960,6270,New Musik,A Map Of You,0.0772
73980,6271,New Order,1963,0.9907
74058,6272,New Power Generation,Count The Days,-0.6553
74063,6273,New Radicals,Crying Like a Church on Monday,0.9468
74076,6274,New Seekers,"Look What They've Done To My Song, Ma",0.8122
74078,6275,New West,Dance With Me Cowgirl,0.8831
74089,6276,New World,Kara,0.2263
74092,6277,Newbeats,Bread And Butter,0.9796
74093,6278,Newcomer Carrie,Close Your Eyes,0.8717
74105,6279,Newell Norman,Go Before You Break My Heart,0.937
74106,6280,"Newton John, Olivia",Xanadu,0.8555
74107,6281,Newton Juice,Angel Of The Morning,-0.6456
74108,6282,Newton Wayne,Danke Scho&#235;n,0.981
74109,6283,Newton-john Olivia,A Thousand Conversations,0.9709
74157,6284,Next,Admit The Rat,-0.7351
74211,6285,Nice And Smooth,Old To The New,0.984
74213,6286,Nicely Warped Table,Pants On Fire,-0.9761
74214,6287,Nicholson Gary,The Trouble With Truth,-0.9928
74215,6288,Nicht Bekannt,"O, Wu Sch&amp;ouml;n Is Mien Westfaolen",-0.296
74216,6289,Nick Carter,Forever Rebel,-0.8449
74218,6290,Nick Cave,Are You The One That I've Been Waiting For?,-0.3817
74244,6291,Nick Cave And Kyley Minouge,Where The Wild Roses Grow,0.9087
74245,6292,Nick Drake,Cocaine Blues,0.5574
74248,6293,Nick Kamen,I Promise Myself,0.9874
74250,6294,Nick Kershaw,Nobody Knows,0.5267
74252,6295,Nick Lowe,Half A Boy And Half A Man,0.9632
74253,6296,Nick Mackenzie,Hug Me,0.9894
74257,6297,Nick Mckenzie,Juanita,0.7351
74258,6298,Nick Straker Band,A Walk In The Park,0.0772
74260,6299,Nickel Creek,Beauty & The Mess,0.9881
74262,6300,Nickelback,Breathe,0.9826
74291,6301,Nickerbocker And Biene,Hallo Klaus (i W&amp;uuml; Nur Zruck Zu Dir),-0.9794
74292,6302,Nicki,Anders Als Die Andern,-0.9882
74337,6303,Nicks Stevie,Alice,0.9299
74347,6304,Nico,Julius Caesar (memento Hodie),0.9477
74349,6305,Nico Frank,Nichts F&amp;uuml;r Eine Nacht,-0.9809
74350,6306,Nico Haak,Schick Die Mama Ins Bett,-0.9987
74352,6307,Nicole,Allein In Griechenland,-0.8316
74385,6309,Nids,Everytime,0.5348
74391,6310,Nields,Gotta Get Over Greta,0.7572
74392,6311,Niessen And Musil,Donnerwetter,-0.8741
74393,6312,Night Hawks Barbershop 4-tet,S: The Auctioneer,0.9853
74394,6313,Night In Gales,Autumn Water,-0.9851
74402,6314,Night Ranger,(you Can Still) Rock In America,0.9231
74414,6315,Nightfall,Aenaon,-0.8758
74463,6316,Nighthatred,"Bloodred Moon, Satan",-0.7964
74469,6317,Nighthawks Barbershop Quartet,When Your Old Wedding Ring Was New,0.8221
74470,6318,Nightingale,Deep Inside Of Nowhere,0.8489
74477,6319,Nightingale Maxine,Right Back Where We Started From,0.9869
74478,6320,Nightshade,Dead Of Night,-0.9599
74480,6321,Nighttrain,Was Macht Der Hund Auf Dem Sofa,-0.9337
74481,6322,Nightwish,Angels Fall First,0.7717
74503,6323,Nihili Locus,Memoriam Tenere,-0.954
74506,6324,Nik Kershaw,15 Minutes,0.8603
74558,6325,Niki Haris,Do You See The Light,0.9588
74559,6326,Nikka Costa,A Different Point Of View,0.7545
74581,6327,Nikki Hassman,Calling All Angels,-0.946
74582,6328,Niko,Am Wei&amp;szlig;en Strand Von Helgoland,0.8865
74583,6329,Nilsson,Without You,-0.3649
74584,6330,Nilsson Harry,1941,0.91
74603,6331,Nilsson Lisa,Handens Fem Fingrar,0.4939
74609,6332,Nima da Persiadic Djafarian,To All Ma Homies,-0.8439
74610,6333,Nina And Mike,Das Lied Der Liebe,-0.9231
74618,6334,Nina Gordon,2003,0.9503
74632,6335,Nina Hagen,Hold Me,-0.5267
74635,6336,Nina Simone,After You've Gone,-0.0258
74685,6337,Nine Days,Revolve,-0.7067
74687,6338,Nine Inch Nails,A Warm Place,-0.296
74763,6339,Nineteen Wheels,13 Seconds To Burn,0.3705
74773,6340,Nino De Angelo,Doch Tr&amp;auml;nen Wirst Du Niemals Sehen,-0.9661
74782,6341,Nirvana,About a Girl,0.8625
74918,6342,Nitin Sawhney,Anthem Without a Nation,-0.7717
74934,6343,Nits,1:30,0.7506
75043,6344,Nits Bis,Adieu Sweet Bahnhof,0.9273
75070,6345,Nitty Gritty Dirt Band,All I Have to Do is Dream,0.9846
75122,6346,Nitzer Ebb,Ascend,-0.9228
75131,6347,Nivea,Don't Mess With My Man,-0.9956
75132,6348,Nixon Mojo,Burn Down The Malls,-0.992
75136,6349,Nkotb,Dirty Dawg,-0.9151
75141,6350,No Angels,Be My Man (The Plan),0.9918
75156,6351,No Authority,Beautiful Girl,0.9991
75174,6352,No Doubt,A Little Something Refreashing,0.296
75270,6353,No Fun At All,Album: Out Of Bounds,0.5277
75273,6354,No Mercy,Baby Come Back,-0.9825
75306,6355,No Plan Clan,Chatter's Life,0.9296
75307,6356,No Question,Come Back Home,0.9571
75326,6357,No Sex Until Marriage,King For A Day,-0.6858
75328,6358,No Solo,Handbetrieb,-0.9877
75329,6359,No Use For A Name,51 Days,-0.6917
75351,6360,Noa,Boh&#233;mienne,-0.8402
75352,6361,Noble Ray,I Hadn't Anyone Till You,0.872
75353,6362,Nockalm Quintett,Aus Tr&amp;auml;nen Wird Ein Schmetterling,-0.8481
75357,6363,Nocternity,Carpe Noctem,0.8818
75364,6364,Nocturnus,Alter Reality,-0.7906
75385,6365,Noel,Cue Zebrak,-0.1511
75387,6366,Nofx,13 Stitches,-0.8781
75522,6367,Noir Desir,7 Minutes,0.6808
75564,6368,Noir Silence,???,-0.128
75608,6369,Nokturnal Mortum,Bestial Summoning,-0.4767
75618,6370,Nomeansno,And That's Sad,-0.5574
75649,6371,Non Plus Ultra,Der Zug Ist Abgefahren,-0.8316
75650,6372,Nonchalant,Driveway To Hell,-0.926
75651,6373,Noordkaap,Gigant,-0.9951
75654,6374,Noplanclan,Chatter's Life,0.9296
75658,6376,Norah Jones,Cold Cold Heart,0.3054
75672,6378,Norbert Und Die Feiglinge,Carola,-0.9246
75673,6379,Nordell Anna,I'll Still Love You Then,0.9905
75674,6380,Nordeman Nichole,Anyway,0.7964
75682,6381,Nordenstam Stina,A Walk In The Park,0.7201
75715,6382,Nordine Ken,Sound Museum,0.9939
75717,6383,Nordman,Brudrovet,-0.9617
75744,6384,Nordwind,Nordische Farben,-0.9884
75745,6385,Noreaga,Superthug,0.9793
75746,6386,Norma Jean,"Creating Something Out of Nothing, Only to Destroy It",-0.8287
75756,6387,Normal Generation,Lord I Lift,0.9463
75757,6388,Norman Greenbaum,Spirit In The Sky,0.6369
75758,6389,Norman Petty,Maybe Baby,0.6705
75759,6390,Norman Sanders,Sternenklar Ist Heut' Die Nacht,-0.9623
75761,6391,North And South,Tarantino's New Star,-0.8209
75762,6392,Northern Pikes,Dream Away,0.893
75766,6393,Nosotr&#228;sh,Jeff,0.8289
75774,6395,Notarthomas Jamie,Ballad Of Judas,0.8934
75798,6396,Notausgang,1000 Meter Ueber Meer,-0.5994
75809,6397,Nothingface,American Love,0.9833
75839,6398,Notorious B. I. G.,Big Poppa,0.9834
75846,6399,Notorious B.i.g,"One More Chance, Remix",0.9961
75847,6400,Notorious B.i.g.,Everyday Struggle,-0.9912
75852,6401,"Notorious B.i.g. Feat. Mase, Puff Daddy",Mo Money Mo Problems,-0.6583
75853,6402,Notorious Big,Hypnotize,0.9878
75861,6403,Notre Dame De Paris,A La Cour Des Miracle,0.5661
75877,6404,Notting Hillbillies,Blues Stay Away From Me,0.8775
75887,6405,Nougaro Claude,Dansez Sur Moi,-0.3612
75894,6406,Nouveaux,Chasing Shadows,0.7236
75903,6407,Nova Heather,All The Way,0.6705
75924,6408,Novembers Doom,All The Beauty Twice Again,0.7003
75933,6409,Novembre,Behind My Window / My Seas Of South,0.9184
75946,6410,N-phase,Kiss And Say Goodbye,-0.5753
75948,6412,Ntm,Affirmative Action,-0.5267
75954,6413,N-trance,I Will Take You There,0.6808
75957,6414,Nu Flavor,Baby Be There,0.9691
75961,6415,Nu Shooz,I Can't Wait,-0.9664
75963,6416,Nuclear Assault,Another Violent End,-0.984
75977,6417,Num Skull,Death And Innocence,-0.9934
75987,6418,Numan Gary,Bombers,-0.978
75991,6419,Number Nine,Cold Embracing,-0.7744
75996,6420,Numminen M.a,Kivaa,-0.7562
75997,6421,Nunn Trevor,Memory,0.8062
75998,6422,Nuno,Crave,-0.1779
75999,6423,Nurding Louise,All That Matters,-0.9236
76005,6424,Nurhaliza Siti,Cindai,-0.5106
76020,6425,Nuts Can Surf,Anti-gravity Smoking Jacket,0.1779
76051,6426,Nuttin Nyce,Down For Whateva,0.8627
76052,6427,Nutty Boys,(always) The Innocent,0.5216
76063,6428,Nydonsk,Apaspil,-0.4137
76130,6429,Nylon Beat,El&#228;m&#228; On Lyhyt,-0.4215
76145,6430,Nylons,Happy Together,0.9505
76146,6431,Nyro Laura,And When I Die,0.9029
76162,6432,O Rappa,Vapor Barato,-0.6973
76163,6433,O.c.,Far From Yours,-0.8755
76164,6434,O.k.,Okay,-0.5053
76165,6435,O.l.d.,Bathrooms Rule,-0.6641
76190,6436,Oakey Philip And Moroder Giorgio,Be My Lover Now,0.9976
76198,6437,OAR,About An Hour Ago,-0.9478
76217,6438,Oasis,(it's Good) To Be Free,0.9969
76363,6440,Obispo Pascal,A Tout Prendre,-0.4588
76383,6441,Obituary,Back To One,-0.9769
76421,6442,Obk,De Que Me Sirve Llorar,-0.891
76430,6443,Obrien Michael,1st Peter,0.9493
76432,6444,Obrien Richard,There's A Light (over At The Frankenstein Place),-0.5994
76433,6445,Obtained Enslavement,Carnal Lust,-0.8402
76446,6446,Ocasek Ric,Emotion In Motion,0.1531
76447,6447,Ocean,Put Your Hand In The Hand,0.9403
76448,6448,Ocean Blue,10 10 Cloud Deck,-0.9274
76493,6449,Ocean Colour Scene,40 Past Midnight,0.4215
76544,6450,Oceana,Messer,-0.9602
76545,6451,Ochs Phil,Bracero,0.9837
76557,6452,Oconnell Maura,A Stor Mo Chroi,0.9493
76562,6453,Oconnor Hazel,Animal Farm (we Will Be Happy?),0.8474
76585,6454,Oconnor Sinead,All Apologies,0.6369
76600,6455,October Project,Adam And Eve,-0.7189
76601,6456,Oddie Bill,Goodies Theme Tune 1,0.4937
76604,6457,Odds,Are You Listening?,-0.8506
76633,6458,Odes Of Ecstasy,Faithless (act Ii),0.4926
76637,6459,Odyssey,Goin' Back To My Roots,0.3156
76639,6460,Off,Electrica Salsa (baba Baba),-0.2833
76644,6461,Offspring,A Thousand Days,-0.0478
76750,6462,Ofra Haza,Frei,-0.9184
76753,6463,Oh Well,Oh Well,0.4719
76754,6464,Ohio Express,Beg Borrow And Steal,-0.9153
76757,6465,Oil On Canvas,Picture Of You,0.1531
76758,6466,Oingo Boingo,Ain't This The Life,0.4738
76808,6467,Okko,B&amp;auml;ng B&amp;auml;ng,-0.9317
76812,6468,Ol Dirty Bastard,Hippa To Da Hoppa,-0.9405
76813,6469,Ol Skool,Am I Dreaming,0.9255
76816,6471,Olaf Berger,Samba Del Amor,-0.989
76817,6472,Olaf Henning,Blinder Passagier,-0.9508
76819,6473,Olarte C-zar,Amor Prohibi,0.7783
76820,6474,Old Kids On The Block,Saggin Guts,-0.4588
76821,6475,Old Lady Drivers,Citient Null,-0.6369
76827,6476,Old Mans Child,Behind The Mask,-0.9823
76859,6477,Old Navy Players,The Old Navy Performance Fleece Christmas Song,0.7736
76860,6478,Oldfield Mike,Altered State,-0.914
76873,6479,Oldfield Sally,A Lover For All Reasons,0.9968
76898,6480,Oleander,30 60 90,-0.4939
76932,6481,Oleta Adams,Get Here,0.1872
76933,6482,Oli P.,Der 7. Sinn,-0.8702
76938,6483,Olive,All You Ever Needed,-0.9994
76961,6484,Oliver,Good Morning Starshine,0.9062
76962,6485,Oliver Frank,Samstag Nacht,-0.6808
76963,6486,Oliver Freytag,Montego-bay,0.4184
76964,6487,Oliver Onions,Bulldozer,0.9285
76971,6488,Olivia,Are U Capable,0.9914
76980,6489,Olivia Molina,Aber Wie (let It Be),-0.9885
76982,6490,Olivia Newton John,Hopelessly Devoted To You,0.7299
76988,6491,Olivia Newton-john,Summer Nights,0.9851
76989,6492,Olomana,Kuu Home O Kahaluu,-0.1581
76990,6493,Olson Brothers,Marie,0.508
76991,6494,Omartian Michael,River Lullaby,0.9606
76992,6495,Omc,How Bizarre,-0.6966
76993,6496,Omd,2nd Thought,0.1055
77046,6497,Ome Henk,Mambo No. 6,-0.9953
77048,6499,Omen,Nice Day For A Funeral,-0.7753
77051,6500,Omen Hungary,A Josag Nem Ved,0.8271
77066,6501,On Thorns I Lay,A Sparrow Dances,0.9522
77088,6502,Once Blue,Amateur,0.9274
77099,6503,Onda Vaselina,Extragrande,-0.7003
77104,6504,One Bad Pig,I Scream Sunday,-0.976
77105,6505,One Day Invisible,The Music Maker,-0.123
77106,6507,One More Time,Calming Rain,0.793
77115,6508,One Voice,All That 2 Me,0.9702
77153,6509,Oneal Shaquille,You Can't Stop The Reign,-0.2509
77154,6510,Onesto Jennifer,Answers,-0.5994
77164,6511,Ono Yoko,Walking On Thin Ice,-0.7964
77165,6512,Onolfo A.,Meine Liebe Ist Ehrlich,-0.5994
77166,6513,Onyx,All We Got Iz Us,-0.9985
77178,6514,Ookla The Mok,54 Miles,-0.8293
77213,6515,Oomph,Born - Praised - Kissed,0.656
77242,6516,Oomph!,A.l.i.v.e.,0.9175
77289,6517,Oora,Eviction,0.9032
77300,6518,Oosterhuis Trijntje,Wereld Zonder Jou,-0.5994
77301,6519,Opcion Sonica,Crisis De Identidad #1749,-0.128
77307,6520,Opera Ix,Al Azif,-0.9612
77318,6521,Operation Ivy,Artificial Life,-0.2756
77341,6522,Operette die Blume Von Hawaii,Bin Nur Ein Johnny,-0.9317
77342,6523,Opeth,Advent,-0.7351
77361,6524,Ophthalamia,A Cry From The Halls Of Blood / Empire Of Lost Dreams,-0.9445
77380,6525,Opm,Big Time,0.9901
77400,6527,Option 1,If I Love You More,0.9605
77407,6528,Opus,Flyin' High,0.6283
77411,6529,Opus Iii,Elemental,0.1779
77415,6530,Oran Juice,The Rain,0.8555
77416,6531,Orange 9mm,7,-0.9833
77420,6532,Orbison Roy,(all I Can Do Is) Dream You,0.908
77432,6533,Orbit,Medicine,0.8981
77433,6534,Orchestral Manoeuvres In The Dark,2nd Thought,0.1055
77502,6535,Ordo Equilibrio,Cleansing The Tainted Face Of Reason,-0.8316
77515,6536,Organic Critters,Destined Child,-0.5859
77520,6537,Organic Revolution Orchestra,3 Fat Bensin,-0.5574
77531,6538,Organized Konfusion,3/2/01,0.8588
77557,6539,Orgy,Aftermath,-0.4389
77600,6541,Original Alpenland Quintett,Anja,-0.8439
77605,6542,Original Broadway Cast,Another Day,0.7717
77637,6543,Original Broadway Castoriginal Broadway Cast,Tune Up #3,-0.5057
77638,6544,Original Naabtal Duo,Beim Wirt Von Nebenan,-0.5994
77649,6545,Originoo Gunn Clapazz,Flappin',-0.9871
77656,6546,Orin Cristina,Passenger Train,0.6369
77660,6547,Orininal Oberkrainer,Hallo Freunde,-0.9948
77661,6548,Orlando Riva Sound,Fire On The Waters,-0.7741
77663,6549,Orleans,Dance With Me,0.9442
77664,6550,Orlons,The Wah Watusi,0.9642
77665,6551,Oro,Quando Ti Senti Sola,-0.5267
77666,6552,Orphanage,Ancient Rhymes,-0.8948
77688,6553,Orphaned Land,A Neverending Way,0.93
77722,6555,Orthanc,As The Wolves Goin' Hunt,0.8095
77731,6556,Orton Beth,Best Bit,0.9669
77756,6558,Os Hip&#243;critas,Meu Sangue,0.9325
77762,6559,Os Mutantes,Algo Mais,-0.6808
77775,6560,Os Paralamas Do Sucesso,Busca Vida,-0.296
77802,6561,Osborne Anders,I'm Back In,0.9371
77803,6562,Osborne Joan,Right Hand Man,0.998
77804,6563,Osbourne Ozzy,A V H,-0.9228
77845,6564,Osdorp Posse,Abstract Met Tact,-0.9858
77884,6565,Ose Sean,Will Ye Go Lassie Go,0.9531
77885,6566,Oshay Mark,World Weary Heart,-0.5413
77886,6567,Osibisa,Sunshine Day,0.992
77887,6568,Oslin K.t,New Way Home,0.8377
77888,6569,Osmond Brothers,Double Lovin',0.9564
77890,6570,Osmond Donny,Donna,0.9298
77897,6571,Osmond Marie,Who's Sorry Now,0.7579
77898,6572,Osmonds,Love Me For A Reason,-0.7464
77902,6573,Ossian,Atok,0.4199
77916,6574,Ost,Bohemienne,-0.8402
77928,6575,Ostbahn-kurti Und Die Chefpartie,Arbeit,-0.9886
77929,6576,Osullivan Gilbert,Bye-bye,-0.296
77936,6577,Other Two,Selfish,-0.7236
77938,6578,O-town,All For Love,0.9984
77956,6579,Ott,Ain't Done Loving You,-0.9797
77967,6580,Ottawan,Crazy Music,-0.9643
77971,6581,Otto Waalkes,Grund Zum Feiern,-0.471
77975,6582,Otyg,Fjolldrottningens Slott,-0.6767
77984,6583,Our Lady Peace,...In A Bag,-0.8625
78062,6584,Our Only School Chum Was The Lunch Lady But,Why&#180;s Everybody Always Pickin&#180; On Me?,0.9782
78063,6585,Ours,As I Wander,-0.5574
78082,6586,Out Of Eden,Can't Let Go,0.4541
78092,6587,Outcast,Rosa Parks,-0.8802
78093,6588,Outer Limits,Titelmusik Outer Limits,-0.9195
78094,6589,Outfield,61 Seconds,-0.5267
78144,6590,Outhere Brothers,"Boom, Boom, Boom",0.9591
78145,6591,Outkast,?,0.4767
78176,6592,Outlawz,Black Rain,-0.9912
78178,6593,Outsiders,Forced March,-0.8912
78184,6594,Over The Rhine,And Can It Be,0.7845
78210,6595,Overflow,Stinks Like Claudioman Spirit,-0.9882
78211,6596,Overkill,80 Cycles,-0.286
78249,6597,Overstreet Paul,Head Over Heels,0.9839
78254,6598,Owen Mark,Ask Him To,0.9287
78259,6599,Owens Buck,Under Your Spell Again,0.0152
78260,6600,Oxiplegatz,Aftermath,-0.6161
78269,6601,Oyster Band,A Careless Life,-0.9561
78282,6602,Ozark Mountain Daredevils,You Made It Right,0.8658
78285,6603,Ozomatli,Chota,-0.9144
78293,6604,Ozzy Osbourne,A. V. H.,-0.9822
78347,6605,P&#225;ez Fito,A Las Piedras De Bel&#233;n,-0.8402
78356,6606,P. Diddy,Back For Good Now,-0.8203
78367,6607,P. Lion,Happy Children,0.9295
78368,6608,P. O. D.,Alive,0.9524
78370,6609,P. Olli,Flugzeuge Im Bauch,-0.855
