title,followers_count,genres,popularity
Blood Duster,2198,"['deathgrind', 'goregrind', 'grindcore']",18
"Blood, Sweat & Tears",99685,"['album rock', 'art rock', 'blues-rock', 'brill building pop', 'british blues', 'bubblegum pop', 'classic funk rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'singer-songwriter', 'soft rock', 'southern rock', 'symphonic rock']",49
Bloodhound Gang,299695,"['alternative metal', 'comic', 'funk metal', 'pop punk', 'punk']",63
Bloodlet,1889,"['mathcore', 'vegan straight edge']",14
Bloodshed,757,[],32
Bloodthorn,693,['norwegian metal'],6
Johanne Blouin,544,['chanson quebecois'],17
Hootie & The Blowfish,204847,"['mellow gold', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",61
Blu Cantrell,59762,"['hip pop', 'r&b', 'urban contemporary']",58
Jonas Blue,669498,"['dance pop', 'edm', 'pop', 'tropical house']",81
The Blue Angel Lounge,5417,"['neo-psychedelic', 'psych gaze']",29
Blue Boy,2906,[],41
The Blue Diamonds,3117,"['indorock', ""traditional rock 'n roll""]",34
Blue Highway,7826,"['bluegrass', 'old-time', 'progressive bluegrass']",35
Blue Jays,13,[],1
Blue Mink,1948,[],31
The Blue Moons,21,[],2
The Blue Nile,18196,"['art rock', 'chamber pop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop']",42
Blue Öyster Cult,396648,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock', 'southern rock', 'symphonic rock']",67
Blue Rodeo,40346,"['canadian indie', 'country rock', 'folk christmas']",49
Blue Swede,30560,[],62
Blue System,10082,"['europop', 'german pop', 'italian disco']",39
The Blues Brothers,156687,[],57
Blues Traveler,151945,"['alternative rock', 'jam band', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",58
Hugh Blumenfeld,62,['contemporary folk'],2
Blumentopf,65554,"['german hip hop', 'german pop', 'indie deutschrap', 'reggae fusion']",48
Blumfeld,6596,"['german indie', 'german pop']",32
Blur,940622,"['alternative rock', 'britpop', 'classic rock', 'dance rock', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock']",71
Blut Aus Nord,18444,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'blackgaze', 'chaotic black metal', 'doom metal', 'drone metal', 'jazz metal', 'pagan black metal', 'post-doom metal', 'post-metal', 'symphonic black metal', 'viking metal', 'voidgaze']",35
Six Market Blvd.,4384,"['deep texas country', 'outlaw country', 'texas country']",36
Bo Burnham,230510,"['antiviral pop', 'comic']",62
Bo Anderson,0,[],0
Bo Diddley,140644,"['acoustic blues', 'blues', 'blues-rock', 'british blues', 'chicago blues', 'classic rock', 'country blues', 'delta blues', 'electric blues', 'folk rock', 'funk', 'garage rock', 'jazz blues', 'jump blues', 'louisiana blues', 'memphis blues', 'memphis soul', 'new orleans blues', 'piano blues', 'piedmont blues', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'southern soul', 'texas blues', 'traditional blues']",53
B.o.B,1282148,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",77
Bob Carlisle,5607,[],38
Bob Dylan,2220015,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",76
Bob Geldof,7039,[],33
bob hund,26250,"['classic swedish pop', 'deep swedish indie pop', 'swedish alternative rock', 'swedish indie pop', 'swedish indie rock', 'swedish jazz']",43
Bob Marley & The Wailers,4616827,"['reggae', 'roots reggae']",81
Bob Martin,123,[],4
Bob Seger,311991,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",68
"Bobby ""Boris"" Pickett",8753,['halloween'],33
The Bobby Fuller Four,5281,"['bubblegum pop', 'classic garage rock', 'merseybeat', 'rock-and-roll']",43
Bobby Goldsboro,24747,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'soft rock']",46
Bobby McFerrin,73684,['a cappella'],59
Bobby Solo,7513,['classic italian pop'],38
Bobby Vinton,52962,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'easy listening', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",55
Bobo in White Wooden Houses,381,[],7
Bob's Burgers,12434,[],44
B.O.C.,26,[],9
Bodeans,10449,['roots rock'],40
Body Count,74703,"['alternative metal', 'funk metal', 'groove metal', 'nu metal', 'rap metal', 'rap rock']",49
Bodyjar,11645,"['melodic hardcore', 'skate punk']",41
Frank Boeijen Groep,14029,['dutch pop'],47
Hanne Boel,12816,"['classic danish pop', 'danish pop rock']",42
Angela Bofill,47566,"['adult standards', 'disco', 'quiet storm', 'soft rock', 'urban contemporary']",45
Bogart Bonales,316,[],30
Suzy Bogguss,24145,"['contemporary country', 'country', 'country christmas', 'nashville sound']",38
Eric Bogle,2215,['irish folk'],27
Bohemia Suburbana,12926,['rock en espanol'],40
Boiled In Lead,319,['celtic rock'],5
Bolland & Bolland,234,[],13
Bolt Thrower,46121,"['brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'doom metal', 'goregrind', 'grindcore', 'groove metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",44
Michael Bolton,345474,"['adult standards', 'mellow gold', 'soft rock']",67
Ray Boltz,9149,"['christian christmas', 'christian music']",31
Bon Jovi,3044403,"['album rock', 'glam metal', 'hard rock', 'heavy christmas', 'rock']",79
Jon Bon Jovi,472743,"['glam metal', 'rock']",57
Bone Thugs-N-Harmony,651920,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68
Boney M.,212099,"['disco', 'europop', 'pop christmas', 'soul christmas']",65
Boney M.,212099,"['disco', 'europop', 'pop christmas', 'soul christmas']",65
Tracy Bonham,10478,"['alternative pop', 'boston rock', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas']",41
Bonnie Bianco,949,[],19
Bonnie Raitt,195191,"['blues', 'blues-rock', 'classic rock', 'electric blues', 'folk', 'folk rock', 'folk-pop', 'jazz blues', 'lilith', 'mellow gold', 'modern blues', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul', 'soul blues']",59
Bonnie Tyler,246718,"['europop', 'new wave pop', 'soft rock']",68
Bono,9680,['hollywood'],47
The Bonzo Dog Band,4631,"['comic', 'zolo']",33
The Boo Radleys,12503,"['britpop', 'c86', 'dream pop', 'madchester', 'shoegaze']",38
Boogie Down Productions,77480,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",47
Book Of Love,11979,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",36
The Boomtown Rats,32534,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'pub rock', 'punk']",49
Daniel Boone,1717,[],33
Pat Boone,41409,"['adult standards', 'brill building pop', 'christmas', 'deep adult standards', 'easy listening', 'lounge', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",45
Boot Camp Clik,22100,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'underground rap']",38
Boris Gardiner,3998,"['lovers rock', 'rock steady', 'world christmas']",37
"John Barnard, Barney Borja",0,[],2
Borknagar,24797,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'folk metal', 'melodic death metal', 'metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal', 'viking metal']",37
Born Against,1749,['thrash core'],15
The Borrowers,22,[],1
Marco Borsato,183223,['dutch pop'],65
Bosson,5818,"['europop', 'swedish pop']",41
Boston,574969,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",69
The Bots,8018,[],29
Big Bottle Rocket,4,[],0
John Bottomley,51,[],1
Boudewijn de Groot,34863,['dutch pop'],51
BOULEVARD DEPO,2862,[],41
Bounty Killer,50243,"['dancehall', 'lovers rock', 'reggae fusion', 'riddim', 'roots reggae']",49
Bourbon Gautier,40,[],3
Bow Wow,383071,"['crunk', 'dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",64
David Bowie,2489660,"['art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock']",80
Bowling For Soup,395403,"['comic', 'emo', 'heavy christmas', 'modern rock', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']",67
Box Car Racer,138671,"['emo', 'modern rock', 'pop punk', 'punk', 'skate punk']",53
The Box Tops,31878,"['brill building pop', 'british blues', 'bubblegum pop', 'folk rock', 'merseybeat']",50
YoungBoy Never Broke Again,696017,"['rap', 'southern hip hop', 'trap music']",82
Boy George,104936,"['new romantic', 'new wave pop', 'soul christmas']",42
Boy Hits Car,5584,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",30
Boy Kicks Girl,104,[],6
Boy Meets Girl,5859,[],45
Jim Boyd,251,['native american'],12
Boys Don't Cry,910,[],25
Boys Town Gang,4605,['disco'],45
Quest Boysband,3,[],0
Boytronic,2431,"['ebm', 'neo-synthpop']",27
Lil Jon & The East Side Boyz,142770,"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",65
Boyz II Men,913928,"['boy band', 'dance pop', 'new jack swing', 'pop', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",71
Boyzone,171427,"['boy band', 'bubblegum dance', 'dance pop', 'europop', 'pop rock']",63
Boz Scaggs,139551,"['adult standards', 'album rock', 'art rock', 'classic rock', 'electric blues', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",60
Dale Bozzio,252,[],10
Running 150 BPM,15763,[],43
Bracket,17759,"['afrobeats', 'azontobeats']",44
Brad Paisley,1077364,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'pop christmas']",71
Michael Bradley,40,[],0
Paul Brady,9686,"['alternative roots rock', 'celtic', 'irish folk']",43
Billy Bragg,69179,"['alternative country', 'alternative rock', 'anti-folk', 'folk', 'folk punk', 'folk rock', 'folk-pop', 'permanent wave', 'roots rock', 'singer-songwriter', 'traditional folk']",54
BrainDead,592,[],30
Brainers,7,['lithumania'],0
Brainpool,1854,['swedish indie rock'],26
Bran Van 3000,17837,[],44
The Brand New Heavies,58035,['acid jazz'],48
Oscar Brand,512,[],18
Paul Brandt,19992,"['canadian country', 'contemporary country', 'country', 'country christmas', 'country road']",48
Angelo Branduardi,19844,['italian pop'],41
Brandy,734648,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",65
Laura Branigan,85430,"['dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",57
Mike Brant,21831,"['chanson', 'french pop']",42
Hy Brasil,146,[],34
Ramon Ayala Y Sus Bravos Del Norte,116449,"['norteno', 'regional mexican']",63
Toni Braxton,978647,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",68
The Braxtons,4501,[],25
Bread,231981,"['adult standards', 'album rock', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",62
Breakout,7200,"['classic polish pop', 'polish pop', 'polish punk']",39
Breathe Carolina,179538,"['edm', 'electropowerpop', 'emo', 'pop punk', 'punk christmas', 'screamo']",64
Andy Breckman,40,['contemporary folk'],2
The Breeders,122394,"['alternative pop', 'alternative rock', 'art pop', 'boston rock', 'britpop', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'new wave pop', 'noise pop', 'pop rock', 'post-punk', 'rock', 'shoegaze', 'singer-songwriter']",60
Jody Breeze,26805,"['crunk', 'deep trap', 'southern hip hop', 'trap music']",37
Jacques Brel,153978,"['cabaret', 'chanson']",58
Brian Adams,21285,[],9
Brian May,43855,['glam rock'],42
Brian McKnight,428135,"['dance pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",64
The Brian Setzer Orchestra,32535,"['pop christmas', 'rockabilly', 'swing']",44
Brian Courtney Wilson,30372,"['christian christmas', 'gospel']",49
Brick + Mortar,35716,"['indie rockism', 'modern rock']",53
Edie Brickell & New Bohemians,34208,"['lilith', 'singer-songwriter']",45
Jim Brickman,44446,"['classify', 'new age']",57
MyChildren MyBride,16914,"['christian hardcore', 'christian metal', 'death core', 'melodic metalcore', 'metalcore']",33
Sarah Brightman,177860,['operatic pop'],59
Sarah Brightman,177860,['operatic pop'],59
Brincando De Deus,91,[],0
Britney Spears,3907307,"['dance pop', 'pop', 'pop christmas', 'post-teen pop', 'urban contemporary']",80
The Broadways,1746,['orgcore'],18
The Brodys,56,[],2
Broery Pesolima,744,[],16
Broken Hope,6832,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']",25
Lisa Brokop,1906,"['canadian country', 'country dawn', 'deep contemporary country']",17
Bronski Beat,93932,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",56
Brooke Allison,253,[],6
Jonatha Brooke,5735,"['ectofolk', 'folk', 'folk-pop', 'lilith']",33
Brooklyn Bridge,896,[],23
Brooks & Dunn,568781,"['contemporary country', 'country', 'country christmas', 'country road', 'outlaw country', 'pop christmas', 'traditional country']",67
Brooks & Dunn,568781,"['contemporary country', 'country', 'country christmas', 'country road', 'outlaw country', 'pop christmas', 'traditional country']",67
Garth Brooks,440117,"['contemporary country', 'country', 'country road']",51
Meredith Brooks,28717,"['lilith', 'new wave pop', 'pop rock']",55
Shelton Brooks,11,['tin pan alley'],1
Big Bill Broonzy,16555,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'electric blues', 'harmonica blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'piedmont blues', 'soul blues', 'swamp blues', 'texas blues', 'traditional blues', 'traditional folk']",42
BROS,5116,[],41
Brother Beyond,4108,['boy band'],27
Brother Cane,4397,[],37
Brother Phelps,1509,[],17
Brotherhood of Man,8137,['bubblegum pop'],37
The Allman Brothers Band,419628,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",67
Trina Broussard,3212,['neo soul'],27
Bobby Brown,247649,"['classic funk rock', 'dance pop', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",59
Carlinhos Brown,43811,"['axe', 'bossa nova', 'latin alternative', 'mpb', 'samba']",51
Errol Brown,413,[],13
Foxy Brown,142762,"['east coast hip hop', 'hip hop', 'hip pop', 'r&b', 'rap']",58
Ian Brown,96667,"['britpop', 'electronic', 'madchester']",50
James Brown,985750,"['classic funk rock', 'classic rock', 'deep funk', 'funk', 'jazz blues', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']",68
Jennifer Brown,1519,['swedish pop'],29
Jocelyn Brown,12277,"['disco', 'post-disco']",47
Julie Brown,754,[],16
Charlie Brown Jr.,2314256,[],73
Lew Brown,15,[],12
Sam Brown,104,[],18
Jackson Browne,286650,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'piano rock', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",66
Brownstone,111510,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",50
Bruce & Bongo,132,[],14
Bruce Channel,3001,[],45
Bruce Dickinson,161390,"['album rock', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal']",51
Bruce Hornsby,75151,"['album rock', 'folk rock', 'mellow gold', 'neo mellow', 'piano rock', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",58
Bruce Low,1393,"['classic schlager', 'schlager', 'volksmusik']",23
Bruce Springsteen,1420773,"['mellow gold', 'permanent wave', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",76
Patrick Bruel,72874,"['chanson', 'french pop']",54
Brujeria,49782,"['death metal', 'deathgrind', 'grindcore', 'groove metal', 'latin metal']",42
Monique Brumby,164,[],3
Brunner & Brunner,8576,"['discofox', 'schlager', 'volksmusik']",39
Brutal Truth,14993,"['brutal death metal', 'crust punk', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'power violence', 'technical death metal', 'thrash core']",28
Brutality Will Prevail,7509,"['beatdown', 'chaotic hardcore']",31
Bryan Ferry,121090,"['art rock', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",58
Bryan White,26869,"['country', 'country christmas', 'country gospel']",47
Richard Bryant,1,[],0
Peabo Bryson,111618,"['adult standards', 'new jack swing', 'quiet storm', 'r&b', 'soft rock', 'soul christmas', 'urban contemporary']",58
B-Side,1953,"['chillhop', 'lo beats']",56
BT,51745,"['electronic', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",54
Bubba Sparxxx,103033,"['crunk', 'dirty south rap', 'pop rap', 'redneck', 'southern hip hop']",58
Antonella Bucci,149,[],31
Buckcherry,191904,"['alternative metal', 'glam metal', 'heavy christmas', 'nu metal', 'post-grunge', 'rock', 'sleaze rock']",56
Lindsey Buckingham,37452,"['art rock', 'mellow gold', 'rock', 'soft rock']",49
Stevie Nicks And Lindsey Buckingham,609,[],12
The Buckinghams,15322,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",38
Wendy Bucklew,77,[],3
Jeff Buckley,384886,"['folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter']",63
Bucks Fizz,11144,"['new wave pop', 'soul christmas']",40
Buckshot LeFonque,7220,[],38
Buddy DeSylva,11,['tin pan alley'],15
Buddy Holly,301162,"['adult standards', 'brill building pop', 'christmas', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",60
Buddy Meredith,32,[],13
Budgie,1279,[],39
Buen Color,137,[],11
Buffalo Springfield,184735,"['blues-rock', 'british blues', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",63
Buffalo Tom,13702,"['alternative country', 'alternative pop', 'alternative rock', 'boston rock', 'gbvfi', 'jangle pop', 'lo-fi', 'power pop', 'roots rock']",42
Jimmy Buffett,166988,"['country christmas', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",67
Original Cast of Buffy The Vampire Slayer,8054,['hollywood'],43
The Buggles,27927,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",58
Built To Spill,102434,"['alternative pop', 'alternative rock', 'anti-folk', 'chamber pop', 'dance-punk', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop', 'noise rock', 'singer-songwriter', 'slow core', 'stomp and holler']",56
Los Buitres De Culiacan Sinaloa,271117,"['banda', 'deep regional mexican', 'grupera', 'latin hip hop', 'norteno', 'regional mexican', 'regional mexican pop']",57
Buju Banton,140346,"['dancehall', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",58
Bullion,4974,['wonky'],33
Geoff Bullock,523,[],18
Bully,29821,"['art pop', 'garage psych', 'indie punk', 'noise pop', 'preverb']",44
Bully Buhlan,371,['classic schlager'],15
Bunbury,643210,"['latin alternative', 'latin rock', 'rock en espanol']",73
Ursula Bundies,0,[],6
Nino Buonocore,1229,['classic italian pop'],27
Burl Ives,15139,"['christmas', 'folk christmas']",47
Burlap To Cashmere,8007,"['ccm', 'deep christian rock']",32
The Civil Wars & T Bone Burnett,1039,[],31
Billy Burnette,410,[],13
Robert Burns,370,['poetry'],13
Burt Bacharach,65443,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",53
Tim Burton,226,[],1
Burzum,99347,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal', 'viking metal']",48
Bus Stop,279,['bubblegum dance'],22
Bush,465121,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rock']",64
Kate Bush,317755,"['art pop', 'art rock', 'chamber pop', 'dance rock', 'folk christmas', 'folk-pop', 'indie christmas', 'lilith', 'new wave', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",62
Stan Bush,7808,['melodic hard rock'],41
Busta Flex,10544,['french hip hop'],36
Busta Rhymes,750654,"['dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop christmas', 'pop rap', 'rap']",76
...But Alive,3121,"['german indie', 'german punk']",24
McAlmont & Butler,4216,"['britpop', 'madchester']",33
The Butlers,887,['euroska'],31
Butterfingers,4177,['australian hip hop'],38
Butterfly Temple,406,"['russian alternative', 'slavic metal']",9
Butthole Surfers,92804,"['alternative rock', 'experimental rock', 'funk rock', 'grunge', 'neo-psychedelic', 'noise rock', 'post-hardcore', 'post-punk', 'punk']",51
Buzz Poets,212,[],7
Buzzcocks,125557,"['alternative rock', 'dance rock', 'garage rock', 'new wave', 'post-punk', 'pub rock', 'punk', 'ska', 'uk post-punk']",55
Tracy Byrd,173235,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",58
The Byrds,262312,"['album rock', 'art rock', 'blues-rock', 'brill building pop', 'british blues', 'bubblegum pop', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'traditional folk']",63
Jim Byrnes,946,[],20
Pimp C,233794,"['crunk', 'deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",60
C & C Music Factory,43719,"['eurodance', 'hip house']",53
C-BLOCK,235,['chinese hip hop'],25
Chris C-PO Porter,213,[],22
C.C. Catch,21387,"['dutch pop', 'eurodance', 'europop', 'italian disco']",45
C.C.C.P.,490,[],16
C.J. Lewis,94,[],22
Cabaret Voltaire,25240,"['dance rock', 'ebm', 'electronic', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'industrial rock', 'kraut rock', 'new romantic', 'new wave', 'no wave', 'post-punk', 'synthpop', 'uk post-punk']",35
Francis Cabrel,95032,"['cabaret', 'chanson', 'french pop', 'french rock']",60
El Caco,5603,['norwegian rock'],29
Cadaverous Condition,89,[],2
Meryn Cadell,300,[],7
Space Cadets,216,['p funk'],15
Cadillac Moon,47,[],3
Caedmon's Call,20384,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'deep christian rock', 'worship']",40
Daniel Caesar,501429,"['deep indie r&b', 'indie r&b', 'pop']",79
Rubén Albarrán (Cafe Tacuba),1372,[],13
Caffeine,2465,['indonesian pop'],35
John Cafferty,5997,[],47
A Bit Like Nicolas Cage,3,[],0
Caifanes,803593,"['latin alternative', 'latin rock', 'rock en espanol']",69
Cake,429753,"['alternative rock', 'comic', 'garage rock', 'indie rock', 'modern rock', 'pop rock', 'post-grunge', 'rock']",67
Andrés Calamaro,668469,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'rock en espanol']",70
Bobby Caldwell,34149,['jazz funk'],53
Caliban,66800,"['death core', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal']",50
Randy California,574,['psychedelic blues-rock'],12
Calimeros,2604,"['discofox', 'schlager', 'volksmusik']",36
Callenish Circle,2459,['melodic death metal'],24
The Calling,219526,"['neo mellow', 'pop rock', 'post-grunge']",66
Cab Calloway,42870,"['adult standards', 'big band', 'cabaret', 'christmas', 'lounge', 'stride', 'swing']",47
Robert Calvert,1260,[],15
Camel,85679,"['album rock', 'art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'symphonic rock']",50
Cameno Bay,2,[],0
Cameo,185951,"['classic funk rock', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rap', 'soul', 'urban contemporary']",56
Camilla Faustino,293,[],44
Camouflage,22282,"['ebm', 'futurepop', 'new romantic', 'new wave', 'synthpop']",43
DMO Rebel Campaign,12,[],39
Glen Campbell,100973,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'country christmas', 'folk', 'folk christmas', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock', 'traditional country']",61
Ian Campbell,4,[],6
Tevin Campbell,229563,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",56
Camper Van Beethoven,14409,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'neo-psychedelic', 'power pop']",35
Alexis Campet,0,[],0
Candlebox,232318,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']",57
Candlemass,46003,"['death metal', 'doom metal', 'metal', 'nwobhm', 'progressive metal', 'speed metal', 'stoner metal', 'stoner rock', 'swedish metal', 'thrash metal']",42
The Candyskins,443,"['britpop', 'madchester']",11
Canibus,26878,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'underground rap']",43
Canned Heat,136629,"['acoustic blues', 'blues', 'blues-rock', 'chicago blues', 'classic rock', 'country blues', 'delta blues', 'electric blues', 'folk rock', 'jazz blues', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soul blues', 'southern rock', 'texas blues', 'traditional blues']",57
Cannibal Corpse,217300,"['alternative metal', 'brutal death metal', 'death metal', 'deathgrind', 'groove metal', 'hard rock', 'metal', 'nu metal', 'speed metal', 'technical death metal', 'thrash metal']",55
Cantoamerica,584,['tico'],12
Eddie Cantor,1900,['jazz christmas'],28
Jerry Cantrell,57330,"['alternative metal', 'funk rock', 'grunge', 'post-grunge', 'rock']",42
Jim Capaldi,1928,[],28
Jean-Patrick Capdevielle,1756,[],25
Capella Istropolitana,4825,"['baroque ensemble', 'classical christmas', 'classical performance']",49
Capercaillie,12897,"['celtic', 'celtic christmas', 'celtic rock', 'irish folk']",36
Cappuccino,536,[],15
Cappucino,5,[],0
Captain & Tenille,183,[],7
Captain & Tennille,59997,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'disco', 'folk rock', 'mellow gold', 'soft rock']",50
Captain Beefheart & His Magic Band,59265,"['art rock', 'canterbury scene', 'classic funk rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'garage rock', 'neo-psychedelic', 'no wave', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'zolo']",49
