title,followers_count,genres,popularity
Shonen Knife,11688,"['j-punk', 'j-rock']",31
Shooting Gallery,319,[],7
Showaddywaddy,16644,"['glam rock', 'rock-and-roll']",42
Shriekback,5144,"['dance rock', 'new romantic', 'new wave', 'synthpop', 'uk post-punk']",34
Shroud,10,[],0
Shudder To Think,4807,"['alternative pop', 'gbvfi', 'math rock', 'post-hardcore']",26
Shultz,6,[],0
Shurik'n,30939,"['french hip hop', 'french reggae']",47
Shy Glizzy,271028,"['deep trap', 'drill', 'dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",72
Jane Siberry,4025,"['canadian indie', 'ectofolk', 'folk', 'folk christmas', 'lilith', 'melancholia', 'new wave pop']",29
Side A & Freestyle,48413,['opm'],56
Siebenbürgen,3156,"['swedish metal', 'symphonic black metal']",18
Sieges Even,3862,"['german metal', 'jazz metal', 'neo-progressive', 'progressive metal', 'symphonic rock']",25
Sigh,7967,"['avantgarde metal', 'black metal', 'j-metal', 'jazz metal', 'oriental metal', 'pagan black metal']",25
Carl Sigman,20,['tin pan alley'],13
Sigue Sigue Sputnik,10173,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",34
Sigur Rós,688700,"['bow pop', 'chamber pop', 'dream pop', 'ethereal wave', 'icelandic pop', 'indie folk', 'melancholia', 'post rock']",63
Silage,450,[],8
Silent Circle,5481,['italian disco'],36
Silent Scream,240,[],12
Silent Stream of Godless Elegy,748,"['folk metal', 'funeral doom']",10
Silicon Dream,322,['italian disco'],9
Silk,335833,"['funk', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",55
Silke Bischoff,763,['dark wave'],7
Silke Hauck,37,[],0
Silkk The Shocker,70845,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'southern hip hop', 'trap music', 'wrestling']",47
Silly Wizard,4178,"['celtic', 'celtic rock', 'irish folk', 'traditional scottish folk']",32
Silly Wizard,4178,"['celtic', 'celtic rock', 'irish folk', 'traditional scottish folk']",32
Silver Pozzoli,1737,['italian disco'],30
Silver Sun,1197,['britpop'],17
Silverchair,355834,"['alternative metal', 'alternative rock', 'australian alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']",63
Silverstein,251098,"['emo', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']",62
Stephen Simmonds,4161,[],35
Richard Simmons,168,[],7
Simon & Garfunkel,1131398,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74
Simon & Garfunkel,1131398,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74
Simon Butterfly,15,[],3
Carly Simon,207840,"['adult standards', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'new wave pop', 'pop christmas', 'singer-songwriter', 'soft rock']",64
Simon & Garfunkel,1131398,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74
Paul Simon,646075,"['album rock', 'brill building pop', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",72
Nina Simone,995431,"['adult standards', 'christmas', 'jazz blues', 'jazz christmas', 'singer-songwriter', 'soul', 'soul blues', 'soul jazz', 'vocal jazz']",71
Nina Simone,995431,"['adult standards', 'christmas', 'jazz blues', 'jazz christmas', 'singer-songwriter', 'soul', 'soul blues', 'soul jazz', 'vocal jazz']",71
Simonia E. Milton,3,[],0
Simple Plan,1390553,"['emo', 'heavy christmas', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']",71
Simple Minds,396120,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",68
Simple Plan,1390553,"['emo', 'heavy christmas', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']",71
Simplicity Praise,1547,['christian relaxative'],31
Simply Red,479922,"['dance rock', 'disco', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",69
Simply Twisted,6,[],0
Martin Simpson,5617,"['british folk', 'country blues', 'fingerstyle', 'traditional british folk']",35
The Simpsons,12055,[],29
Sina Sarlak,769,['persian traditional'],29
Frank Sinatra,2083488,"['adult standards', 'christmas', 'easy listening', 'jazz christmas', 'lounge']",77
Nancy Sinatra,151338,"['brill building pop', 'cabaret', 'folk rock', 'singer-songwriter']",63
Sinéad O'Connor,218198,"['folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",60
Sinéad O'Connor,218198,"['folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",60
Sinergy,6505,"['finnish metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']",30
Single Gun Theory,882,[],16
Siniestro Total,39755,"['cantautor', 'spanish new wave', 'spanish punk']",46
Sinister,12442,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']",30
Sinitta,5649,['new wave pop'],34
Siouxsie and the Banshees,214168,"['alternative rock', 'dance rock', 'dark wave', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'synthpop', 'uk post-punk']",57
Sirrah,136,[],18
Sisqo,210372,"['hip pop', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']",58
Sissel,21176,"['classic norwegian pop', 'operatic pop']",44
Sister 2,4,[],0
Original London Cast of Sister Act,20,[],30
Sister Double Happiness,375,[],8
Sister Hazel,94744,"['acoustic pop', 'folk christmas', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']",57
Sister 7,211,[],5
Sister Sledge,139763,"['classic funk rock', 'disco', 'disco house', 'funk', 'post-disco', 'quiet storm']",61
Sister Soleil,220,[],3
Sisters of Mercy,115270,"['corrosion', 'industrial rock', 'new wave']",52
Siw Malmkvist,8051,"['barnmusik', 'vintage swedish pop']",39
Six Feet Under,51405,"['brutal death metal', 'death metal', 'deathgrind', 'groove metal', 'metal', 'nu metal', 'rap metal', 'rap rock', 'technical death metal', 'thrash metal']",43
Sixpence Non The Richer (Karaoke),4,[],0
Sixpence None The Richer,126571,"['christian christmas', 'neo mellow', 'pop christmas', 'pop rock']",66
Size 14,384,[],10
Roni Size,29808,"['big beat', 'breakbeat', 'drum and bass', 'electronic', 'hardcore techno', 'jungle', 'liquid funk', 'trip hop']",42
Ricky Skaggs,29740,"['bluegrass', 'country', 'country christmas', 'country gospel', 'country rock', 'nashville sound', 'old-time', 'progressive bluegrass', 'traditional country', 'western swing']",50
Ricky Skaggs,29740,"['bluegrass', 'country', 'country christmas', 'country gospel', 'country rock', 'nashville sound', 'old-time', 'progressive bluegrass', 'traditional country', 'western swing']",50
Skank,873780,"['latin alternative', 'mpb']",66
Skankin' Pickle,11052,"['ska', 'ska punk', 'ska revival']",32
Skee-Lo,18607,['west coast rap'],51
Skee-Lo,18607,['west coast rap'],51
Peter Skellern,2311,[],29
Skepticism,3118,"['doom metal', 'funeral doom']",16
Skid Row,605512,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heavy christmas', 'metal', 'post-grunge', 'rock']",62
Skillet,1708996,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'post-grunge', 'rap metal']",76
Soap&Skin,32921,"['austropop', 'chamber pop', 'melancholia', 'vienna indie']",47
The Skinny Bohemians,6,[],0
Skinny Puppy,59490,"['dark wave', 'digital hardcore', 'ebm', 'electro-industrial', 'experimental', 'gothic rock', 'industrial', 'industrial metal', 'industrial rock']",43
Skunk Anansie,132623,['pop rock'],55
Said the Sky,50321,"['brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'electronic trap', 'indie poptimism', 'tracestep']",63
Amy Sky,463,"['canadian country', 'canadian pop', 'country christmas']",25
Skyclad,7894,"['bow pop', 'folk metal', 'viking metal']",31
Skyforger,8172,"['folk metal', 'latvian pop', 'slavic metal', 'viking metal']",28
Skylark,280,['italian metal'],24
B. Slade,135,[],36
Slank,105119,"['dangdut', 'indonesian indie', 'indonesian pop']",53
David Slater,417,[],34
Slaughter,105022,"['album rock', 'canadian metal', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",46
Slayer,1041475,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'rock', 'speed metal', 'thrash metal']",67
Sarah Slean,4690,"['canadian indie', 'folk christmas', 'lilith']",27
Sleater-Kinney,94450,"['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'folk-pop', 'indie folk', 'indie punk', 'indie rock', 'lilith', 'lo-fi', 'noise pop', 'preverb', 'riot grrrl', 'singer-songwriter']",49
Sleater-Kinney,94450,"['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'folk-pop', 'indie folk', 'indie punk', 'indie rock', 'lilith', 'lo-fi', 'noise pop', 'preverb', 'riot grrrl', 'singer-songwriter']",49
Percy Sledge,157687,"['brill building pop', 'chicago soul', 'jazz blues', 'jazz christmas', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']",57
Sleep Baby Sleep,18394,['sleep'],69
"Oh, Sleeper",46347,"['christian hardcore', 'christian metal', 'melodic metalcore', 'metalcore', 'screamo']",43
Slick Rick,169654,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'pop rap', 'rap', 'southern hip hop']",57
Cappo Slide,622,['classify'],37
SLik d,4002,[],37
Guitar Slingers,746,"['deep psychobilly', 'psychobilly']",15
Slipknot,3004684,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",78
Sasha Sloan,17960,['indie poptimism'],74
Sloppy Wrenchbody,12,[],0
Slowdive,165549,"['alternative rock', 'art pop', 'chamber pop', 'dream pop', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'nu gaze', 'shoegaze', 'singer-songwriter', 'slow core']",61
Slugwrench,1,[],0
Sly Fox,1221,[],31
Sm-trax,244,"['bubble trance', 'german techno']",14
Small Faces,93918,"['art rock', 'blues-rock', 'british blues', 'british invasion', 'britpop', 'bubblegum pop', 'classic rock', 'folk rock', 'freakbeat', 'madchester', 'merseybeat', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'rock-and-roll', 'singer-songwriter']",52
Fred Small,173,['contemporary folk'],8
Smalltown Poets,3298,"['christian christmas', 'christian rock', 'deep christian rock']",23
Smash Mouth,286785,"['heavy christmas', 'pop christmas', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas']",70
The Smashing Pumpkins,1282692,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'pop christmas', 'pop rock', 'post-grunge', 'rock']",73
Smile Empty Soul,100122,"['alternative metal', 'christian alternative rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",59
Bessie Smith,63795,"['acoustic blues', 'big band', 'blues', 'cabaret', 'chicago blues', 'delta blues', 'jazz blues', 'jazz christmas', 'memphis blues', 'piedmont blues', 'texas blues', 'traditional blues', 'vocal jazz']",46
Craig Hyde-Smith,8,[],26
V. George Smith,343,[],9
Kendra Smith,532,[],6
Michael W. Smith,174566,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",61
Patti Smith,293241,"['art pop', 'art rock', 'classic rock', 'dance rock', 'folk christmas', 'folk rock', 'folk-pop', 'heavy christmas', 'new wave', 'new wave pop', 'permanent wave', 'protopunk', 'psychedelic rock', 'punk christmas', 'rock', 'singer-songwriter']",59
Rex Smith,5922,['soft rock'],36
Will Smith,345103,"['dance pop', 'hip hop', 'pop', 'pop christmas', 'pop rap', 'rap']",68
The Smithereens,21356,"['alternative pop', 'alternative rock', 'dance rock', 'indie christmas', 'jangle pop', 'new wave', 'new wave pop', 'power pop', 'roots rock']",41
The Smiths,1380719,"['dance rock', 'indie rock', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",73
Smokey Robinson & The Miracles,322067,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']",61
Smokey Robinson & The Miracles,322067,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']",61
Smokie Norful,83202,['gospel'],49
Smokin' Armadillos,1020,[],27
Adi Smolar,227,['slovenian rock'],11
Patty Smyth,11565,['new wave pop'],45
Midnight Snack,932,[],14
Snakepit,45,[],0
SNAP!,57273,"['eurodance', 'europop', 'german techno', 'hip house']",58
Sneaker Pimps,80824,"['electroclash', 'electronic', 'trip hop']",50
Todd Snider,29548,"['alternative country', 'country rock', 'folk', 'new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional folk']",45
Snoop Dogg,3185850,"['g funk', 'gangster rap', 'hip hop', 'pop christmas', 'pop rap', 'rap', 'west coast rap']",84
Snoopy el Coyote,64,[],36
Snot,27852,"['alternative metal', 'funk metal', 'funk rock', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']",38
Miike Snow,435222,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish synthpop', 'synthpop']",66
Phoebe Snow,12633,['folk'],37
Tom Snow,51,[],13
Snowmen,20,[],2
Snug Brim,601,[],43
Só Pra Contrariar,166524,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",59
What So Not,172981,"['aussietronica', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'moombahton', 'vapor twitch']",69
Jill Sobule,3728,"['ectofolk', 'folk christmas', 'folk-pop', 'lilith']",32
Social Distortion,242313,"['pop punk', 'punk', 'skate punk']",59
Soda Stereo,1915961,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",76
Sodom,106012,"['black thrash', 'crossover thrash', 'death metal', 'german metal', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'speed metal', 'thrash metal']",47
Sods,378,[],9
The Soft Boys,9540,"['alternative rock', 'art rock', 'c86', 'dance rock', 'experimental', 'experimental rock', 'garage rock', 'gbvfi', 'indie rock', 'jangle pop', 'lo-fi', 'neo-psychedelic', 'new wave', 'no wave', 'post-punk', 'power pop', 'psychedelic rock', 'pub rock', 'punk blues', 'twee pop', 'uk post-punk']",37
Soft Cell,140762,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']",63
soho,503,[],47
Soil,102280,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",57
Solefald,5795,"['avantgarde metal', 'black metal', 'heavy christmas', 'jazz metal', 'norwegian metal', 'pagan black metal', 'viking metal']",19
Sister Soleil,220,[],3
Solid Harmonie,1842,['bubblegum dance'],28
Solid Harmony,2,[],0
Calm Solitude,172,[],44
Solitude Aeturnus,5878,"['doom metal', 'heavy christmas']",21
Mano Solo,21268,"['chanson', 'french folk pop', 'french reggae', 'french rock', 'reggae fusion']",41
Sal Solo,417,[],9
Solstice,1929,[],15
Soluna,820,['balkan brass'],17
Someday,385,[],9
Jimmy Somerville,40911,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",48
Something Corporate,75913,"['emo', 'modern rock', 'piano rock', 'pop christmas', 'pop punk', 'pop rock', 'punk christmas']",50
Joanie Sommers,811,[],25
Sommerwind,11,[],0
Son By Four,26710,"['deep latin christian', 'latin', 'salsa', 'tropical']",51
Son Volt,30407,"['alternative country', 'alternative rock', 'country rock', 'folk', 'new americana', 'outlaw country', 'power pop', 'roots rock', 'singer-songwriter', 'stomp and holler', 'texas country']",46
Betharia Sonata,10630,['dangdut'],33
SONIA,592,[],40
Sonic Youth,374570,"['alternative rock', 'blues-rock', 'dance rock', 'dance-punk', 'dream pop', 'experimental rock', 'garage rock', 'grunge', 'indie christmas', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'punk', 'rock', 'shoegaze']",60
Sonique,17412,[],46
Sonny & Cher,67650,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",54
La Sonora Matancera,36759,"['bolero', 'boogaloo', 'cuban rumba', 'cumbia', 'jazz christmas', 'latin christmas', 'latin jazz', 'mambo', 'salsa', 'tropical', 'world christmas']",51
Sons of the Pioneers,7996,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'vocal harmony group', 'western swing']",36
Sonya Kitchell,1285,"['ectofolk', 'lilith']",34
Sopa De Cabra,45412,"['cantautor', 'rock catala']",45
Sophia George,973,[],28
Sophie B. Hawkins,23799,"['lilith', 'new wave pop', 'pop rock']",48
Sophie B. Hawkins,23799,"['lilith', 'new wave pop', 'pop rock']",48
Sopor Aeternus & The Ensemble Of Shadows,25385,"['dark wave', 'ethereal wave', 'gothic rock', 'medieval folk', 'neoclassical', 'steampunk']",42
Soraya,57552,"['latin', 'latin pop', 'spanish pop']",47
Sorhin,1000,['dark black metal'],8
Sorrow,10304,"['bass music', 'chillstep', 'future garage', 'substep', 'vapor twitch', 'wave']",43
Sort Sol,14148,"['classic danish pop', 'danish pop', 'danish pop rock']",42
The S.O.S Band,133580,"['classic funk rock', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",52
Soul 4 Real,793,['new jack swing'],11
Soul Asylum,138772,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",58
Soul Coughing,33506,"['alternative rock', 'funk rock', 'pop rock', 'post-grunge']",45
Soul II Soul,55140,"['acid house', 'disco', 'hip house', 'post-disco']",52
Soul Saver,3,[],0
Soulfly,175941,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'latin metal', 'metalcore', 'nu metal', 'rap metal', 'rap rock']",50
Soulful Dynamics,199,[],13
Soulsister,3806,"['belgian rock', 'classic belgian pop']",41
Soulwax,100010,"['alternative dance', 'belgian rock', 'big beat', 'dance-punk', 'electro house', 'electroclash', 'electronic', 'filter house', 'indietronica', 'mashup', 'new rave', 'synthpop']",53
Unlimited Sound,75,['covertrance'],2
Soundgarden,1152898,"['album rock', 'alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']",71
Soundshine,6,[],3
Motion City Soundtrack,153448,"['emo', 'modern rock', 'pop emo', 'pop punk', 'pop rock']",59
Source Vibrations,5054,"['healing', 'meditation', 'tone']",44
Beans Sousa,1,[],0
South Border,230428,"['opm', 'pinoy alternative']",58
South Sixty Five,147,[],6
Southern Sons,713,"['australian pop', 'vocal harmony group']",11
Southpark Neiman,23,[],26
Southside Johnny And The Asbury Jukes,9682,"['pub rock', 'roots rock']",38
SoWhat,12,[],0
Space Jesus,25455,"['brostep', 'electronic trap']",50
SpaceGhostPurrp,31174,"['underground hip hop', 'vapor trap']",36
Space Hog The Boss,24,[],2
The Space Junkies,3,[],0
Space Monkeys,760,['madchester'],12
Spacehog,22600,"['britpop', 'glam rock', 'pop rock', 'post-grunge']",50
Spagna,7686,['italian disco'],40
Spain,72,[],25
Spandau Ballet,245102,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",65
OG Spanish Fly,9738,"['chicano rap', 'latin hip hop']",31
Spargo,2257,[],32
Twilight Sparkle,2137,[],52
Sparklehorse,62742,"['alternative rock', 'dream pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'neo-psychedelic', 'noise pop', 'rva indie', 'singer-songwriter', 'slow core']",49
Jordin Sparks,658437,"['dance pop', 'neo mellow', 'pop', 'pop christmas', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary', 'viral pop']",68
Spax,2674,['german hip hop'],23
Spear Of Destiny,3240,[],26
The Specials,190400,"['dance rock', 'new wave', 'punk', 'ska', 'ska punk', 'ska revival']",57
Speelwark,106,['volksmusik'],3
The Spencer Davis Group,63515,"['art rock', 'blues-rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll', 'rockabilly']",56
Jeremy Spencer,1480,['british blues'],20
Tracie Spencer,30872,"['new jack swing', 'urban contemporary']",34
Spezializtz,2766,['german hip hop'],18
Spice Girls,717955,"['dance pop', 'europop', 'pop', 'pop christmas', 'pop rock']",70
Spice 1,83837,"['chicano rap', 'crunk', 'dirty south rap', 'g funk', 'gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']",52
Spider Murphy Gang,14585,"['german pop', 'neue deutsche welle', 'schlager']",48
Spiderbait,38944,"['australian alternative rock', 'australian pop']",52
Spike,16,[],38
Spin Doctors,132116,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",63
Spina Bifida and Hydrocephalus Association of Northern Alberta,3,[],0
Spinal Tap,14161,['comic'],38
Spineshank,56400,"['alternative metal', 'groove metal', 'industrial', 'industrial metal', 'industrial rock', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",49
Delta Spirit,78695,"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'new americana', 'piano rock', 'shimmer pop', 'stomp and holler']",48
Spirit Of The West,8635,"['canadian indie', 'celtic rock']",38
Spiritual Health,130,[],44
Spiritual Beggars,16568,"['doom metal', 'retro metal', 'stoner metal', 'stoner rock']",34
Spiritualized,85291,"['alternative rock', 'art pop', 'art rock', 'britpop', 'chamber pop', 'dance-punk', 'dream pop', 'electronic', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'madchester', 'neo-psychedelic', 'new wave', 'noise pop', 'nu gaze', 'post rock', 'shoegaze', 'singer-songwriter', 'slow core']",51
Spitting Image,30,[],0
Taj-He-Spitz,5231,"['hyphy', 'west coast trap']",31
Splash 21,150,['tropical house'],43
Spliff Starr,151,[],38
Peter Green Splinter Group,5868,"['british blues', 'electric blues']",25
Spock,5517,['zapstep'],34
Spock's Beard,23365,"['album rock', 'art rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",36
Sponge,25324,"['alternative rock', 'grunge', 'pop rock', 'post-grunge']",48
Spooks,1051,[],67
Spoon,291907,"['alternative rock', 'austindie', 'chamber pop', 'dance-punk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'stomp and holler']",65
Spoons,2542,[],23
Spread Eagle,2493,"['glam metal', 'sleaze rock']",14
Dusty Springfield,146369,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'jazz blues', 'lounge', 'mellow gold', 'memphis soul', 'motown', 'new wave pop', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",64
Rick Springfield,153973,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",63
Bruce Springsteen,1420792,"['mellow gold', 'permanent wave', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",76
Sprung Monkey,1811,[],25
Sqeezer,231,['bubblegum dance'],11
Squeeze,81546,"['art rock', 'dance rock', 'indie christmas', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock']",53
Squirrel Nut Zippers,33331,"['jazz christmas', 'swing']",44
SR-71,38878,"['pop christmas', 'pop punk', 'punk christmas']",48
Rebecca St. James,35938,"['ccm', 'christelijk', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",42
St. Lunatics,34450,"['crunk', 'dirty south rap', 'southern hip hop']",39
Stabbing Westward,47861,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge']",45
Stacie Orrico,80264,"['candy pop', 'christian christmas', 'dance pop', 'europop', 'pop christmas', 'post-teen pop', 'soul christmas']",51
Stacy Lattisaw,36154,"['disco', 'post-disco', 'quiet storm', 'urban contemporary']",38
Stacy Q,119,[],1
Stage Dolls,11604,"['classic norwegian pop', 'norwegian rock']",39
Staind,839239,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",68
Bill Staines,1159,['contemporary folk'],22
Joe Stampley,604,['country christmas'],31
Stan Bush,7808,['melodic hard rock'],41
Stan Oliver,6,['classic schlager'],5
Stan Ridgeway,170,[],3
Stan Ridgway,4698,[],34
Lisa Stansfield,143025,"['adult standards', 'dance pop', 'disco', 'new wave pop', 'soft rock']",59
Starkweather,683,['mathcore'],9
“Starlight Express” Original Cast,159,[],31
Starmania,2206,[],18
Edwin Starr,39264,"['chicago soul', 'classic funk rock', 'memphis soul', 'motown', 'northern soul', 'soul', 'soul blues', 'southern soul']",54
Garrison Starr,2073,"['folk christmas', 'lilith']",30
Ringo Starr,210291,"['album rock', 'british blues', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",52
Starship,188913,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",66
The Starting Line,68890,"['dreamo', 'emo', 'modern rock', 'pop emo', 'pop punk', 'pop rock']",51
State Of Being,13,[],0
Static-X,340566,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",60
Status Quo,206114,"['album rock', 'blues-rock', 'classic rock', 'glam rock', 'hard rock', 'heavy christmas', 'rock']",60
Martine St Clair,520,[],22
Steel Pole Bath Tub,1508,['post-hardcore'],14
Steeleye Span,18137,"['british folk', 'celtic', 'celtic christmas', 'celtic rock', 'folk', 'folk christmas', 'folk rock', 'traditional british folk', 'traditional folk']",38
STEELHEART,60532,"['glam metal', 'hard rock', 'sleaze rock']",45
Steely Dan,448606,"['album rock', 'art rock', 'blues-rock', 'classic funk rock', 'classic rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",69
Stefan Raab,4776,[],30
Stefan Waggershausen,2051,['schlager'],29
Stefanie Hertel,3465,"['schlager', 'volksmusik']",31
Steinwolke,428,['neue deutsche welle'],10
Stella Getz,214,['eurodance'],16
Stella Soleil,150,[],6
Stephan Remmler,2542,['neue deutsche welle'],32
Stephanie Mills,123883,"['classic funk rock', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'urban contemporary']",51
Steppenwolf,327892,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'southern rock']",66
Two Steps from Hell,312225,"['epicore', 'scorecore', 'soundtrack', 'video game music']",68
Stereo MC's,34203,"['acid house', 'big beat', 'electronic', 'hip house', 'madchester', 'trip hop']",48
